n,PMID,QID,Type,Question,Human Answer,Model Answer,quote_in_pdf,all_models_wrong,verdict,note
48,41130593,5,Number,How many individuals had samples obtained for HIV sequencing?,64,52,n/a,True,,
49,35945163,6,List,From which countries were the sequenced samples obtained?,"UK, USA, Belgium, Canada, Netherlands, Switzerland, Portugal, Italy, South Korea, Spain",Not reported,n/a,False,,
50,36519389,6,List,From which countries were the sequenced samples obtained?,Not reported,"South Africa, Zimbabwe, Malawi, Mozambique, other regions",n/a,False,,
51,37104815,6,List,From which countries were the sequenced samples obtained?,France,Not reported,n/a,False,,
52,37358226,6,List,From which countries were the sequenced samples obtained?,Not reported,Lesotho,n/a,False,,
53,37593123,6,List,From which countries were the sequenced samples obtained?,China,Not reported,n/a,False,,
54,37649807,6,List,From which countries were the sequenced samples obtained?,Not reported,Kenya,n/a,False,,
55,37775947,6,List,From which countries were the sequenced samples obtained?,"South America, Africa, USA, Asia, Australia, Europe",Not reported,n/a,False,,
56,37957382,6,List,From which countries were the sequenced samples obtained?,Not reported,United States,n/a,False,,
57,37966701,6,List,From which countries were the sequenced samples obtained?,Not reported,US,n/a,False,,
58,37973713,6,List,From which countries were the sequenced samples obtained?,"Ukraine, Poland",Poland,n/a,False,,
59,38033131,6,List,From which countries were the sequenced samples obtained?,Not reported,Ethiopia,n/a,False,,
60,38090027,6,List,From which countries were the sequenced samples obtained?,Italy,Not reported,n/a,False,,
61,38142692,6,List,From which countries were the sequenced samples obtained?,Not reported,South Africa,n/a,False,,
62,38152686,6,List,From which countries were the sequenced samples obtained?,Not reported,Brazil,n/a,False,,
63,40857111,6,List,From which countries were the sequenced samples obtained?,Not provided (multicenter trial),10,n/a,False,,
64,41012586,6,List,From which countries were the sequenced samples obtained?,Italy,Not reported,n/a,False,,
65,41056006,6,List,From which countries were the sequenced samples obtained?,Not provided (multicenter trial),"USA, Dominican Republic",n/a,True,,
66,41093949,6,List,From which countries were the sequenced samples obtained?,Not applicable.,"China, United States",n/a,False,,
67,29373677,7,List,From what years were the sequenced samples obtained?,2015,Not reported,n/a,False,,
68,35913500,7,List,From what years were the sequenced samples obtained?,2021-2022,Not applicable,n/a,False,,
69,36519389,7,List,From what years were the sequenced samples obtained?,Not reported,2022,n/a,False,,
70,36645792,7,List,From what years were the sequenced samples obtained?,Not reported,2020-2021,n/a,True,,
71,36931676,7,List,From what years were the sequenced samples obtained?,Not reported,2003-on going; 2022,n/a,False,,
72,37439411,7,List,From what years were the sequenced samples obtained?,2000-2020,Not reported,n/a,False,,
73,37649807,7,List,From what years were the sequenced samples obtained?,Not reported,2015–2021,n/a,False,,
74,37880705,7,List,From what years were the sequenced samples obtained?,2003-2018,Not reported,n/a,False,,
75,37966701,7,List,From what years were the sequenced samples obtained?,Not reported,2021–2022,n/a,False,,
76,38033131,7,List,From what years were the sequenced samples obtained?,Not reported,2015–2019,n/a,False,,
77,38142692,7,List,From what years were the sequenced samples obtained?,Not reported,2019–2020,n/a,False,,
78,40431710,7,List,From what years were the sequenced samples obtained?,2006-2024,"2015, 2022, 2023",n/a,False,,
79,40596906,7,List,From what years were the sequenced samples obtained?,2007-2022,2021-2023,n/a,False,,
80,41056006,7,List,From what years were the sequenced samples obtained?,Not provided,2019–2020,n/a,False,,
81,41093949,7,List,From what years were the sequenced samples obtained?,Not applicable.,1978–2023,n/a,False,,
82,26559830,8,Boolean,Were samples cloned prior to sequencing?,No,Yes,n/a,False,,
83,27009474,8,Boolean,Were samples cloned prior to sequencing?,Yes,No,n/a,False,,
84,37957382,8,Boolean,Were samples cloned prior to sequencing?,Yes,No,n/a,True,,
85,38427738,8,Boolean,Were samples cloned prior to sequencing?,No,Yes,n/a,False,,
86,40938996,8,Boolean,Were samples cloned prior to sequencing?,Yes  ,Not applicable,n/a,False,,
87,41088231,8,Boolean,Were samples cloned prior to sequencing?,Yes,No,n/a,True,,
88,41130593,8,Boolean,Were samples cloned prior to sequencing?,Yes (single genome),Not reported,n/a,True,,
89,21115794,9,List,Which HIV genes were reported to have been sequenced?,IN,Not reported,n/a,False,,
90,23749954,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
91,26311878,9,List,Which HIV genes were reported to have been sequenced?,Not reported,IN,n/a,False,,
92,28559249,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
93,33855437,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
94,34516245,9,List,Which HIV genes were reported to have been sequenced?,RT,"PR, IN",n/a,False,,
95,35913500,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN",Not applicable,n/a,False,,
96,36659824,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN",Not reported,n/a,False,,
97,36660819,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN",Not applicable,n/a,False,,
98,36706364,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN",None,n/a,False,,
99,36931676,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
100,36967989,9,List,Which HIV genes were reported to have been sequenced?,PR,Not reported,n/a,False,,
101,37039023,9,List,Which HIV genes were reported to have been sequenced?,NFLG,"PR, RT, IN, Env",n/a,False,,
102,37071019,9,List,Which HIV genes were reported to have been sequenced?,Not reported,IN,n/a,True,,
103,37340869,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
104,37498738,9,List,Which HIV genes were reported to have been sequenced?,NFLG,"Gag, Pol, Env",n/a,False,,
105,37541705,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,True,,
106,37554471,9,List,Which HIV genes were reported to have been sequenced?,RT,Not reported,n/a,False,,
107,37823653,9,List,Which HIV genes were reported to have been sequenced?,"NFLG, Envelope",Env,n/a,True,,
108,37872202,9,List,Which HIV genes were reported to have been sequenced?,gp120,Not applicable,n/a,False,,
109,37914679,9,List,Which HIV genes were reported to have been sequenced?,"PR, RT, IN",Not reported,n/a,False,,
110,37957382,9,List,Which HIV genes were reported to have been sequenced?,"Full genome, NFLG","Pol, Env",n/a,False,,
111,38005921,9,List,Which HIV genes were reported to have been sequenced?,Not reported,"PR, RT",n/a,True,,
112,38058846,9,List,Which HIV genes were reported to have been sequenced?,"PR, RT, IN",IN,n/a,False,,
113,38090027,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN",Not reported,n/a,False,,
114,38140667,9,List,Which HIV genes were reported to have been sequenced?,Not reported,IN,n/a,False,,
115,40400229,9,List,Which HIV genes were reported to have been sequenced?,"RT,IN",Not reported,n/a,False,,
116,40490983,9,List,Which HIV genes were reported to have been sequenced?,"RT, PR",Not reported,n/a,False,,
117,40938996,9,List,Which HIV genes were reported to have been sequenced?,"RT, IN, NC, Env",Not applicable,n/a,False,,
118,40965168,9,List,Which HIV genes were reported to have been sequenced?,CA,PR,n/a,False,,
119,41004608,9,List,Which HIV genes were reported to have been sequenced?,Whole genome,"Env, NC",n/a,True,,
120,41012586,9,List,Which HIV genes were reported to have been sequenced?,"PR, RT, IN (presumably)",Not reported,n/a,False,,
121,41088231,9,List,Which HIV genes were reported to have been sequenced?,Whole genome,Pol,n/a,True,,
122,32601157,10,List,What method was used for sequencing?,Not reported,NGS,n/a,False,,
123,36454248,10,List,What method was used for sequencing?,Not reported,Sanger sequencing,n/a,True,,
124,37071019,10,List,What method was used for sequencing?,Sanger sequencing,Not reported,n/a,False,,
125,37104815,10,List,What method was used for sequencing?,"Sanger sequencing, Illumina sequencing",NGS,n/a,False,,
126,37498738,10,List,What method was used for sequencing?,"Sanger sequencing, Illumina sequencing",NGS,n/a,False,,
127,37946329,10,List,What method was used for sequencing?,Not reported,Sanger sequencing,n/a,False,,
128,40431710,10,List,What method was used for sequencing?,Sanger,NGS,n/a,False,,
129,40938996,10,List,What method was used for sequencing?,"Sanger, NGS",Not reported,n/a,False,,
130,40965168,10,List,What method was used for sequencing?,Not stated,Sanger sequencing,n/a,False,,
131,41093949,10,List,What method was used for sequencing?,Not stated,Sanger sequencing,n/a,True,,
132,36571282,11,List,What type of samples were sequenced?,Plasma,Not reported,n/a,False,,
133,36659824,11,List,What type of samples were sequenced?,Not reported,Plasma,n/a,False,,
134,36779485,11,List,What type of samples were sequenced?,Plasma,Not reported,n/a,False,,
135,37104815,11,List,What type of samples were sequenced?,"Whole Blood, Semen","Plasma, Blood",n/a,True,,
136,37340869,11,List,What type of samples were sequenced?,Not reported,Plasma,n/a,False,,
137,37376649,11,List,What type of samples were sequenced?,PBMC,Whole blood,n/a,False,,
138,37515095,11,List,What type of samples were sequenced?,Plasma,Not reported,n/a,False,,
139,37593123,11,List,What type of samples were sequenced?,Plasma,Not reported,n/a,True,,
140,37649807,11,List,What type of samples were sequenced?,Not reported,Plasma,n/a,False,,
141,37701387,11,List,What type of samples were sequenced?,Not reported,Plasma,n/a,False,,
142,37938856,11,List,What type of samples were sequenced?,Not reported,Plasma,n/a,False,,
143,37957382,11,List,What type of samples were sequenced?,"Plasma, PBMC",Plasma,n/a,False,,
144,38058846,11,List,What type of samples were sequenced?,Not reported,Clinical samples,n/a,True,,
145,38152686,11,List,What type of samples were sequenced?,Plasma,Not reported,n/a,False,,
146,40779404,11,List,What type of samples were sequenced?,PBMC,Whole blood,n/a,False,,
147,40965168,11,List,What type of samples were sequenced?,Not applicable,Plasma,n/a,True,,
148,40974886,11,List,What type of samples were sequenced?,PBMC (Whole blood OK),Whole blood,n/a,False,,
149,41012586,11,List,What type of samples were sequenced?,Plasma (presumably),Not reported,n/a,True,,
150,41057785,11,List,What type of samples were sequenced?,Plasma (not stated),Not reported,n/a,False,,
151,35913500,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,n/a,False,,
152,36660819,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,n/a,False,,
153,36851704,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,True,,
154,36931676,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,n/a,False,,
155,37071019,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
156,37272233,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
157,37340869,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,n/a,False,,
158,37554471,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
159,37755428,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
160,37775947,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
161,37817087,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
162,37941373,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,Not reported,n/a,False,,
163,37976185,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
164,38140667,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,n/a,False,,
165,40400229,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes (PrEP),Not reported,n/a,False,,
166,40974886,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,No,n/a,False,,
167,41012586,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,Not reported,n/a,False,,
168,41130593,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes (PrEP),Not reported,n/a,False,,
169,41140464,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,Not reported,n/a,True,,
170,36415058,13,Boolean,Were the patients in the study in a clinical trial?,No,Yes,n/a,False,,
171,37973713,13,Boolean,Were the patients in the study in a clinical trial?,Yes,No,n/a,False,,
172,40400229,13,Boolean,Were the patients in the study in a clinical trial?,No,Yes,n/a,True,,
173,40431710,13,Boolean,Were the patients in the study in a clinical trial?,No,Yes,n/a,False,,
174,40965168,13,Boolean,Were the patients in the study in a clinical trial?,No,Yes,n/a,True,,
175,24227862,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
176,26246578,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
177,28559249,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
178,31988104,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,14,Yes,n/a,True,,
179,34516245,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
180,35913500,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,Not applicable,n/a,False,,
181,36659824,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,No,n/a,False,,
182,36660819,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,Not applicable,n/a,False,,
183,36738248,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,No,n/a,False,,
184,37071019,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
185,37272233,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,True,,
186,37358226,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
187,37554471,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
188,37649807,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
189,37755428,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
190,37775947,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
191,37817087,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
192,37914679,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
193,38033131,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
194,38140667,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
195,38142692,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,Yes,n/a,False,,
196,41012586,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,Not reported,n/a,False,,
197,41056006,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,No,n/a,False,,
198,41140464,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,Not reported,n/a,True,,
199,24227862,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not applicable,NRTI,n/a,False,,
200,28559249,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, PI",n/a,False,,
201,34516245,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,NRTI,n/a,False,,
202,35730213,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI",Not reported,n/a,False,,
203,36659824,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",Not reported,n/a,False,,
204,36660819,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NNRTI, INSTI",Not applicable,n/a,False,,
205,36694270,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, PI, NNRTI, INSTI",NRTIs,n/a,False,,
206,36779485,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI",Not reported,n/a,False,,
207,36851704,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,n/a,False,,
208,36931676,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,n/a,False,,
209,37042390,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, PI, INSTI",Not reported,n/a,False,,
210,37071019,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,INSTI,n/a,False,,
211,37147875,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"INSTI, NRTI",n/a,False,,
212,37358226,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NNRTI, NRTI, INSTI",n/a,False,,
213,37376649,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",Not reported,n/a,False,,
214,37439411,15,List,Which drug classes were received by individuals in the study before sample sequencing?,NNRTI,Not reported,n/a,False,,
215,37520425,15,List,Which drug classes were received by individuals in the study before sample sequencing?,INSTI,Not reported,n/a,False,,
216,37541705,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"PI, INSTI","NNRTIs, INSTIs",n/a,False,,
217,37546367,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI",Not reported,n/a,False,,
218,37554471,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI, PI, INSTI",n/a,False,,
219,37755428,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, INSTI",n/a,True,,
220,37775947,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NNRTI, PI, INSTI",n/a,False,,
221,37946329,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,n/a,False,,
222,37957382,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, PI, INSTI",Not reported,n/a,False,,
223,38031075,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,TLD,n/a,False,,
224,38033131,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI",n/a,False,,
225,38090027,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI","PI, INSTI",n/a,False,,
226,38142692,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI",n/a,False,,
227,38152686,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",All,n/a,False,,
228,38314093,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI",n/a,False,,
229,40839365,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI",INSTIs,n/a,False,,
230,40857111,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",NRTI,n/a,False,,
231,40974886,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI","INSTI, NRTI",n/a,False,,
232,41012586,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"PI, INSTI, NRTI (presumably)",Not reported,n/a,False,,
233,41023944,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI,NNRTI,INSTI",Not reported,n/a,False,,
234,41130593,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, CAI",NRTI,n/a,False,,
235,41140464,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,n/a,True,,
236,24227862,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not applicable,"TDF, zidovudine, lamivudine, efavirenz, dolutegravir",n/a,False,,
237,28559249,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"zidovudine(AZT), lamivudine(3TC), ritonavir(R), lopinavir(L)",n/a,False,,
238,34516245,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TDF, FTC",n/a,False,,
239,35730213,16,List,Which drugs were received by individuals in the study before sample sequencing?,"EFV, DTG, TDF, 3TC",Not reported,n/a,False,,
240,36454248,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, AZT, D4T, ABC, DDI, FTC, EFV, LPV, DRV, NFV, RAL",Not reported,n/a,False,,
241,36597160,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF,FTC,EVG",Not reported,n/a,False,,
242,36659824,16,List,Which drugs were received by individuals in the study before sample sequencing?,"BIC, FTC, TAF",None,n/a,False,,
243,36660819,16,List,Which drugs were received by individuals in the study before sample sequencing?,"CAB, RPV",Not applicable,n/a,False,,
244,36694270,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, EFV, LPV/r, EVG, ABC, DTG",Not reported,n/a,False,,
245,36779485,16,List,Which drugs were received by individuals in the study before sample sequencing?,RPV,Not reported,n/a,False,,
246,36931676,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,Not reported,n/a,False,,
247,37017009,16,List,Which drugs were received by individuals in the study before sample sequencing?,"LPV, ATV, EFV, NVP, 3TC, ABC, AZT, FTC, D4T, TDF",Not reported,n/a,False,,
248,37042390,16,List,Which drugs were received by individuals in the study before sample sequencing?,"RAL, DRV",Not reported,n/a,False,,
249,37071019,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Dolutegravir (DTG), Bictegravir (BIC)",n/a,False,,
250,37104815,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, FTC, ABC, 3TC","TDF, FTC, TAF, ABC, Rilpivirine, RAL, DTG, LPV/r",n/a,False,,
251,37147875,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"DTG, FTC, TDF, doravirine",n/a,False,,
252,37340869,16,List,Which drugs were received by individuals in the study before sample sequencing?,"CAB, RPV",Not reported,n/a,False,,
253,37358226,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"EFV, NVP, ABC, ZDV, TDF, 3TC, DTG",n/a,False,,
254,37376649,16,List,Which drugs were received by individuals in the study before sample sequencing?,"Lamivudine (3TC), Tenofovir (TAF), Dolutegravir (DTG)",Not reported,n/a,False,,
255,37498738,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,"TDF, 3TC, EFV, ATV, RDTG",n/a,False,,
256,37515095,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, ABC, AZT, D4T, DDI, FTC, TDF, ETR, EFV, NVP, RPV","FTC, TDF, EFV",n/a,False,,
257,37520425,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,Not reported,n/a,False,,
258,37541705,16,List,Which drugs were received by individuals in the study before sample sequencing?,"LPV, DTG, RAL, ABC, 3TC","Lopinavir/ritonavir, Dolutegravir, Raltegravir",n/a,True,,
259,37554471,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Etravirine, dolutegravir, darunavir, ritonavir, emtricitabine, tenofovir alafenamide, trimethoprim, sulfamethoxazole",n/a,False,,
260,37574435,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, BIC, FTC, TAF",Not reported,n/a,False,,
261,37632026,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, D4T, XTC, TDF, ATV, LPV, DRV",AZT; 3TC; FTC; TDF; ABC; EFV; NVP; ATV; LPV; DRV; RAL; DTG,n/a,True,,
262,37701387,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Bictegravir, Emtricitabine, Tenofovir Alafenamide",n/a,False,,
263,37755428,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"ZDV, TDF, 3TC, DTG",n/a,True,,
