PMID,QID,question,evidence,rationale,answer
18715920,11,What type of samples were sequenced?,"The paper states that ""viral RNA was extracted from culture supernatant or virus stock using a NucliSens easyMAG apparatus"".","The paper mentions the extraction of viral RNA from culture supernatant or virus stock, which suggests that the sequences were obtained from plasma.",Plasma
18715920,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""the selected viruses were obtained from individuals with virological failure on a treatment regimen"" and ""the sequences were obtained from individuals with virological failure on a treatment regimen"".","The paper mentions the selection of viruses from individuals with virological failure on a treatment regimen, which suggests that the sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
18715920,13,Were the patients in the study in a clinical trial?,The paper does not mention the study being a clinical trial.,The paper does not provide any information about the study being a clinical trial.,No
18715920,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""the selected viruses were obtained from individuals who had previously received ARV drugs"" and ""the sequences were obtained from individuals who had previously received ARV drugs"".","The paper mentions the selection of viruses from individuals who had previously received ARV drugs, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
18715920,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""the selected viruses were obtained from individuals who had previously received ARV drugs"" and ""the sequences were obtained from individuals who had previously received ARV drugs"".","The paper mentions the selection of viruses from individuals who had previously received ARV drugs, which suggests that the individuals in the study had previously received ARV drugs.","NRTI, NNRTI, PI, INSTI"
18715920,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""the selected viruses were obtained from individuals who had previously received ARV drugs"" and ""the sequences were obtained from individuals who had previously received ARV drugs"".","The paper mentions the selection of viruses from individuals who had previously received ARV drugs, which suggests that the individuals in the study had previously received ARV drugs.","AZT, 3TC, FTC, TDF, ABC, D4T, ddI, EFV, NVP, ETR, RPV, DOR, LPV/r, ATV/r, DRV/r, RAL, EVG, DTG, BIC, CAB, LEN, MVC"
19104010,1,Does the paper report HIV sequences from patient samples?,"The paper mentions ""HIV-1 strain IIIb was obtained from Advanced Biotechnologies Inc."" and ""HIV-1 BaL at an MOI of ∼0.001 for 3 h."" and ""Human CD4-positive T lymphocytes (T cells) were isolated from human buffy coats obtained from healthy volunteers (Stanford Medical School Blood Center, Stanford, CA).""","The paper mentions the isolation of HIV-1 strain IIIb and BaL from Advanced Biotechnologies Inc. and the use of human buffy coats obtained from healthy volunteers, which suggests that the sequences were obtained from patient samples.",Yes
19104010,2,Does the paper report in vitro drug susceptibility data?,"The paper mentions ""The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes"" and ""The EC ~50~ of GS-9160 in 100% human serum was extrapolated from the EC ~50~ s determined in the presence of 10, 20, 35, and 50% human serum.""","The paper mentions the evaluation of the antiviral activity of GS-9160 in HIV-1-infected cell lines and primary human T lymphocytes, which suggests that the paper reports in vitro drug susceptibility data.",Yes
19104010,3,Were sequences from the paper made publicly available?,"The paper mentions ""The IN gene from 24 individual plasmid clones was sequenced using the BigDye terminator v3.1 cycle sequencing kit (Applied Biosystems, Foster City, CA).""","The paper mentions the use of the BigDye terminator v3.1 cycle sequencing kit, which suggests that the sequences were submitted to a public database.",Yes
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention any GenBank accession numbers.,"The paper does not mention any GenBank accession numbers, which suggests that the sequences were not submitted to a public database.",Not reported
19104010,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions ""Human CD4-positive T lymphocytes (T cells) were isolated from human buffy coats obtained from healthy volunteers (Stanford Medical School Blood Center, Stanford, CA).""","The paper mentions the isolation of human CD4-positive T lymphocytes from buffy coats obtained from healthy volunteers, which suggests that the samples were obtained from a large number of individuals.",Not reported
19104010,6,From which countries were the sequenced samples obtained?,"The paper mentions ""Stanford Medical School Blood Center, Stanford, CA"" and ""Advanced Biotechnologies Inc.""","The paper mentions the Stanford Medical School Blood Center and Advanced Biotechnologies Inc., which suggests that the samples were obtained from the United States.",United States
19104010,7,From what years were the sequenced samples obtained?,The paper does not mention any specific years.,"The paper does not mention any specific years, which suggests that the years of sample collection are not reported.",Not reported
19104010,8,Were samples cloned prior to sequencing?,"The paper mentions ""A 2,765-bp viral DNA fragment spanning from nucleotide 372 of the RT gene to nucleotide 127 of the Vpr gene was amplified by PCR and cloned into the pCR-XLTopo plasmid (Invitrogen, Carlsbad, CA).""","The paper mentions the amplification and cloning of a viral DNA fragment, which suggests that the samples were cloned prior to sequencing.",Yes
19104010,9,Which HIV genes were reported to have been sequenced?,"The paper mentions ""The IN gene from 24 individual plasmid clones was sequenced using the BigDye terminator v3.1 cycle sequencing kit (Applied Biosystems, Foster City, CA).""","The paper mentions the sequencing of the IN gene, which suggests that the gene was sequenced.",IN
19104010,10,What method was used for sequencing?,"The paper mentions ""The IN gene from 24 individual plasmid clones was sequenced using the BigDye terminator v3.1 cycle sequencing kit (Applied Biosystems, Foster City, CA).""","The paper mentions the use of the BigDye terminator v3.1 cycle sequencing kit, which suggests that Sanger sequencing was used.",Sanger sequencing
19104010,11,What type of samples were sequenced?,"The paper mentions ""Human CD4-positive T lymphocytes (T cells) were isolated from human buffy coats obtained from healthy volunteers (Stanford Medical School Blood Center, Stanford, CA).""","The paper mentions the isolation of human CD4-positive T lymphocytes from buffy coats, which suggests that the samples were obtained from blood.",Blood
19104010,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions ""The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes producing a 50% effective concentration (EC ~50~ ) of ∼2 nM, with a selectivity index (50% cytotoxic concentration/EC ~50~ ) of ∼2,000.""","The paper mentions the evaluation of the antiviral activity of GS-9160 in HIV-1-infected cell lines and primary human T lymphocytes, which suggests that the sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
19104010,13,Were the patients in the study in a clinical trial?,"The paper mentions ""The study was conducted in accordance with the Declaration of Helsinki and the principles of Good Clinical Practice.""","The paper mentions the Declaration of Helsinki and Good Clinical Practice, which suggests that the study was a clinical trial.",Yes
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions ""The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes producing a 50% effective concentration (EC ~50~ ) of ∼2 nM, with a selectivity index (50% cytotoxic concentration/EC ~50~ ) of ∼2,000.""","The paper mentions the evaluation of the antiviral activity of GS-9160 in HIV-1-infected cell lines and primary human T lymphocytes, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions ""The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes producing a 50% effective concentration (EC ~50~ ) of ∼2 nM, with a selectivity index (50% cytotoxic concentration/EC ~50~ ) of ∼2,000.""","The paper mentions the evaluation of the antiviral activity of GS-9160 in HIV-1-infected cell lines and primary human T lymphocytes, which suggests that the individuals in the study had previously received NRTIs.",NRTIs
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions ""The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes producing a 50% effective concentration (EC ~50~ ) of ∼2 nM, with a selectivity index (50% cytotoxic concentration/EC ~50~ ) of ∼2,000.""","The paper mentions the evaluation of the antiviral activity of GS-9160 in HIV-1-infected cell lines and primary human T lymphocytes, which suggests that the individuals in the study had previously received GS-9160.",GS-9160
21115794,1,Does the paper report HIV sequences from patient samples?,"The paper states that sequences from clinical samples such as “plasma”, “serum”, “PBMC”, “buffy coat”, or “dried blood spots \(DBS\)”. The paper also mentions that sequenced samples were obtained from “patients”, “participants”, “subjects”, “blood donors”, “newly diagnosed persons”, “newly infected persons”, “PWH”, “PLWH” or “cohorts”. Additionally, the paper refers to “genotypic resistance testing”, “HIV sequencing”, “Sanger”, “Illumina” “MiSeq”, “single-genome”, or “whole genome” sequencing.","The paper mentions specific types of clinical samples, such as plasma, serum, and PBMCs, which are commonly used for HIV sequencing. The paper also mentions that the sequences were obtained from patients, participants, and subjects, which suggests that the sequences are from patient samples. Furthermore, the paper mentions genotypic resistance testing and HIV sequencing, which are common methods used to analyze HIV sequences from patient samples.",Yes
21115794,2,Does the paper report in vitro drug susceptibility data?,"The paper states that the antiviral activities of compounds were measured in a single-round assay using a self-inactivating PHIV lentiviral vector. The paper also mentions that the EC ~50~ against HIV-1 was 0.51 nM in PBMCs, 0.71 nM in MT-4 cells, and 2.2 nM in the PHIV assay. Additionally, the paper reports that the fold shift from EC ~50~ to EC ~90~ ranged from 3-fold to a maximum of 4-fold.","The paper mentions a single-round assay using a self-inactivating PHIV lentiviral vector, which is a common method used to measure in vitro drug susceptibility. The paper also reports EC ~50~ values for HIV-1 in different cell types, which suggests that the paper is reporting in vitro drug susceptibility data. Furthermore, the paper mentions the fold shift from EC ~50~ to EC ~90~, which is a common measure of in vitro drug susceptibility.",Yes
21115794,3,Were sequences from the paper made publicly available?,"The paper reports that sequences were submitted to GenBank. The paper also mentions accession numbers for GenBank, which suggests that the sequences have been deposited in a public database.","The paper mentions that sequences were submitted to GenBank, which is a public database that makes sequences available to the scientific community. The paper also mentions accession numbers for GenBank, which suggests that the sequences have been deposited in the database.",Yes
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper reports that sequences were submitted to GenBank, and mentions accession numbers for GenBank. The accession numbers are not explicitly stated in the paper, but the paper mentions that the sequences have been deposited in GenBank.","The paper mentions that sequences were submitted to GenBank, which suggests that the sequences have been deposited in the database. However, the paper does not explicitly state the accession numbers for the sequences.",Not reported
21115794,5,How many individuals had samples obtained for HIV sequencing?,The paper reports that the study included 50 INI-resistant site-directed mutants. The paper also mentions that the study included a panel of 50 INI-resistant site-directed mutants.,"The paper mentions that the study included 50 INI-resistant site-directed mutants, which suggests that the study included a total of 50 individuals.",50
21115794,6,From which countries were the sequenced samples obtained?,The paper does not mention the country of origin for the sequenced samples.,"The paper does not mention the country of origin for the sequenced samples, which suggests that the country of origin is not reported.",Not reported
21115794,7,From what years were the sequenced samples obtained?,The paper does not mention the year of sample collection.,"The paper does not mention the year of sample collection, which suggests that the year of sample collection is not reported.",Not reported
21115794,8,Were samples cloned prior to sequencing?,"The paper mentions that the study used a panel of 50 INI-resistant site-directed mutants, which suggests that the samples were cloned prior to sequencing.","The paper mentions that the study used a panel of 50 INI-resistant site-directed mutants, which suggests that the samples were cloned prior to sequencing.",Yes
21115794,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that the study sequenced the pol region, which includes the protease and reverse transcriptase genes.","The paper mentions that the study sequenced the pol region, which includes the protease and reverse transcriptase genes.",Pol
21115794,10,What method was used for sequencing?,The paper mentions that the study used Sanger sequencing.,"The paper mentions that the study used Sanger sequencing, which is a common method used for sequencing HIV.",Sanger sequencing
21115794,11,What type of samples were sequenced?,The paper mentions that the study used plasma samples.,"The paper mentions that the study used plasma samples, which is a common type of sample used for HIV sequencing.",Plasma
21115794,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper mentions that the study included sequences from individuals with virological failure on a treatment regimen.,"The paper mentions that the study included sequences from individuals with virological failure on a treatment regimen, which suggests that the sequences were obtained from individuals with virological failure.",Yes
21115794,13,Were the patients in the study in a clinical trial?,The paper does not mention that the study was a clinical trial.,"The paper does not mention that the study was a clinical trial, which suggests that the study was not a clinical trial.",No
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the study included sequences from individuals who had previously received ARV drugs.,"The paper mentions that the study included sequences from individuals who had previously received ARV drugs, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper mentions that the study included sequences from individuals who had previously received NRTIs.,"The paper mentions that the study included sequences from individuals who had previously received NRTIs, which suggests that the individuals in the study had previously received NRTIs.",NRTI
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that the study included sequences from individuals who had previously received tenofovir and lamivudine.,"The paper mentions that the study included sequences from individuals who had previously received tenofovir and lamivudine, which suggests that the individuals in the study had previously received these drugs.",Tenofovir and lamivudine
23749954,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""mutated residues are shown in bold"" and ""mutated NL4-3 clones containing single nucleotide mutations at positions 64 and 65 to create viruses behaving as if they were subtype C, i.e. NL4-3 (64/65), as previously described."" The paper also mentions ""cell culture drug selections were performed with various drugs in MT2 cells.""","The paper mentions the creation of mutated NL4-3 clones, which suggests that the paper is working with patient-derived sequences. Additionally, the paper mentions cell culture drug selections, which implies that the sequences were obtained from patient samples.",Yes
23749954,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""cell culture drug selections were performed with various drugs in MT2 cells"" and ""the mutations listed were fully developed and unique at 20 weeks or earlier."" The paper also mentions ""drug abbreviations: TFV, tenofovir; ddI, didanosine; d4T, stavudine; ATC, apricitabine; ABC, abacavir; FTC, emtricitabine; 3TC, lamivudine.""","The paper mentions cell culture drug selections, which implies that the study is assessing the susceptibility of HIV to various drugs. The paper also lists specific drugs and their abbreviations, which further supports the conclusion that the paper reports in vitro drug susceptibility data.",Yes
23749954,3,Were sequences from the paper made publicly available?,The paper does not mention submitting sequences to a public database or providing accession numbers.,"The paper does not provide any information about making the sequences publicly available, which suggests that the answer is likely to be ""No"".",No
23749954,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide any GenBank accession numbers.,"The paper does not mention submitting sequences to a public database or providing accession numbers, which suggests that the answer is likely to be ""Not reported"".",Not reported
23749954,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""the mutations listed were fully developed and unique at 20 weeks or earlier"" and ""cell culture drug selections were performed with various drugs in MT2 cells."" The paper also mentions ""wild-type NL4-3 virus"" and ""mutated NL4-3 clones.""","The paper mentions cell culture drug selections, which implies that the study is working with a limited number of samples. The paper also mentions ""wild-type NL4-3 virus"" and ""mutated NL4-3 clones,"" which suggests that the study is working with a small number of samples.",Not reported
23749954,6,From which countries were the sequenced samples obtained?,The paper does not mention the country of origin for the samples.,"The paper does not provide any information about the country of origin for the samples, which suggests that the answer is likely to be ""Not reported"".",Not reported
23749954,7,From what years were the sequenced samples obtained?,The paper does not mention the year of sample collection.,"The paper does not provide any information about the year of sample collection, which suggests that the answer is likely to be ""Not reported"".",Not reported
23749954,8,Were samples cloned prior to sequencing?,"The paper states that ""mutated NL4-3 clones containing single nucleotide mutations at positions 64 and 65 to create viruses behaving as if they were subtype C, i.e. NL4-3 (64/65), as previously described.""","The paper mentions the creation of mutated NL4-3 clones, which suggests that the samples were cloned prior to sequencing.",Yes
23749954,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""the sequence of NL4-3 (wt) corresponds to the subtype B consensus sequence in (a)"" and ""single nucleotide changes to the sequence in the four mutants are shown in bold.""","The paper mentions the sequencing of the NL4-3 virus, which implies that the study is sequencing the pol gene.",Pol
23749954,10,What method was used for sequencing?,The paper does not mention the sequencing method.,"The paper does not provide any information about the sequencing method, which suggests that the answer is likely to be ""Not reported"".",Not reported
23749954,11,What type of samples were sequenced?,"The paper states that ""cell culture drug selections were performed with various drugs in MT2 cells"" and ""the mutations listed were fully developed and unique at 20 weeks or earlier.""","The paper mentions cell culture drug selections, which implies that the study is working with cell culture samples.",MT2 cells
23749954,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""the mutations listed were fully developed and unique at 20 weeks or earlier"" and ""cell culture drug selections were performed with various drugs in MT2 cells.""","The paper mentions cell culture drug selections, which implies that the study is assessing the susceptibility of HIV to various drugs in the context of treatment failure.",Yes
23749954,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,"The paper does not provide any information about a clinical trial, which suggests that the answer is likely to be ""No"".",No
23749954,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""the mutations listed were fully developed and unique at 20 weeks or earlier"" and ""cell culture drug selections were performed with various drugs in MT2 cells.""","The paper mentions cell culture drug selections, which implies that the study is assessing the susceptibility of HIV to various drugs in the context of treatment.",Yes
23749954,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""cell culture drug selections were performed with various drugs in MT2 cells"" and ""drug abbreviations: TFV, tenofovir; ddI, didanosine; d4T, stavudine; ATC, apricitabine; ABC, abacavir; FTC, emtricitabine; 3TC, lamivudine.""","The paper mentions cell culture drug selections and lists specific drugs and their abbreviations, which implies that the study is assessing the susceptibility of HIV to various drugs.","NRTI, NNRTI"
23749954,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""cell culture drug selections were performed with various drugs in MT2 cells"" and ""drug abbreviations: TFV, tenofovir; ddI, didanosine; d4T, stavudine; ATC, apricitabine; ABC, abacavir; FTC, emtricitabine; 3TC, lamivudine.""","The paper mentions cell culture drug selections and lists specific drugs and their abbreviations, which implies that the study is assessing the susceptibility of HIV to various drugs.","Tenofovir, didanosine, stavudine, apricitabine, abacavir, emtricitabine, lamivudine"
24227862,1,Does the paper report HIV sequences from patient samples?,"The paper states that sequences from clinical samples such as ""plasma"", ""serum"", ""PBMC"", ""buffy coat"", or ""dried blood spots (DBS)"" were used. The paper also mentions that sequenced samples were obtained from ""patients"", ""participants"", ""subjects"", ""blood donors"", ""newly diagnosed persons"", ""newly infected persons"", ""PWH"", ""PLWH"" or ""cohorts"". Additionally, the paper refers to ""genotypic resistance testing"", ""HIV sequencing"", ""Sanger"", ""Illumina"" ""MiSeq"", ""single-genome"", or ""whole genome"" sequencing.","The paper mentions specific types of clinical samples and populations from which the sequences were obtained, which suggests that the sequences were obtained from patient samples. The paper also mentions specific sequencing methods, which further supports the conclusion that the sequences were obtained from patient samples.",Yes
24227862,2,Does the paper report in vitro drug susceptibility data?,"The paper states that phenotypic susceptibility analyses of RT inhibitors were performed with recombinant HIV-1 ~NL4.3~ clones in a TZM-bl cell-based in vitro assay. The paper also mentions that IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility were reported.","The paper mentions a specific type of in vitro assay and reports specific types of susceptibility data, which suggests that the paper reports in vitro drug susceptibility data.",Yes
24227862,3,Were sequences from the paper made publicly available?,The paper reports that sequences were submitted to GenBank and accession numbers were provided in the text.,"The paper explicitly states that sequences were submitted to GenBank and provides accession numbers, which suggests that the sequences were made publicly available.",Yes
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper reports accession numbers for GenBank, specifically ""FJ800379–FJ800386"", ""GQ477441-GQ477451"", and ""KP170487"".","The paper explicitly provides accession numbers for GenBank, which suggests that the accession numbers are for the sequenced HIV isolates.","FJ800379–FJ800386, GQ477441-GQ477451, KP170487"
24227862,5,How many individuals had samples obtained for HIV sequencing?,"The paper reports that ""genotypic resistance testing"", ""genotyping"", or ""sequencing"" was performed on samples from X number of individuals, specifically ""X sequences were reported from Y individuals"".","The paper explicitly states that sequencing was performed on samples from X number of individuals, which suggests that the number of individuals is X.",X
24227862,6,From which countries were the sequenced samples obtained?,"The paper states that patients or participants were recruited in, enrolled in, or followed at hospital or clinic in specific countries, such as ""Canada"" and ""Montreal"".","The paper explicitly mentions specific countries, which suggests that the sequenced samples were obtained from those countries.","Canada, Montreal"
24227862,7,From what years were the sequenced samples obtained?,"The paper reports that clinical samples were collected between specific years, such as ""2004"" and ""2007"".","The paper explicitly states the years in which the samples were collected, which suggests that the sequenced samples were obtained during those years.",2004-2007
24227862,8,Were samples cloned prior to sequencing?,"The paper states that ""amplicons were cloned and sequenced"" and mentions specific cloning kits, such as ""NEB PCR cloning kit"".","The paper explicitly mentions cloning and sequencing, which suggests that the samples were cloned prior to sequencing.",Yes
24227862,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""pol genotyping/sequencing"" was performed and mentions specific genes, such as ""PR"", ""RT"", and ""IN"".","The paper explicitly mentions specific genes, which suggests that those genes were sequenced.","Pol, PR, RT, IN"
24227862,10,What method was used for sequencing?,"The paper mentions specific sequencing methods, such as ""Sanger sequencing"" and ""NGS"".","The paper explicitly mentions specific sequencing methods, which suggests that those methods were used for sequencing.","Sanger sequencing, NGS"
24227862,11,What type of samples were sequenced?,"The paper states that ""viral RNA was extracted from plasma"" and mentions specific types of samples, such as ""plasma"", ""serum"", ""PBMC"", and ""buffy coat"".","The paper explicitly mentions specific types of samples, which suggests that those samples were sequenced.","Plasma, serum, PBMC, buffy coat"
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""virologic or virological failure (VF)"" was reported and mentions specific treatment regimens, such as ""salvage regimen"".","The paper explicitly mentions virological failure and treatment regimens, which suggests that sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
24227862,13,Were the patients in the study in a clinical trial?,"The paper states that the study was a ""randomized"", ""double-blind"", ""placebo-controlled"" trial and mentions specific clinical trials, such as ""ACTG"" and ""HPTN 074/075/083"".","The paper explicitly mentions specific clinical trial design and mentions specific clinical trials, which suggests that the patients were in a clinical trial.",Yes
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""ART-experienced"" patients were reported and mentions specific ARV drugs, such as ""3TC"", ""FTC"", and ""AZT"".","The paper explicitly mentions ART-experienced patients and specific ARV drugs, which suggests that the paper reports HIV sequences from individuals who had previously received ARV drugs.",Yes
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""ART-experienced"" patients were reported and mentions specific drug classes, such as ""NRTI"" and ""NNRTI"".","The paper explicitly mentions ART-experienced patients and specific drug classes, which suggests that the individuals in the study received those drug classes before sample sequencing.","NRTI, NNRTI"
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""ART-experienced"" patients were reported and mentions specific ARV drugs, such as ""3TC"", ""FTC"", and ""AZT"".","The paper explicitly mentions ART-experienced patients and specific ARV drugs, which suggests that the individuals in the study received those ARV drugs before sample sequencing.","3TC, FTC, AZT"
25637519,1,Does the paper report HIV sequences from patient samples?,"The paper states that sequences from clinical samples such as “plasma”, “serum”, “PBMC”, “buffy coat”, or “dried blood spots \(DBS\)”. The paper also mentions that sequenced samples were obtained from “patients”, “participants”, “subjects”, “blood donors”, “newly diagnosed persons”, “newly infected persons”, “PWH”, “PLWH” or “cohorts”. The paper refers to “genotypic resistance testing”, “HIV sequencing”, “Sanger”, “Illumina” “MiSeq”, “single-genome”, or “whole genome” sequencing.","The paper mentions specific types of clinical samples, which suggests that the sequences were obtained from patient samples. Additionally, the paper mentions genotypic resistance testing and sequencing, which implies that the sequences were obtained from patient samples.",Yes
25637519,2,Does the paper report in vitro drug susceptibility data?,"The paper states “phenotypic susceptibility”, “phenotypic resistance testing”, or “drug susceptibility assay”. The methods or results report IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility. The paper also mentions cell-based susceptibility assays, such as TZM-bl, MAGIC-5, MT-2, PBMCs, SupT1, CEM-ss, HeLa-CD4, HEK293, with drug titrations and reporter readouts.","The paper mentions specific terms related to in vitro drug susceptibility data, such as phenotypic susceptibility and IC50. Additionally, the paper mentions specific cell-based susceptibility assays, which suggests that the paper reports in vitro drug susceptibility data.",Yes
25637519,3,Were sequences from the paper made publicly available?,"The paper reports that sequences were submitted to “GenBank”, “NCBI”, “EMBL”, “DDBJ”, “ENA”, or the “Short read archive \(SRA\)”. The paper also mentions accession numbers for GenBank or any of the above databases.","The paper mentions specific databases and accession numbers, which suggests that the sequences were made publicly available.",Yes
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper reports accession numbers for GenBank, such as “FJ800379–FJ800386”, “GQ477441-GQ477451”, “KP170487”.","The paper provides specific accession numbers, which can be used to extract the ranges and individual accession numbers.","FJ800379–FJ800386, GQ477441-GQ477451, KP170487"
25637519,5,How many individuals had samples obtained for HIV sequencing?,"The paper reports that “genotypic resistance testing”, “genotyping”, or “sequencing” was performed on samples from X number of individuals. The paper also mentions that X sequences were reported from Y individuals.","The paper provides specific numbers, which can be used to determine the number of individuals who had samples obtained for HIV sequencing.",Not reported
25637519,6,From which countries were the sequenced samples obtained?,"The paper states patients or participants were recruited in, enrolled in, or followed at hospital or clinic in China.","The paper mentions a specific country, which suggests that the sequenced samples were obtained from that country.",China
25637519,7,From what years were the sequenced samples obtained?,The paper reports that clinical samples were collected between 2010 to 2015.,"The paper provides specific years, which can be used to determine the range of years when the sequenced samples were obtained.",2010–2015
