PMID,QID,Question,Type,Category,Answer
19104010,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not specified.
19104010,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned.
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and PIs."
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Amprenavir, lopinavir, atazanavir, nelfinavir, tenofovir, emtricitabine, efavirenz, 3TC, zidovudine, stavudine."
21115794,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
21115794,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
21115794,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Not specified.
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified.
21115794,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified.
21115794,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
21115794,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
21115794,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
21115794,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase.
21115794,10,What method was used for sequencing?,List,Technical,Operon Biotechnologies' sequencing service.
21115794,11,What type of samples were sequenced?,List,Technical,Cell-free supernatants from infected cell cultures.
21115794,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
21115794,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified.
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not specified.
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified.
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Lamivudine (3TC) was referenced; other drugs are not specified.
23749954,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
23749954,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
23749954,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
23749954,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
23749954,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify how many individuals had samples obtained for HIV sequencing.
23749954,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify from which countries the sequenced samples were obtained.
23749954,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not mention from which years the sequenced samples were obtained.
23749954,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
23749954,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The paper reports sequencing related to the K65R resistance mutation, specifically TAM sites 70, 210, and 219."
23749954,10,What method was used for sequencing?,List,Technical,A PCR-based method was used for sequencing.
23749954,11,What type of samples were sequenced?,List,Technical,Sequenced samples were HIV-1 NL4-3 viruses derived from patient samples.
23749954,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, some sequences were obtained from individuals with virological failure on a treatment regimen."
23749954,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify whether the patients were in a clinical trial.
23749954,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
23749954,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received nucleoside/nucleotide reverse transcriptase inhibitors (N(t)RTIs) before sample sequencing.
23749954,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received tenofovir, didanosine, stavudine, apricitabine, and abacavir before sample sequencing."
24227862,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
24227862,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
24227862,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are listed in Table 1 (specific numbers not provided in the retrieved information).
24227862,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,30 individuals had samples obtained for HIV sequencing.
24227862,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Canada and the United States.
24227862,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 2015 to 2020.
24227862,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
24227862,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes sequenced include the reverse transcriptase (RT) gene.
24227862,10,What method was used for sequencing?,List,Technical,The methods used for sequencing included Sanger sequencing and next-generation sequencing.
24227862,11,What type of samples were sequenced?,List,Technical,The types of samples sequenced included plasma samples and peripheral blood mononuclear cells (PBMCs).
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
24227862,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received by individuals included nucleoside reverse transcriptase inhibitors (NRTIs) and non-nucleoside reverse transcriptase inhibitors (NNRTIs).
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals included lamivudine (3TC), zidovudine (ZDV), efavirenz (EFV), and nevirapine (NVP). This structure and detailed responses should provide a comprehensive overview based on the evidence provided."
25637519,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
25637519,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
25637519,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the paper indicates that sequences have been made publicly available (implied)."
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not provided in the paper.
25637519,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The number of individuals with samples obtained for HIV sequencing is not specified in the paper.
25637519,6,From which countries were the sequenced samples obtained?,List,Demographics,The countries from which the sequenced samples were obtained are not specified in the paper.
25637519,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not specified in the paper.
25637519,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
25637519,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV reverse transcriptase (RT) gene was reported to have been sequenced.
25637519,10,What method was used for sequencing?,List,Technical,The method used for sequencing was DNA sequencing.
25637519,11,What type of samples were sequenced?,List,Technical,The sequenced samples were clinical isolates from patients.
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
25637519,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify if the patients were in a clinical trial.
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received by individuals in the study were NNRTIs and NRTIs.
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals in the study included nevirapine, efavirenz, etravirine, rilpivirine, zidovudine, abacavir sulphate, lamivudine, emtricitabine, and tenofovir disoproxil fumarate."
26246578,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26246578,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26246578,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The evidence does not confirm whether sequences were made publicly available.
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26246578,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify the number of individuals from whom samples were obtained for HIV sequencing.
26246578,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
26246578,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not provide the years from which the sequenced samples were obtained.
26246578,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not explicitly state whether samples were cloned prior to sequencing.
26246578,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not specify which HIV genes were reported to have been sequenced.
26246578,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
26246578,11,What type of samples were sequenced?,List,Technical,The paper does not specify the exact type of samples that were sequenced.
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not explicitly confirm whether sequences were obtained from individuals with virological failure.
26246578,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify the drug classes received by individuals before sample sequencing.
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals in the study before sample sequencing included raltegravir, elvitegravir, and dolutegravir."
26311878,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26311878,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26311878,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not explicitly state if sequences were made publicly available.
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26311878,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify how many individuals had samples obtained for HIV sequencing.
26311878,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Canada (Montréal).
26311878,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
26311878,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26311878,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV gene reported to have been sequenced is the integrase gene.
26311878,10,What method was used for sequencing?,List,Technical,The method used for sequencing was RT-PCR.
26311878,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were primary human cord blood mononuclear cells (CBMCs).
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
26311878,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not report that the patients were in a clinical trial."
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received included integrase strand transfer inhibitors (INSTIs).
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The drugs received included dolutegravir (DTG) and elvitegravir (EVG).
26559830,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples."
26559830,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26559830,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not specify if the sequences were made publicly available.
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26559830,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify the number of individuals.
26559830,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not state from which countries the sequenced samples were obtained.
26559830,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not mention the years from which the sequenced samples were obtained.
26559830,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26559830,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper principally reports on the HIV-2 protease gene.
26559830,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
26559830,11,What type of samples were sequenced?,List,Technical,The paper mentions molecular clones rather than specific sample types.
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not clarify if sequences were obtained from individuals with virological failure.
26559830,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not indicate if the patients were in a clinical trial.
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,The paper does not specify if individuals had previously received ARV drugs.
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drug classes were received before sample sequencing.
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not provide details on which drugs were received before sample sequencing.
27009474,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
27009474,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
27009474,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,KU761565
27009474,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
27009474,6,From which countries were the sequenced samples obtained?,List,Demographics,Not explicitly mentioned (implied U.S.)
27009474,7,From what years were the sequenced samples obtained?,List,Demographics,2014
27009474,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
27009474,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene (implied)
27009474,10,What method was used for sequencing?,List,Technical,Not explicitly mentioned (implied molecular techniques)
27009474,11,What type of samples were sequenced?,List,Technical,Patient samples (implied blood)
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
27009474,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Nucleoside reverse transcriptase inhibitors, integrase strand transfer inhibitors"
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, emtricitabine, elvitegravir, cobicistat Let me know if you need any further assistance!"
27124362,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
27124362,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
27124362,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates were listed in the supplementary material (exact numbers not provided in the evidence).
27124362,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The study involved samples obtained from a specified number of individuals (exact number not provided in the evidence).
27124362,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from patients in various countries (exact countries not provided in the evidence).
27124362,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from unspecified years (exact years not provided in the evidence).
27124362,8,Were samples cloned prior to sequencing?,Boolean,Technical,It is unspecified in the evidence whether samples were cloned prior to sequencing.
27124362,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes sequenced included various resistance mutations (exact genes not specified in the evidence).
27124362,10,What method was used for sequencing?,List,Technical,The method used for sequencing included single-round infection assays.
27124362,11,What type of samples were sequenced?,List,Technical,The samples sequenced were patient-derived HIV-1 isolates.
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
27124362,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received included NNRTIs and NRTIs.
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The specific drugs received included various NNRTIs and other ARV medications (exact drugs not specified in the evidence).
28559249,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
28559249,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
28559249,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not specify if the sequences were made publicly available."
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not specify the GenBank accession numbers for sequenced HIV isolates.
28559249,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not provide information on the number of individuals with samples obtained for HIV sequencing.
28559249,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
28559249,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
28559249,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not specify if samples were cloned prior to sequencing.
28559249,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not specify which HIV genes were reported to have been sequenced.
28559249,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
28559249,11,What type of samples were sequenced?,List,Technical,The sequenced samples were obtained from ART-naive individuals.
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the paper does not report sequences obtained from individuals with virological failure."
28559249,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify if the patients were in a clinical trial.
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"None, as the individuals in the study were ART-naive and had not received antiretroviral drugs."
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"None, as the individuals in the study had not received any antiretroviral drugs prior to sequencing."
29373677,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
29373677,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
29373677,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
29373677,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
29373677,6,From which countries were the sequenced samples obtained?,List,Demographics,Not provided
29373677,7,From what years were the sequenced samples obtained?,List,Demographics,2008 to 2015
29373677,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not provided
29373677,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene
29373677,10,What method was used for sequencing?,List,Technical,Real-time PCR (for quantification)
29373677,11,What type of samples were sequenced?,List,Technical,"Cell cultures (293-T, HeLa-P4, MT4)"
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
29373677,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not provided
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Integrase strand transfer inhibitors (INSTIs), NRTIs"
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Raltegravir, Tenofovir, Emtricitabine"
30053052,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
30053052,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
30053052,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear.
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned.
30053052,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,51 individuals.
30053052,6,From which countries were the sequenced samples obtained?,List,Demographics,Sweden.
30053052,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned.
30053052,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Implied, but unclear."
30053052,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT genes.
30053052,10,What method was used for sequencing?,List,Technical,PCR amplification followed by near full-length sequencing.
30053052,11,What type of samples were sequenced?,List,Technical,Plasma samples.
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
30053052,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned.
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned.
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned. This format ensures each question is adequately addressed using the information provided in the evidence pool.
30803972,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
30803972,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
30803972,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The evidence does not explicitly confirm that the sequences are publicly available.
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
30803972,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify how many individuals had samples obtained for HIV sequencing.
30803972,6,From which countries were the sequenced samples obtained?,List,Demographics,"The paper suggests samples may have been obtained from West Africa, but specific countries are not mentioned."
30803972,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
30803972,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were likely cloned prior to sequencing."
30803972,9,Which HIV genes were reported to have been sequenced?,List,Technical,The integrase gene of HIV-2 was reported to have been sequenced.
30803972,10,What method was used for sequencing?,List,Technical,The paper does not specify the exact method used for sequencing.
30803972,11,What type of samples were sequenced?,List,Technical,The samples sequenced were HIV-2 isolates from ART-naive individuals.
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not specify whether sequences were obtained from individuals with virological failure on a treatment regimen.
30803972,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not confirm whether the patients were in a clinical trial.
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drug classes were received by individuals before sample sequencing.
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals in the study before sample sequencing.
31988104,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
31988104,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
31988104,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are K03455 and AF324493.
31988104,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"The exact number of individuals is not stated, but samples were obtained from multiple patient-derived isolates."
31988104,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
31988104,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
31988104,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
31988104,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Specific HIV genes sequenced are not detailed, but they likely include those affecting drug susceptibility."
31988104,10,What method was used for sequencing?,List,Technical,The specific sequencing method is not detailed in the provided evidence.
31988104,11,What type of samples were sequenced?,List,Technical,The samples sequenced were ART-experienced patient isolates.
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
31988104,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were involved in clinical trials."
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
