PMID,QID,Question,Type,Category,Answer
40431710,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from an individual with virological failure on a treatment regimen."
40431710,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were involved in a clinical trial."
40431710,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40431710,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The drug classes received by individuals in the study before sample sequencing included NRTIs, PIs, NNRTIs, and INSTIs."
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals in the study before sample sequencing included zidovudine (AZT), didanosine (ddI), abacavir (ABC), tenofovir (TDF), and darunavir (DRV), among others."
40431742,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40431742,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40431742,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
40431742,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified in the text.
40431742,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1677 individuals.
40431742,6,From which countries were the sequenced samples obtained?,List,Demographics,Argentina.
40431742,7,From what years were the sequenced samples obtained?,List,Demographics,2017 to 2021.
40431742,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned in the text.
40431742,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease and reverse-transcriptase genes.
40431742,10,What method was used for sequencing?,List,Technical,Applied Biosystems/Hitachi 3500 Genetic Analyzer.
40431742,11,What type of samples were sequenced?,List,Technical,Plasma samples.
40431742,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
40431742,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40431742,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
40431742,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None.
40431742,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None.
40490983,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40490983,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40490983,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences from the paper were made publicly available."
40490983,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
40490983,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,187 individuals had samples obtained for HIV sequencing.
40490983,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Kenya.
40490983,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from 2011 to 2021.
40490983,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, samples were not cloned prior to sequencing."
40490983,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes reported to have been sequenced include protease and reverse transcriptase.
40490983,10,What method was used for sequencing?,List,Technical,Sanger sequencing was used for sequencing.
40490983,11,What type of samples were sequenced?,List,Technical,Plasma HIV-1 RNA samples were sequenced.
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40490983,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received NRTI and NNRTI classes before sample sequencing.
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received atazanavir/ritonavir and lopinavir/ritonavir, among others, before sample sequencing."
40573423,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40573423,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40573423,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences can be made available upon request."
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not specify GenBank accession numbers for sequenced HIV isolates.
40573423,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 487 individuals for HIV sequencing.
40573423,6,From which countries were the sequenced samples obtained?,List,Demographics,"Samples were obtained from Korea, Asia, and the Americas."
40573423,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from 2021 to 2024.
40573423,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the paper does not mention cloning of samples prior to sequencing."
40573423,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes reported to have been sequenced include env, gag, and pol, as well as protease, reverse transcriptase, and integrase."
40573423,10,What method was used for sequencing?,List,Technical,Sanger sequencing was used for sequencing.
40573423,11,What type of samples were sequenced?,List,Technical,Plasma or serum samples were sequenced.
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not confirm sequences obtained from individuals with virological failure.
40573423,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify if patients were in a clinical trial.
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report sequences from individuals who had previously received ARV drugs."
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify drug classes received by individuals before sample sequencing.
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals before sample sequencing.
40596906,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
40596906,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40596906,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PV526713-PV526742
40596906,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,15 individuals
40596906,6,From which countries were the sequenced samples obtained?,List,Demographics,Brazil (Maranhão and Pernambuco)
40596906,7,From what years were the sequenced samples obtained?,List,Demographics,Samples collected through 2023
40596906,8,Were samples cloned prior to sequencing?,Boolean,Technical,No information available
40596906,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV pol region (protease/reverse transcriptase)
40596906,10,What method was used for sequencing?,List,Technical,ViroSeq Genotyping System
40596906,11,What type of samples were sequenced?,List,Technical,Samples from mothers and children
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
40596906,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No information available
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine (ZDV), lamivudine (3TC), nevirapine (NVP), lopinavir/ritonavir, efavirenz (EFV) This structured approach addresses all questions using the provided evidence. Let me know if you need further assistance!"
40713598,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples. plaintext"
40713598,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data. plaintext"
40713598,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available. plaintext"
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not provided in the retrieved evidence. plaintext
40713598,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"Samples were obtained from 96 individuals, with 20 successfully sequenced. plaintext"
40713598,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Ghana. plaintext
40713598,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not specified in the retrieved evidence. plaintext
40713598,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the samples were not cloned prior to sequencing; they were amplified through PCR. plaintext"
40713598,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes reported to have been sequenced are the protease (PR) and reverse transcriptase (RT) regions of the HIV-1 pol gene. plaintext
40713598,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS) on the Illumina MiSeq platform was used for sequencing. plaintext
40713598,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were plasma samples containing HIV RNA. plaintext
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen. plaintext"
40713598,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The evidence does not indicate whether the patients were in a clinical trial. plaintext
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs. plaintext"
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received by individuals in the study were NNRTIs and NRTIs. plaintext
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The drugs received by individuals included Lamivudine (linked to M184I/V mutations) and NNRTIs (linked to K103N mutations).
40763144,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40763144,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40763144,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported in the evidence.
40763144,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,295 individuals.
40763144,6,From which countries were the sequenced samples obtained?,List,Demographics,Uganda.
40763144,7,From what years were the sequenced samples obtained?,List,Demographics,2021-2023.
40763144,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported in the evidence.
40763144,9,Which HIV genes were reported to have been sequenced?,List,Technical,"NRTI genes, specifically M184V and NNRTI genes including K103N."
40763144,10,What method was used for sequencing?,List,Technical,Sanger sequencing and Next generation sequencing.
40763144,11,What type of samples were sequenced?,List,Technical,Plasma and dried blood spot (DBS).
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40763144,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, PIs, and INSTIs."
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"ABC, 3TC, AZT, TDF, DTG, ATV, LPV."
40779404,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
40779404,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40779404,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
40779404,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2028
40779404,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
40779404,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
40779404,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
40779404,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), Reverse Transcriptase (RT), Integrase (IN)"
40779404,10,What method was used for sequencing?,List,Technical,NGS (Next Generation Sequencing)
40779404,11,What type of samples were sequenced?,List,Technical,Whole blood samples
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
40779404,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (TFV), INSTIs, NNRTIs, PIs"
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,TFV (Tenofovir Alafenamide); other specific drugs are not listed.
40839365,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40839365,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
40839365,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not specify whether sequences were made publicly available.
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
40839365,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 1035 individuals for HIV sequencing.
40839365,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Malawi.
40839365,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained between July 2022 and February 2023.
40839365,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not specify whether samples were cloned prior to sequencing.
40839365,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes sequenced were protease, reverse transcriptase, and integrase."
40839365,10,What method was used for sequencing?,List,Technical,The sequencing method used was the HIV-1 Genotyping kit with Integrase and the 3500XL Genetic Analyzers.
40839365,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were whole venous blood samples.
40839365,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40839365,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not indicate whether the patients were in a clinical trial.
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The individuals in the study had received drugs from the NNRTIs, NRTIs, and INSTIs drug classes before sample sequencing."
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received medications including abacavir, emtricitabine, lamivudine, cabotegravir, and DTG before sample sequencing."
40857111,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40857111,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40857111,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No definitive evidence was provided regarding the public availability of the sequences.
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not report any GenBank accession numbers for sequenced HIV isolates.
40857111,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 208 individuals.
40857111,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
40857111,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not report the years from which the sequenced samples were obtained.
40857111,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not mention whether samples were cloned prior to sequencing.
40857111,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequenced HIV genes included protease (PR), reverse transcriptase (RT), and integrase (IN)."
40857111,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
40857111,11,What type of samples were sequenced?,List,Technical,"The samples sequenced were from participants undergoing HIV sequencing, implied to be blood samples."
40857111,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40857111,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
40857111,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40857111,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The drug classes received included nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs), non-nucleoside reverse transcriptase inhibitors (NNRTIs), and protease inhibitors (PIs)."
40857111,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received included Bictegravir, Emtricitabine, Tenofovir Alafenamide (B/F/TAF), and Dolutegravir plus Emtricitabine/Tenofovir Disoproxil Fumarate (DTG+F/TDF). Feel free to let me know if you need more information or further clarification on any of the answers!"
40872801,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40872801,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
40872801,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences can be made available upon request."
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The specific GenBank accession numbers for sequenced HIV isolates are not provided.
40872801,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,A total of 9685 individuals had samples obtained for HIV sequencing.
40872801,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Tanzania.
40872801,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from years 2004 to 2024.
40872801,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the summary does not mention that samples were cloned prior to sequencing."
40872801,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes sequenced included those associated with NRTIs, NNRTIs, PIs, and INSTIs."
40872801,10,What method was used for sequencing?,List,Technical,The specific method used for sequencing is not detailed in the paper.
40872801,11,What type of samples were sequenced?,List,Technical,The samples sequenced included those from children and adults.
40872801,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40872801,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The drug classes received included NRTIs, NNRTIs, PIs, and INSTIs."
40872801,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The specific drugs received by individuals in the study are not detailed in the paper.
40938120,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40938120,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
40938120,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PX133190-PX134237.
40938120,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"1,260 individuals."
40938120,6,From which countries were the sequenced samples obtained?,List,Demographics,China.
40938120,7,From what years were the sequenced samples obtained?,List,Demographics,2019 to 2022.
40938120,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
40938120,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The pol gene, including the protease (PR) and reverse transcriptase (RT) genes."
40938120,10,What method was used for sequencing?,List,Technical,Applied Biosystems 3730XL Genetic Analyzer.
40938120,11,What type of samples were sequenced?,List,Technical,Venous blood samples.
40938120,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
40938120,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and PIs."
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Abacavir (ABC), zidovudine (AZT), emtricitabine (FTC), lamivudine (3TC), tenofovir (TDF), stavudine (D4T), didanosine (DDI), doravirine (DOR), efavirenz (EFV), etravirine (ETR), nevirapine (NVP), and rilpivirine (RPV) among others."
40938996,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples. ### Question 2"
40938996,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data. ### Question 3"
40938996,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The evidence does not explicitly confirm if the sequences were made publicly available. ### Question 4
40938996,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not mentioned in the paper. ### Question 5
40938996,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The number of individuals with samples obtained for HIV sequencing is not specified in the paper. ### Question 6
40938996,6,From which countries were the sequenced samples obtained?,List,Demographics,The countries from which the sequenced samples were obtained are not mentioned in the paper. ### Question 7
40938996,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not specified in the paper. ### Question 8
40938996,8,Were samples cloned prior to sequencing?,Boolean,Technical,The evidence does not specify whether samples were cloned prior to sequencing. ### Question 9
40938996,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes reported to have been sequenced are Gag-Pol and Env-Nef. ### Question 10
40938996,10,What method was used for sequencing?,List,Technical,The methods used for sequencing were Sanger and Oxford Nanopore methods. ### Question 11
40938996,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were peripheral blood mononuclear cells (PBMCs). ### Question 12
40938996,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, it can be inferred that sequences were obtained from individuals with virological failure on a treatment regimen. ### Question 13"
40938996,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The evidence does not specify whether the patients were in a clinical trial. ### Question 14
40938996,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs. ### Question 15"
40938996,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug class received by individuals before sample sequencing includes integrase strand transfer inhibitors (INSTIs). ### Question 16
40938996,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The drugs received by individuals in the study before sample sequencing likely include dolutegravir (DTG) and other integrase strand transfer inhibitors (INSTIs). This structured approach ensures clarity and a systematic way of deriving answers from the evidence provided.
40965168,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40965168,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40965168,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The evidence does not provide explicit confirmation that the sequences were made publicly available.
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide specific GenBank accession numbers for sequenced HIV isolates.
40965168,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 24 individuals.
40965168,6,From which countries were the sequenced samples obtained?,List,Demographics,The evidence does not specify from which countries the sequenced samples were obtained.
