PMID,QID,Question,Type,Category,Answer
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
26311878,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,EVG-based therapies.
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,EVG.
26559830,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
26559830,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
26559830,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
26559830,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
26559830,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
26559830,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
26559830,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
26559830,9,Which HIV genes were reported to have been sequenced?,List,Technical,The entire genome
26559830,10,What method was used for sequencing?,List,Technical,Not available
26559830,11,What type of samples were sequenced?,List,Technical,Molecular clones
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
26559830,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
27009474,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
27009474,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
27009474,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The passage does not provide the specific GenBank accession numbers for the sequenced HIV isolates.
27009474,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,At least one individual had a sample obtained for HIV sequencing.
27009474,6,From which countries were the sequenced samples obtained?,List,Demographics,The passage does not provide information about the country of origin of the sequenced samples.
27009474,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained in 2014.
27009474,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
27009474,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes reported to have been sequenced include the nucleoside reverse transcriptase inhibitor, non-nucleoside reverse transcriptase inhibitor, and protease inhibitor genes."
27009474,10,What method was used for sequencing?,List,Technical,The passage does not provide information about the method used for sequencing.
27009474,11,What type of samples were sequenced?,List,Technical,The type of sample sequenced was a plasma sample.
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
27009474,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The passage does not provide information about whether the patients were in a clinical trial.
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The drug classes received by individuals in the study before sample sequencing include nucleoside reverse transcriptase inhibitors, non-nucleoside reverse transcriptase inhibitors, protease inhibitors, and integrase strand transfer inhibitors."
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals in the study before sample sequencing include zidovudine, tenofovir, emtricitabine, elvitegravir, cobicistat, and darunavir."
27124362,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
27124362,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
27124362,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
27124362,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
27124362,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
27124362,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
27124362,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
27124362,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT.
27124362,10,What method was used for sequencing?,List,Technical,Cell culture-based method.
27124362,11,What type of samples were sequenced?,List,Technical,Viral cultures.
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
27124362,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs and NRTIs.
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"RPV, 3TC, and FTC."
28559249,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
28559249,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
28559249,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the passage does not mention that the sequences were made publicly available."
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
28559249,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
28559249,6,From which countries were the sequenced samples obtained?,List,Demographics,Senegal.
28559249,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
28559249,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
28559249,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT.
28559249,10,What method was used for sequencing?,List,Technical,Molecular modeling.
28559249,11,What type of samples were sequenced?,List,Technical,Patient samples.
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, some sequences were obtained from individuals with virological failure on a treatment regimen."
28559249,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs.
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"AZT, lamivudine (3TC), and ritonavir-boosted lopinavir."
29373677,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
29373677,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
29373677,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the passage does not mention whether the sequences were made publicly available."
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
29373677,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1.
29373677,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
29373677,7,From what years were the sequenced samples obtained?,List,Demographics,2008-2015.
29373677,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
29373677,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase.
29373677,10,What method was used for sequencing?,List,Technical,Not available.
29373677,11,What type of samples were sequenced?,List,Technical,DNA.
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
29373677,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTIs.
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Raltegravir and dolutegravir.
30053052,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
30053052,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
30053052,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned.
30053052,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,51.
30053052,6,From which countries were the sequenced samples obtained?,List,Demographics,Sweden.
30053052,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned.
30053052,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
30053052,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not mentioned.
30053052,10,What method was used for sequencing?,List,Technical,Not mentioned.
30053052,11,What type of samples were sequenced?,List,Technical,Plasma samples.
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
30053052,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned.
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned.
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned.
30803972,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples, but it implies that the isolates used in the study were obtained from patient samples."
30803972,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
30803972,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention making sequences publicly available."
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
30803972,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
30803972,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
30803972,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
30803972,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
30803972,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available.
30803972,10,What method was used for sequencing?,List,Technical,Not available.
30803972,11,What type of samples were sequenced?,List,Technical,HIV-2 isolates from patient samples.
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the paper does not mention sequences obtained from individuals with virological failure."
30803972,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not mention a clinical trial."
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
31988104,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"The paper reports HIV sequences from patient samples, but it does not explicitly state that the sequences were obtained from patient samples."
31988104,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
31988104,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences from the paper were made publicly available."
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are K03455 and AF324493.
31988104,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The number of individuals with samples obtained for HIV sequencing is not explicitly stated in the paper.
31988104,6,From which countries were the sequenced samples obtained?,List,Demographics,The country of origin for the sequenced samples is not mentioned in the paper.
31988104,7,From what years were the sequenced samples obtained?,List,Demographics,The year of sample collection is not mentioned in the paper.
31988104,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
31988104,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV RT and pol genes were reported to have been sequenced.
31988104,10,What method was used for sequencing?,List,Technical,The methods used for sequencing were site-directed mutagenesis (SDM) and PCR.
31988104,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were patient-derived isolates.
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
31988104,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not mention whether the patients were in a clinical trial.
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
31988104,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received by individuals in the study before sample sequencing were not explicitly stated in the paper.
31988104,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The drugs received by individuals in the study before sample sequencing were TAF and TFV.
32601157,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples."
32601157,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
32601157,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not explicitly state that the sequences were made publicly available."
32601157,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
32601157,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
32601157,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
32601157,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
32601157,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
32601157,9,Which HIV genes were reported to have been sequenced?,List,Technical,The IN gene was reported to have been sequenced.
32601157,10,What method was used for sequencing?,List,Technical,DNA sequencing was used for sequencing.
32601157,11,What type of samples were sequenced?,List,Technical,DNA samples were sequenced.
32601157,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available.
32601157,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
32601157,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available.
32601157,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
32601157,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available. Here are the answers in the requested format:
33855437,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
33855437,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
33855437,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
33855437,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MW484894, MW484895, MW484893, DQ380549"
33855437,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,6
33855437,6,From which countries were the sequenced samples obtained?,List,Demographics,Canada
33855437,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified
33855437,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
33855437,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
33855437,10,What method was used for sequencing?,List,Technical,Not specified
33855437,11,What type of samples were sequenced?,List,Technical,Clinical isolates
33855437,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
33855437,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
33855437,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
33855437,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
33855437,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
34516245,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No.
34516245,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
34516245,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
34516245,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OK263149 to OK263162.
34516245,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified.
34516245,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
34516245,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
34516245,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
34516245,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase.
