PMID,QID,Question,Type,Category,Answer
24227862,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified in the paper.
24227862,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified in the paper.
24227862,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified in the paper.
24227862,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
24227862,9,Which HIV genes were reported to have been sequenced?,List,Technical,Primarily the HIV-1 reverse transcriptase (RT) gene.
24227862,10,What method was used for sequencing?,List,Technical,Not explicitly stated in the paper.
24227862,11,What type of samples were sequenced?,List,Technical,Recombinant HIV-1 clones.
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Likely, but not specifically stated in the paper."
24227862,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Likely, but not explicitly stated in the paper."
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports sequences from individuals who had previously received ARV drugs."
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs.
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Nevirapine (NVP) and efavirenz (EFV).
25637519,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
25637519,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
25637519,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences are implied to be publicly available through the Stanford HIV Drug Resistance Database."
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not mention specific GenBank accession numbers for sequenced HIV isolates.
25637519,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify the number of individuals who had samples obtained for HIV sequencing.
25637519,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not provide information about the countries from which the sequenced samples were obtained.
25637519,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not indicate the years from which the sequenced samples were obtained.
25637519,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
25637519,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV reverse transcriptase (RT) gene was reported to have been sequenced.
25637519,10,What method was used for sequencing?,List,Technical,DNA sequencing was used for sequencing.
25637519,11,What type of samples were sequenced?,List,Technical,Serum samples from patients with HIV-1 infections were sequenced.
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
25637519,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify whether the patients in the study were in a clinical trial.
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals received NNRTI and NRTI drug classes before sample sequencing.
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received included nevirapine, efavirenz, and zidovudine."
26246578,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26246578,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26246578,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"It is implied that the sequences are likely made publicly available, but no explicit statement confirms this."
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26246578,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,At least six individuals had samples obtained for HIV sequencing.
26246578,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
26246578,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
26246578,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26246578,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not report which HIV genes were sequenced.
26246578,10,What method was used for sequencing?,List,Technical,The specific method used for sequencing is not detailed in the paper.
26246578,11,What type of samples were sequenced?,List,Technical,The samples sequenced were HIV-1 viral clones.
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
26246578,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were part of a clinical trial."
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received integrase inhibitors (RAL/EVG) among other drug classes.
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received raltegravir (RAL) and elvitegravir (EVG) before sample sequencing.
26311878,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26311878,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26311878,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information is provided regarding whether the sequences are made publicly available.
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not provided in the evidence.
26311878,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The number of individuals with samples obtained for HIV sequencing is not specified in the evidence.
26311878,6,From which countries were the sequenced samples obtained?,List,Demographics,The countries from which the sequenced samples were obtained are not specified in the evidence.
26311878,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not specified in the evidence.
26311878,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26311878,9,Which HIV genes were reported to have been sequenced?,List,Technical,The specific HIV genes that were sequenced are not detailed in the evidence.
26311878,10,What method was used for sequencing?,List,Technical,PCR was used for sequencing.
26311878,11,What type of samples were sequenced?,List,Technical,Primary human cord blood mononuclear cells (CBMCs) were sequenced.
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
26311878,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,There is no indication that the patients in the study were in a clinical trial.
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTIs were received by individuals in the study before sample sequencing.
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The drugs received by individuals in the study before sample sequencing included DTG and RAL.
26559830,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences obtained from molecular clones of HIV-2."
26559830,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26559830,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The availability of sequences is unclear; only mutagenic primer sequences are noted as being available upon request.
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26559830,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"The paper does not report the number of individuals, as it used molecular clones instead of patient samples."
26559830,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify from which countries the sequenced samples were obtained.
26559830,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not provide information about the years from which the sequenced samples were obtained.
26559830,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
26559830,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The paper reports sequencing the entire genome of the HIV-2 molecular clone, without specifying individual genes."
26559830,10,What method was used for sequencing?,List,Technical,The sequencing method involved the use of site-directed mutagenesis and subsequent sequencing of the molecular constructs.
26559830,11,What type of samples were sequenced?,List,Technical,The samples sequenced were molecular clones of HIV-2.
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not report any sequences obtained from individuals with virological failure on a treatment regimen.
26559830,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not state that the patients in the study were involved in a clinical trial.
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,The paper does not clearly report if the HIV sequences are from individuals who had previously received ARV drugs.
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The paper mentions protease inhibitors as a treatment, but does not specify all drug classes received by individuals."
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs reported to have been received include amprenavir, atazanavir, and darunavir."
27009474,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
27009474,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
27009474,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified.
27009474,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1 individual.
27009474,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
27009474,7,From what years were the sequenced samples obtained?,List,Demographics,2014.
27009474,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
27009474,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene.
27009474,10,What method was used for sequencing?,List,Technical,Not specified.
27009474,11,What type of samples were sequenced?,List,Technical,Patient samples.
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
27009474,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified.
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"INSTIs, NRTIs, NNRTIs."
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, emtricitabine, elvitegravir, cobicistat."
27124362,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
27124362,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
27124362,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
27124362,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not provided
27124362,6,From which countries were the sequenced samples obtained?,List,Demographics,Not provided
27124362,7,From what years were the sequenced samples obtained?,List,Demographics,Not provided
27124362,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not provided
27124362,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not provided
27124362,10,What method was used for sequencing?,List,Technical,Not provided
27124362,11,What type of samples were sequenced?,List,Technical,Not provided
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
27124362,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not provided
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not provided
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not provided
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not provided This format captures all questions and related evidence while maintaining clarity in discussing rationale and answers.
28559249,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
28559249,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
28559249,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not explicitly state whether sequences were made publicly available.
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not mentioned in the paper.
28559249,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The number of individuals with samples obtained for HIV sequencing is not stated in the paper.
28559249,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were likely obtained from countries in West Africa.
28559249,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not mentioned in the paper.
28559249,8,Were samples cloned prior to sequencing?,Boolean,Technical,The evidence does not indicate whether samples were cloned prior to sequencing.
28559249,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV reverse transcriptase (RT) gene was reported to have been sequenced.
28559249,10,What method was used for sequencing?,List,Technical,The specific method used for sequencing is not detailed in the paper.
28559249,11,What type of samples were sequenced?,List,Technical,HIV-1 and HIV-2 strains obtained from ART-naive individuals were sequenced.
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No sequences were obtained from individuals with virological failure on a treatment regimen, as the focus was on ART-naive individuals."
28559249,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not state if the patients were in a clinical trial.
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received NRTIs (AZT, 3TC) and a protease inhibitor (ritonavir-boosted lopinavir)."
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received AZT, lamivudine (3TC), and ritonavir-boosted lopinavir. This completes the structured answers for all questions provided."
29373677,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
29373677,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
29373677,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not report specific GenBank accession numbers for the sequenced HIV isolates.
29373677,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper reports samples obtained from one individual for HIV sequencing.
29373677,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
29373677,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained between the years 2008 and 2015.
29373677,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not provide information on whether samples were cloned prior to sequencing.
29373677,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper reports that the integrase gene was sequenced.
29373677,10,What method was used for sequencing?,List,Technical,The paper used genotypic analysis methods for sequencing.
29373677,11,What type of samples were sequenced?,List,Technical,The types of samples sequenced included PBMCs and plasma RNA.
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
29373677,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not explicitly state if the patients were in a clinical trial.
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study received INSTIs (integrase strand transfer inhibitors) and NRTIs (nucleoside reverse transcriptase inhibitors).
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals before sample sequencing included raltegravir, tenofovir, and emtricitabine (Truvada)."
30053052,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
30053052,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
30053052,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not explicitly mention whether the sequences were made publicly available.
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are not provided in the paper.
30053052,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 51 individuals in total (42 therapy naive and 9 with treatment failure).
30053052,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Sweden.
30053052,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the sequenced samples were obtained are not specified in the paper.
30053052,8,Were samples cloned prior to sequencing?,Boolean,Technical,The evidence does not explicitly confirm whether samples were cloned prior to sequencing.
30053052,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequenced HIV genes include RT-related regions, as indicated by reported mutations like K103R and K101Q."
30053052,10,What method was used for sequencing?,List,Technical,The method used for sequencing involved PCR amplification followed by transient transfection into 293 T cells.
30053052,11,What type of samples were sequenced?,List,Technical,Plasma samples from patients were sequenced.
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
30053052,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not specify if the patients were in a clinical trial.
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study had received NRTI and NNRTI drug classes before sample sequencing.
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received NRTIs and zidovudine before sample sequencing.
30803972,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
30803972,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
30803972,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Not clearly indicated
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
30803972,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified
30803972,6,From which countries were the sequenced samples obtained?,List,Demographics,West Africa
30803972,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified
30803972,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not specified
30803972,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
30803972,10,What method was used for sequencing?,List,Technical,Not specified
30803972,11,What type of samples were sequenced?,List,Technical,HIV-2 isolates from ART-naive individuals
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
30803972,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
31988104,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
31988104,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
31988104,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are K03455 and AF324493.
31988104,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper involves samples from 68 individuals.
31988104,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
31988104,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
31988104,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
31988104,9,Which HIV genes were reported to have been sequenced?,List,Technical,The gene reported to have been sequenced includes the reverse transcriptase gene (RT).
31988104,10,What method was used for sequencing?,List,Technical,The method used for sequencing involves a single-cycle phenotypic assay in MT-2 cells.
31988104,11,What type of samples were sequenced?,List,Technical,The types of samples sequenced include site-directed mutants and patient-derived isolates.
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
