PMID,QID,Question,Type,Category,Answer
40431710,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40431710,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
40431710,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
40431710,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,One
40431710,6,From which countries were the sequenced samples obtained?,List,Demographics,Switzerland
40431710,7,From what years were the sequenced samples obtained?,List,Demographics,2022
40431710,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
40431710,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease and reverse transcriptase (implied)
40431710,10,What method was used for sequencing?,List,Technical,Next generation sequencing
40431710,11,What type of samples were sequenced?,List,Technical,Peripheral blood mononuclear cells (PBMCs) and plasma
40431710,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
40431710,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
40431710,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40431710,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, PIs"
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine (AZT), ritonavir (RTV), doravirine (DOR)"
40431742,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40431742,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40431742,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not indicate whether the sequences were made publicly available.
40431742,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not report the GenBank accession numbers for sequenced HIV isolates.
40431742,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1677 individuals had samples obtained for HIV sequencing.
40431742,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Argentina.
40431742,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 2017 to 2021.
40431742,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not indicate that samples were cloned prior to sequencing.
40431742,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequel of the HIV-1 pol gene was reported to have been sequenced, covering the protease and reverse transcriptase regions."
40431742,10,What method was used for sequencing?,List,Technical,The method used for sequencing was PCR amplification followed by analysis on an Applied Biosystems/Hitachi 3500 Genetic Analyzer.
40431742,11,What type of samples were sequenced?,List,Technical,The type of samples that were sequenced were plasma samples.
40431742,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the study did not obtain sequences from individuals with virological failure on a treatment regimen."
40431742,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
40431742,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
40431742,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study had not received any drug classes before sample sequencing.
40431742,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study did not receive any drugs before sample sequencing.
40490983,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40490983,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40490983,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, some sequences were made publicly available."
40490983,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified in the evidence provided.
40490983,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,187 individuals.
40490983,6,From which countries were the sequenced samples obtained?,List,Demographics,Kenya.
40490983,7,From what years were the sequenced samples obtained?,List,Demographics,2011 to 2021.
40490983,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not specified in the evidence provided.
40490983,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease and reverse transcriptase genes.
40490983,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
40490983,11,What type of samples were sequenced?,List,Technical,Plasma HIV-1 RNA samples.
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40490983,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, as participants likely received other ARV drugs."
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Protease inhibitors (atalazanavir/ritonavir and lopinavir/ritonavir).
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Atazanavir/ritonavir and lopinavir/ritonavir.
40573423,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
40573423,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40573423,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided in the paper
40573423,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,487 individuals
40573423,6,From which countries were the sequenced samples obtained?,List,Demographics,Korea and various non-Korean origins
40573423,7,From what years were the sequenced samples obtained?,List,Demographics,2021 to 2024
40573423,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
40573423,9,Which HIV genes were reported to have been sequenced?,List,Technical,"env, gag, pol, protease, reverse transcriptase, integrase"
40573423,10,What method was used for sequencing?,List,Technical,Sanger sequencing
40573423,11,What type of samples were sequenced?,List,Technical,Plasma or serum samples
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
40573423,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
40596906,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40596906,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40596906,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers are PV526713-PV526742.
40596906,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 30 individuals (15 mother-child pairs).
40596906,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Brazil.
40596906,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from 2007 to 2022.
40596906,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, there is no evidence that samples were cloned prior to sequencing."
40596906,9,Which HIV genes were reported to have been sequenced?,List,Technical,The sequenced HIV genes include the protease and reverse transcriptase (HIV pol region).
40596906,10,What method was used for sequencing?,List,Technical,The method used for sequencing was the ViroSeq Genotyping System.
40596906,11,What type of samples were sequenced?,List,Technical,The samples sequenced were from mother-child pairs diagnosed with HIV-1 infections.
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure."
40596906,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, there is no evidence indicating that the patients in the study were part of a clinical trial."
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received included NRTIs and NNRTIs.
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received included zidovudine (ZDV), lamivudine (3TC), nevirapine (NVP), lopinavir/ritonavir, and efavirenz (EFV)."
40713598,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
40713598,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40713598,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information available
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
40713598,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,20 individuals
40713598,6,From which countries were the sequenced samples obtained?,List,Demographics,Ghana
40713598,7,From what years were the sequenced samples obtained?,List,Demographics,Not provided
40713598,8,Were samples cloned prior to sequencing?,Boolean,Technical,No indication of cloning
40713598,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 pol gene (protease and reverse transcriptase regions)
40713598,10,What method was used for sequencing?,List,Technical,Next-generation sequencing on the Illumina MiSeq platform
40713598,11,What type of samples were sequenced?,List,Technical,Plasma samples
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
40713598,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No information available
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs and NRTIs
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Nevirapine and efavirenz
40763144,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40763144,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40763144,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, sequences were not made publicly available."
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not specify GenBank accession numbers for sequenced HIV isolates.
40763144,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 295 individuals.
40763144,6,From which countries were the sequenced samples obtained?,List,Demographics,Samples were obtained from Uganda.
40763144,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 2021 to 2023.
40763144,8,Were samples cloned prior to sequencing?,Boolean,Technical,The evidence does not mention that samples were cloned prior to sequencing.
40763144,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes related to NNRTI mutations were sequenced, specifically K103N/S and G190A/S/E."
40763144,10,What method was used for sequencing?,List,Technical,Both Sanger sequencing and Next Generation Sequencing methods were used.
40763144,11,What type of samples were sequenced?,List,Technical,Plasma and dried blood spot (DBS) samples were sequenced.
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure."
40763144,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Individuals in the study received NNRTI and NRTI drug classes before sample sequencing.
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The individuals received Etravirine and Dolutegravir before sample sequencing.
40779404,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40779404,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40779404,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear.
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided.
40779404,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2028 individuals.
40779404,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
40779404,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
40779404,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
40779404,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), reverse transcriptase (RT), integrase (IN)."
40779404,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS).
40779404,11,What type of samples were sequenced?,List,Technical,Whole blood samples.
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not specified.
40779404,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (TFV), INSTIs, NNRTIs, and PIs."
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir (TFV), various INSTIs, NNRTIs, and protease inhibitors."
40839365,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40839365,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40839365,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information provided.
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40839365,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1035 individuals.
40839365,6,From which countries were the sequenced samples obtained?,List,Demographics,Malawi.
40839365,7,From what years were the sequenced samples obtained?,List,Demographics,2022 to 2023.
40839365,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned.
40839365,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase."
40839365,10,What method was used for sequencing?,List,Technical,HIV-1 Genotyping kit with Integrase and the 3500XL Genetic Analyzers.
40839365,11,What type of samples were sequenced?,List,Technical,Whole venous blood samples.
40839365,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40839365,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs.
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified in the evidence. This format follows your instructions for extracting and processing details from the evidence and makes use of the available passages effectively to answer each question.
40857111,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples. plaintext"
40857111,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data. plaintext"
40857111,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not specify if sequences were made publicly available. plaintext"
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates. plaintext
40857111,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 22 individuals for HIV sequencing. plaintext
40857111,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify which countries the sequenced samples were obtained from. plaintext
40857111,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained. plaintext
40857111,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not state if samples were cloned prior to sequencing. plaintext
40857111,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequenced HIV genes reported are protease (PR), reverse transcriptase (RT), and integrase (IN). plaintext"
40857111,10,What method was used for sequencing?,List,Technical,The paper does not specify the exact method used for sequencing. plaintext
40857111,11,What type of samples were sequenced?,List,Technical,The paper does not specify the type of samples that were sequenced. plaintext
40857111,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen. plaintext"
40857111,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial. plaintext"
40857111,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs. plaintext"
40857111,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drug classes were received by individuals in the study before sample sequencing. plaintext
40857111,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals in the study before sample sequencing.
40872801,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40872801,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40872801,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences were made available upon request."
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
40872801,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 9685 individuals for HIV sequencing.
40872801,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from Tanzania.
40872801,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 2004 to 2024.
40872801,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not indicate whether samples were cloned prior to sequencing.
40872801,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequenced HIV genes include those associated with NNRTI resistance, likely involving the reverse transcriptase gene."
40872801,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
40872801,11,What type of samples were sequenced?,List,Technical,The types of samples sequenced were patient-derived HIV samples.
40872801,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40872801,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, some patients in the study were in a clinical trial."
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports sequences from individuals who had previously received ARV drugs."
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received included NRTIs and NNRTIs.
40872801,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received included 3TC, FTC, Etravirine (ETR), and Rilpivirine (RPV)."
40938120,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40938120,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40938120,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PX133190-PX134237.
40938120,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"1,260 individuals."
40938120,6,From which countries were the sequenced samples obtained?,List,Demographics,China.
40938120,7,From what years were the sequenced samples obtained?,List,Demographics,2019 to 2022.
40938120,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not explicitly stated.
40938120,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease (PR) and reverse transcriptase (RT) genes.
40938120,10,What method was used for sequencing?,List,Technical,Applied Biosystems 3730XL Genetic Analyzer.
40938120,11,What type of samples were sequenced?,List,Technical,Venous blood samples.
40938120,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not determined.
40938120,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Cannot confirm.
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None (ART-naive).
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None (ART-naive).
40938996,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
40938996,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
40938996,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
40938996,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
40938996,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified
40938996,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified
40938996,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified
40938996,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
40938996,9,Which HIV genes were reported to have been sequenced?,List,Technical,Gag-Pol and Env-Nef coding regions
40938996,10,What method was used for sequencing?,List,Technical,Sanger and Oxford Nanopore methods
40938996,11,What type of samples were sequenced?,List,Technical,Peripheral blood mononuclear cells (PBMCs)
40938996,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
40938996,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
40938996,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40938996,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand transfer inhibitors (INSTIs)
40938996,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Dolutegravir (DTG)
40965168,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40965168,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40965168,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The evidence does not confirm whether the sequences were made publicly available.
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
40965168,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 24 individuals for HIV sequencing.
40965168,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
40965168,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not provide the years from which the sequenced samples were obtained.
40965168,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
40965168,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV-1 gag-protease gene was reported to have been sequenced.
40965168,10,What method was used for sequencing?,List,Technical,The method used for sequencing involved PCR amplification followed by cloning into a plasmid vector.
40965168,11,What type of samples were sequenced?,List,Technical,The sequenced samples were patient plasma samples.
40965168,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
40965168,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in clinical trials."
40965168,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
40965168,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The participants had not received treatment from the capsid inhibitor class before sample sequencing.
40965168,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals before sample sequencing.
40974886,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40974886,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40974886,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not explicitly report whether the sequences were made publicly available.
40974886,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
40974886,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,241 individuals had samples obtained for HIV sequencing.
40974886,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
40974886,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 1997 to 2019.
40974886,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not specify whether samples were cloned prior to sequencing.
40974886,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The sequenced HIV genes were protease (PR), reverse transcriptase (RT), and integrase (IN)."
40974886,10,What method was used for sequencing?,List,Technical,The methods used for sequencing included Sanger sequencing and next-generation sequencing.
40974886,11,What type of samples were sequenced?,List,Technical,The samples sequenced were whole blood samples.
40974886,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not specify whether sequences were obtained from individuals with virological failure on a treatment regimen.
40974886,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
