PMID,QID,Question,Type,Category,Answer
40431710,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
40431710,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40431710,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
40431710,6,From which countries were the sequenced samples obtained?,List,Demographics,Switzerland
40431710,7,From what years were the sequenced samples obtained?,List,Demographics,1994-2024
40431710,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40431710,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 protease and reverse transcriptase
40431710,10,What method was used for sequencing?,List,Technical,Next-generation sequencing and phylogenetic analysis
40431710,11,What type of samples were sequenced?,List,Technical,HIV-1 RNA and proviral DNA
40431710,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
40431710,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
40431710,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
40431710,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, PIs, NNRTIs, and INSTIs"
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"AZT, RTV, ddI, ABC, TDF, LPV/r, ETR, ATV/r, RAL, DTG, DRV, TAF, FTC, ELV/c, and BIC"
40431742,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40431742,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40431742,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences from the paper may be made publicly available."
40431742,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40431742,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1677.
40431742,6,From which countries were the sequenced samples obtained?,List,Demographics,Argentina.
40431742,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2021.
40431742,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40431742,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 pol gene.
40431742,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
40431742,11,What type of samples were sequenced?,List,Technical,Plasma samples.
40431742,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available.
40431742,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
40431742,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available.
40431742,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40431742,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40490983,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40490983,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40490983,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40490983,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40490983,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,187.
40490983,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40490983,7,From what years were the sequenced samples obtained?,List,Demographics,2011-2021.
40490983,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40490983,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 RNA.
40490983,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
40490983,11,What type of samples were sequenced?,List,Technical,Plasma HIV-1 RNA.
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40490983,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and PIs."
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF/3TC/ATV/r, AZT/3TC/ATV/r, TDF/3TC/LPV/r, ABC/TDF/3TC/LPV/r, AZT/3TC/LPV/r, ABC/3TC/LPV/r, and other LPV/r-containing regimens."
40573423,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40573423,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40573423,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, it is not explicitly stated that the sequences from the paper were made publicly available."
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40573423,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,487 individuals.
40573423,6,From which countries were the sequenced samples obtained?,List,Demographics,"South Korea, and primarily Asia and the Americas for non-Korean individuals."
40573423,7,From what years were the sequenced samples obtained?,List,Demographics,"2021, 2022, 2023, and 2024."
40573423,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40573423,9,Which HIV genes were reported to have been sequenced?,List,Technical,"env, gag, pol, protease, reverse transcriptase, and integrase genes."
40573423,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
40573423,11,What type of samples were sequenced?,List,Technical,Blood-based samples (plasma or serum).
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
40573423,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40596906,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40596906,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40596906,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PV526713-PV526742.
40596906,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,15.
40596906,6,From which countries were the sequenced samples obtained?,List,Demographics,Brazil.
40596906,7,From what years were the sequenced samples obtained?,List,Demographics,At least 15 years.
40596906,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown.
40596906,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV pol region (protease/reverse transcriptase-PR/RT).
40596906,10,What method was used for sequencing?,List,Technical,ViroSeq Genotyping System.
40596906,11,What type of samples were sequenced?,List,Technical,Patient samples.
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40596906,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown.
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and protease inhibitors."
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine (ZDV), lamivudine (3TC), nevirapine (NVP), lopinavir/ritonavir, and efavirenz (EFV)."
40713598,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40713598,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40713598,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned in the provided passages.
40713598,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,96 individuals had samples obtained for HIV sequencing.
40713598,6,From which countries were the sequenced samples obtained?,List,Demographics,Ghana.
40713598,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned in the provided passages.
40713598,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Not explicitly mentioned, but likely yes."
40713598,9,Which HIV genes were reported to have been sequenced?,List,Technical,"HIV-1 pol gene, which encompasses the protease (PR) and reverse transcriptase (RT) regions."
40713598,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS) on the Illumina MiSeq platform.
40713598,11,What type of samples were sequenced?,List,Technical,Frozen plasma samples.
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40713598,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned in the provided passages.
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Various drug classes, including NNRTIs."
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Various drugs, including efavirenz, nevirapine, zidovudine, and lamivudine."
40763144,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40763144,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
40763144,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40763144,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,295.
40763144,6,From which countries were the sequenced samples obtained?,List,Demographics,Uganda.
40763144,7,From what years were the sequenced samples obtained?,List,Demographics,2021-2023.
40763144,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40763144,9,Which HIV genes were reported to have been sequenced?,List,Technical,NRTI and NNRTI genes.
40763144,10,What method was used for sequencing?,List,Technical,PCR amplification and sequencing (Sanger or Next generation sequencing).
40763144,11,What type of samples were sequenced?,List,Technical,Plasma or dried blood spot (DBS) samples.
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40763144,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Various ART regimens, including NNRTIs, NRTIs, PIs, and INSTIs."
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Various ART drugs, including tenofovir, lamivudine, abacavir, zidovudine, atazanavir, lopinavir, and dolutegravir."
40779404,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40779404,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40779404,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40779404,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2028.
40779404,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40779404,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
40779404,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
40779404,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), Reverse Transcriptase (RT), and Integrase (IN)."
40779404,10,What method was used for sequencing?,List,Technical,Next-Generation Sequencing (NGS).
40779404,11,What type of samples were sequenced?,List,Technical,Whole blood samples.
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
40779404,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"TFV, INSTIs, NNRTIs, and PR inhibitors."
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TFV, INSTIs, NNRTIs, and PR inhibitors."
40839365,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40839365,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
40839365,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40839365,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,212.
40839365,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40839365,7,From what years were the sequenced samples obtained?,List,Demographics,2022-2023.
40839365,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
40839365,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase."
40839365,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
40839365,11,What type of samples were sequenced?,List,Technical,Plasma.
40839365,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40839365,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTI.
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Dolutegravir.
40857111,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40857111,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
40857111,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40857111,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,7.
40857111,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40857111,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
40857111,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40857111,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, and IN."
40857111,10,What method was used for sequencing?,List,Technical,Not available.
40857111,11,What type of samples were sequenced?,List,Technical,Not available.
40857111,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40857111,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
40857111,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40857111,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,ARV drugs.
40857111,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40872801,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40872801,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
40872801,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40872801,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,9685.
40872801,6,From which countries were the sequenced samples obtained?,List,Demographics,Tanzania.
40872801,7,From what years were the sequenced samples obtained?,List,Demographics,2004-2024.
40872801,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
40872801,9,Which HIV genes were reported to have been sequenced?,List,Technical,"HIV-1 subtypes, including subtype C, A1, and D."
40872801,10,What method was used for sequencing?,List,Technical,"Various sequencing methods, including those that used the Stanford University HIV Drug Resistance Database."
40872801,11,What type of samples were sequenced?,List,Technical,HIV-1 samples from patients on ART.
40872801,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
40872801,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, PIs, and INSTIs."
40872801,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Various ARV drugs, such as TDF/TAF, DTG, and others."
40938120,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40938120,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40938120,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for sequenced HIV isolates are PX133190-PX134237.
40938120,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"1,260 individuals had samples obtained for HIV sequencing."
40938120,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from China.
40938120,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from 2019 to 2022.
40938120,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the samples were not cloned prior to sequencing."
40938120,9,Which HIV genes were reported to have been sequenced?,List,Technical,The pol gene was reported to have been sequenced.
40938120,10,What method was used for sequencing?,List,Technical,The sequencing method used was PCR followed by Sanger sequencing using the Applied Biosystems 3730XL Genetic Analyzer.
40938120,11,What type of samples were sequenced?,List,Technical,Plasma samples were sequenced.
40938120,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the sequences were not obtained from individuals with virological failure on a treatment regimen."
40938120,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study had not received any antiretroviral drugs before sample sequencing.
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study had not received any antiretroviral drugs before sample sequencing.
40938996,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not report HIV sequences from patient samples."
40938996,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40938996,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention making sequences publicly available."
40938996,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40938996,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
40938996,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40938996,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
40938996,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
40938996,9,Which HIV genes were reported to have been sequenced?,List,Technical,The Gag-Pol and Env-Nef coding regions.
40938996,10,What method was used for sequencing?,List,Technical,Sanger sequencing and Oxford Nanopore methods.
40938996,11,What type of samples were sequenced?,List,Technical,In vitro-derived samples.
40938996,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the paper does not mention obtaining sequences from individuals with virological failure on a treatment regimen."
40938996,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not mention the patients being in a clinical trial."
40938996,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not mention obtaining sequences from individuals who had previously received ARV drugs."
40938996,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40938996,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
40965168,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
40965168,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
40965168,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40965168,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,24 individuals had samples obtained for HIV sequencing.
40965168,6,From which countries were the sequenced samples obtained?,List,Demographics,The countries from which the samples were obtained are not specified.
40965168,7,From what years were the sequenced samples obtained?,List,Demographics,The years from which the samples were obtained are not specified.
40965168,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
40965168,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV-1 gag-protease gene was reported to have been sequenced.
40965168,10,What method was used for sequencing?,List,Technical,"The method used for sequencing was not specified, but the paper reports that Geneious Prime software was used for sequence analysis."
40965168,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were patient plasma samples.
40965168,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the sequences were not obtained from individuals with virological failure on a treatment regimen."
40965168,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
40965168,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not report HIV sequences from individuals who had previously received ARV drugs."
40965168,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The participants were treatment naive to the capsid inhibitor class.
40965168,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The participants were treatment naive to the capsid inhibitor class.
40974886,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
40974886,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
40974886,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
40974886,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
40974886,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,241.
40974886,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
40974886,7,From what years were the sequenced samples obtained?,List,Demographics,1997-2019.
40974886,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
40974886,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, and IN."
40974886,10,What method was used for sequencing?,List,Technical,GenoSure Archive.
40974886,11,What type of samples were sequenced?,List,Technical,Whole blood.
40974886,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
40974886,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
40974886,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
40974886,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,B/F/TAF and comparator regimens.
40974886,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,B/F/TAF and comparator regimens.
41004608,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
41004608,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
41004608,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
41004608,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
41004608,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1182.
41004608,6,From which countries were the sequenced samples obtained?,List,Demographics,The UK.
41004608,7,From what years were the sequenced samples obtained?,List,Demographics,2015 and later.
41004608,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
41004608,9,Which HIV genes were reported to have been sequenced?,List,Technical,All HIV genes.
41004608,10,What method was used for sequencing?,List,Technical,Sequence capture method and Genomancer.
41004608,11,What type of samples were sequenced?,List,Technical,Blood samples.
41004608,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
41004608,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
41004608,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
41004608,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, and PI."
41004608,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and PIs."
41012586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
41012586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
41012586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
41012586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
41012586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,249.
41012586,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
