PMID,QID,Question,Type,Category,Answer
19104010,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTI drugs were received by individuals in the study before sample sequencing.
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,AZT was received by individuals in the study before sample sequencing.
21115794,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not report HIV sequences from patient samples."
21115794,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
21115794,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention making the HIV sequences publicly available."
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
21115794,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
21115794,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
21115794,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
21115794,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
21115794,9,Which HIV genes were reported to have been sequenced?,List,Technical,The integrase region of HIV.
21115794,10,What method was used for sequencing?,List,Technical,PCR sequencing.
21115794,11,What type of samples were sequenced?,List,Technical,Molecular clone.
21115794,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
21115794,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
23749954,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No.
23749954,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
23749954,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, but possibly yes."
23749954,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
23749954,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
23749954,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
23749954,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
23749954,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
23749954,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available.
23749954,10,What method was used for sequencing?,List,Technical,Not available.
23749954,11,What type of samples were sequenced?,List,Technical,Laboratory-created viruses.
23749954,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
23749954,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
23749954,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
23749954,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
23749954,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
24227862,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No.
24227862,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
24227862,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
24227862,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
24227862,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
24227862,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
24227862,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
24227862,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase (RT).
24227862,10,What method was used for sequencing?,List,Technical,Not available.
24227862,11,What type of samples were sequenced?,List,Technical,Recombinant HIV-1 clones.
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
24227862,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
25637519,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
25637519,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
25637519,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
25637519,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not mentioned
25637519,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
25637519,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
25637519,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
25637519,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT
25637519,10,What method was used for sequencing?,List,Technical,Site-directed mutagenesis
25637519,11,What type of samples were sequenced?,List,Technical,Plasmid DNA
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
25637519,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
26246578,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26246578,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26246578,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, there is no mention of sequences being made publicly available."
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
26246578,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,At least one individual had samples obtained for HIV sequencing.
26246578,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
26246578,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
26246578,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26246578,9,Which HIV genes were reported to have been sequenced?,List,Technical,The integrase gene was reported to have been sequenced.
26246578,10,What method was used for sequencing?,List,Technical,Site-directed mutagenesis was used for sequencing.
26246578,11,What type of samples were sequenced?,List,Technical,Viral clones were sequenced.
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
26246578,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTI drugs were received by individuals in the study before sample sequencing.
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG was received by individuals in the study before sample sequencing.
26311878,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"The paper reports HIV sequences, but it is unclear if they are from patient samples."
26311878,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26311878,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention making sequences publicly available."
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
26311878,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not mention the number of individuals who had samples obtained for HIV sequencing.
26311878,6,From which countries were the sequenced samples obtained?,List,Demographics,"The paper mentions that samples were obtained from Canada, but it does not provide information about other countries."
26311878,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not provide specific years for the sequenced samples.
26311878,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
26311878,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper reports sequencing of HIV integrase genes.
26311878,10,What method was used for sequencing?,List,Technical,The paper does not provide specific details about the sequencing method.
26311878,11,What type of samples were sequenced?,List,Technical,The paper does not provide specific information about the type of samples.
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,The paper does not provide specific information about sequences obtained from individuals with virological failure.
26311878,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not provide specific information about clinical trials.
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper mentions that individuals received DTG as part of salvage therapy.
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper mentions that individuals received DTG as part of salvage therapy.
26559830,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
26559830,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
26559830,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
26559830,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
26559830,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
26559830,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
26559830,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
26559830,9,Which HIV genes were reported to have been sequenced?,List,Technical,The protease gene was reported to have been sequenced.
26559830,10,What method was used for sequencing?,List,Technical,PCR-based sequencing.
26559830,11,What type of samples were sequenced?,List,Technical,Plasmid DNA.
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available.
26559830,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available.
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Protease inhibitors.
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Amprenavir (APV), atazanavir (ATV), darunavir (DRV), indinavir (IDV), lopinavir (LPV), nelfinavir (NFV), ritonavir (RTV), saquinavir (SQV), and tipranavir (TPV)."
27009474,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
27009474,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
27009474,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,KU761565.
27009474,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1.
27009474,6,From which countries were the sequenced samples obtained?,List,Demographics,United States.
27009474,7,From what years were the sequenced samples obtained?,List,Demographics,2014.
27009474,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
27009474,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase enzyme.
27009474,10,What method was used for sequencing?,List,Technical,PhenoSense assay (Monogram).
27009474,11,What type of samples were sequenced?,List,Technical,Blood sample.
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
27009474,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, PIs, and INSTIs."
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine, tenofovir, efavirenz, atazanavir, and tenofovir/emtricitabine/elvitegravir/cobicistat."
27124362,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
27124362,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
27124362,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not explicitly made publicly available."
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
27124362,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
27124362,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
27124362,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
27124362,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
27124362,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available.
27124362,10,What method was used for sequencing?,List,Technical,Not available.
27124362,11,What type of samples were sequenced?,List,Technical,Not available.
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
27124362,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available.
28559249,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
28559249,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
28559249,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
28559249,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
28559249,6,From which countries were the sequenced samples obtained?,List,Demographics,Senegal
28559249,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
28559249,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes
28559249,9,Which HIV genes were reported to have been sequenced?,List,Technical,Pol
28559249,10,What method was used for sequencing?,List,Technical,Sanger sequencing
28559249,11,What type of samples were sequenced?,List,Technical,Viral RNA
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
28559249,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
29373677,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
29373677,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
29373677,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
29373677,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1.
29373677,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
29373677,7,From what years were the sequenced samples obtained?,List,Demographics,2008-2015.
29373677,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
29373677,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase.
29373677,10,What method was used for sequencing?,List,Technical,Real-time PCR.
29373677,11,What type of samples were sequenced?,List,Technical,Blood samples.
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
29373677,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand-transfer inhibitors (INSTIs).
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Raltegravir and tenofovir/emtricitabine (Truvada).
30053052,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
30053052,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
30053052,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided.
30053052,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,51.
30053052,6,From which countries were the sequenced samples obtained?,List,Demographics,Sweden.
30053052,7,From what years were the sequenced samples obtained?,List,Demographics,2013-2014.
30053052,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
30053052,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT genes.
30053052,10,What method was used for sequencing?,List,Technical,PCR.
30053052,11,What type of samples were sequenced?,List,Technical,Plasma samples.
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
30053052,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Antiretroviral therapy.
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not provided.
30803972,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No.
30803972,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
30803972,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No clear answer, but potentially yes."
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,HIV-1 ~NL4-3~ and HIV-2 ~ROD9~.
30803972,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not specified.
30803972,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
30803972,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
30803972,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not specified.
30803972,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene.
30803972,10,What method was used for sequencing?,List,Technical,Not specified.
30803972,11,What type of samples were sequenced?,List,Technical,HIV-1 and HIV-2 isolates.
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not specified.
30803972,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified.
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified.
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Raltegravir and other INIs.
31988104,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
31988104,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
31988104,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The GenBank accession numbers for the sequenced HIV isolates are K03455 and AF324493.
31988104,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not provide a specific number of individuals who had samples obtained for HIV sequencing.
31988104,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not provide information on the countries from which the sequenced samples were obtained.
31988104,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not provide information on the years from which the sequenced samples were obtained.
31988104,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, the samples were cloned prior to sequencing."
31988104,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV genes that were reported to have been sequenced are the pol gene and possibly other genes that are part of the HIV genome.
31988104,10,What method was used for sequencing?,List,Technical,The paper does not provide information on the method used for sequencing.
31988104,11,What type of samples were sequenced?,List,Technical,The type of samples that were sequenced are HIV-1 viruses.
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, the sequences were obtained from individuals who had experienced virological failure on a treatment regimen."
31988104,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not provide information on whether the patients in the study were in a clinical trial.
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
31988104,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not provide information on the drug classes that were received by individuals in the study before sample sequencing.
31988104,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not provide information on the drugs that were received by individuals in the study before sample sequencing.
32601157,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No.
32601157,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
32601157,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
32601157,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not applicable.
32601157,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not applicable.
32601157,6,From which countries were the sequenced samples obtained?,List,Demographics,Not applicable.
32601157,7,From what years were the sequenced samples obtained?,List,Demographics,Not applicable.
32601157,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
32601157,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 IN.
32601157,10,What method was used for sequencing?,List,Technical,DNA sequencing.
32601157,11,What type of samples were sequenced?,List,Technical,Plasmid vector.
32601157,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
32601157,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not applicable.
32601157,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
32601157,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not applicable.
32601157,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not applicable.
33855437,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
33855437,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
33855437,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
33855437,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MW484894, MW484895, MW484893, DQ380549."
33855437,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,6 individuals.
33855437,6,From which countries were the sequenced samples obtained?,List,Demographics,Canada.
33855437,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
33855437,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
33855437,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The passage does not explicitly mention which HIV genes were sequenced, but it is likely that the entire HIV genome was sequenced."
33855437,10,What method was used for sequencing?,List,Technical,RT-PCR.
33855437,11,What type of samples were sequenced?,List,Technical,Viral isolates.
33855437,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
33855437,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified.
33855437,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
33855437,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None.
33855437,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None.
34516245,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
34516245,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
34516245,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
34516245,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OK263149 to OK263162.
34516245,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,14.
34516245,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified.
34516245,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified.
34516245,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
34516245,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase gene.
34516245,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
34516245,11,What type of samples were sequenced?,List,Technical,DNA samples.
34516245,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not specified.
34516245,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified.
34516245,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not specified.
34516245,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified.
34516245,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified.
35730213,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples."
35730213,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
35730213,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention sequences from the paper being made publicly available."
35730213,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
35730213,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"1131 individuals had samples obtained for follow-up, but it is not clear if they were sequenced for HIV."
35730213,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not mention sequenced samples from other countries.
35730213,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained in 2020.
