PMID,QID,Question,Answer
40490983,11,What type of samples were sequenced?,
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
40490983,13,Were the patients in the study in a clinical trial?,
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,187
40573423,1,Does the paper report HIV sequences from patient samples?,Yes
40573423,2,Does the paper report in vitro drug susceptibility data?,No
40573423,3,Were sequences from the paper made publicly available?,Not reported
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40573423,5,How many individuals had samples obtained for HIV sequencing?,487
40573423,6,From which countries were the sequenced samples obtained?,South Korea
40573423,7,From what years were the sequenced samples obtained?,2021-2024
40573423,8,Were samples cloned prior to sequencing?,No
40573423,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40573423,10,What method was used for sequencing?,Sanger sequencing
40573423,11,What type of samples were sequenced?,Plasma; Serum
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40573423,13,Were the patients in the study in a clinical trial?,No
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1, Lenacapavir (GS-6207)"
40596906,1,Does the paper report HIV sequences from patient samples?,
40596906,2,Does the paper report in vitro drug susceptibility data?,
40596906,3,Were sequences from the paper made publicly available?,
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40596906,5,How many individuals had samples obtained for HIV sequencing?,
40596906,6,From which countries were the sequenced samples obtained?,
40596906,7,From what years were the sequenced samples obtained?,
40596906,8,Were samples cloned prior to sequencing?,
40596906,9,Which HIV genes were reported to have been sequenced?,
40596906,10,What method was used for sequencing?,
40596906,11,What type of samples were sequenced?,
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
40596906,13,Were the patients in the study in a clinical trial?,
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI


Question: 18

Evidence: The mothers included both treatment-naive women diagnosed during pregnancy who underwent pretreatment genotyping and those living with HIV-1 during prior treatment who required genotyping due to virological failure. Among the 15 mother-child pairs, eight  \((53\%)\)  were from Maranhão and seven  \((47\%)\)  from Pernambuco. Of the children, eight  \((53\%)\)  were male, and 10  \((66.7\%)\)  started ART within the first 2 years of life. In one case  \((6.7\%)\), no record of ART initiation was found. Nine children  \((60\%)\)  had initiated ART, including zidovudine (ZDV) + lamivudine (3TC) + nevirapine (NVP) in three  \((20\%)\), ZDV + 3TC + lopinavir/ritonavir in two  \((13.3\%)\), and ZDV + 3TC + efavirenz (EFV) in two  \((6.7\%)\), while no treatment was described for three  \((20\%)\). Mother-child pairs 1, 2, 5, and 7 received the same ART regimen (ZDV + 3TC + NVP). Mothers 3, 6, 8, 9, and 15 received EFV-based regimens (Supplementary Material).

Rationale: The text mentions that the mothers included both treatment-naive women and those living with HIV-1 during prior treatment who required genotyping due to virological failure. It also mentions that nine children had initiated ART, including zidovudine (ZDV) + lamivudine (3TC) + nevirapine (NVP), ZDV + 3TC + lopinavir/ritonavir, and ZDV + 3TC + efavirenz (EFV). This indicates that the individuals in the study received treatment with ZDV, 3TC, NVP, lopinavir/ritonavir, and EFV.

Answer: Zidovudine (ZDV), Lamivudine (3TC), Nevirapine (NVP), Lopinavir/ritonavir, Efavirenz (EFV)


Question: 19

Evidence: Genotypic sequences of the HIV pol region (protease/reverse transcriptase-PR/RT) were obtained using the ViroSeq Genotyping System, carried out in the laboratories of the National Genotyping Network (RENAGENO) coordinated by the Department of HIV/AIDS of the Brazilian Ministry of Health (GenBank accession number PV526713-PV526742).

Rationale: The text mentions that the genotypic sequences of the HIV pol region were obtained using the ViroSeq Genotyping System and were deposited in GenBank with accession numbers PV526713-PV526742.

Answer: Yes


Question: 3

Evidence: Genotypic sequences of the HIV pol region (protease/reverse transcriptase-PR/RT) were obtained using the ViroSeq Genotyping System, carried out in the laboratories of the National Genotyping Network (RENAGENO) coordinated by the Department of HIV/AIDS of the Brazilian Ministry of Health (GenBank accession number PV526713-PV526742).

Rationale: The text mentions that the genotypic sequences of the HIV pol region were obtained using the ViroSeq Genotyping System and were deposited in GenBank with accession numbers PV526713-PV526742.

Answer: PV526713-PV526742


Question: 8

Evidence: Genotypic sequences of the HIV pol region (protease/reverse transcriptase-PR/RT) were obtained using the ViroSeq Genotyping System, carried out in the laboratories of the National Genotyping Network (RENAGENO) coordinated by the Department of HIV/AIDS of the Brazilian Ministry of Health (GenBank accession number PV526713-PV526742).

Rationale: The text mentions that the genotypic sequences of the HIV pol region were obtained using the ViroSeq Genotyping System, which is a Sanger sequencing method.

Answer: Sanger sequencing


Question: 5

Evidence: Genotypic sequences of the HIV pol region (protease/reverse transcriptase-PR/RT) were obtained using the ViroSeq Genotyping System, carried out in the laboratories of the National Genotyping Network (RENAGENO) coordinated by the Department of HIV/AIDS of the Brazilian Ministry of Health (GenBank accession number PV526713-PV526742).

Rationale: The text mentions that the genotypic sequences of the HIV pol region were obtained, which includes the protease and reverse transcriptase genes.

Answer: Protease, PR; Reverse transcriptase, RT


Question: 6

Evidence: This study was conducted from October 2021 to September 2023 in São Luís, Maranhão, and Recife, Pernambuco, at the High-Risk Maternity Hospital in Imperatriz, Pediatric Infectious Disease Outpatient Clinic at the University Hospital of the Federal University of Maranhão, and Pediatric Infectious Disease Outpatient Clinic at the University Hospital Oswaldo Cruz of the University of Pernambuco.

Rationale: The text mentions that the study was conducted in São Luís, Maranhão, and Recife, Pernambuco, which are cities in Brazil.

Answer: Brazil


Question: 11

Evidence: Data were obtained from secondary sources, including medical records from hospital and outpatient services where patients were followed.

Rationale: The text does not explicitly mention the type of samples sequenced, but it mentions that data were obtained from medical records, which suggests that the samples were likely obtained from patients' blood or other bodily fluids.

Answer: Unknown


Question: 7

Evidence: This study aimed to describe the transmission of drug-resistant HIV-1 variants and phylogenetic characterisation of viral strains in mother-child pairs from the cities of Recife and São Luís, located in the Northeast region of Brazil, in 2007–2022.

Rationale: The text mentions that the study aimed to describe the transmission of drug-resistant HIV-1 variants and phylogenetic characterisation of viral strains in mother-child pairs from the cities of Recife and São Luís, located in the Northeast region of Brazil, in 2007–2022.

Answer: 2007-2022


Question: 16

Evidence: The mothers included both treatment-naive women diagnosed during pregnancy who underwent pretreatment genotyping and those living with HIV-1 during prior treatment who required genotyping due to virological failure.

Rationale: The text mentions that the mothers included both treatment-naive women and those living with HIV-1 during prior treatment who required genotyping due to virological failure, which suggests that some patients had previously received ARV drugs.

Answer: Yes


Question: 9

Evidence: Not mentioned in the text.

Rationale: The text does not mention whether the samples were cloned prior to sequencing.

Answer: No


Question: 14

Evidence: Not mentioned in the text.

Rationale: The text does not mention whether the patients were in a clinical trial.

Answer: No


Question: 12

Evidence: The mothers included both treatment-naive women diagnosed during pregnancy who underwent pretreatment genotyping and those living with HIV-1 during prior treatment who required genotyping due to virological failure.

Rationale: The text mentions that the mothers included those living with HIV-1 during prior treatment who required genotyping due to virological failure, which suggests that some patients had virological failure on a treatment regimen.

Answer: Yes


Question: 1

Evidence: This study included 15 mother-child pairs with confirmed vertical transmission of HIV-1.

Rationale: The text mentions that the study included 15 mother-child pairs with confirmed vertical transmission of HIV-1, which suggests that the paper reports HIV sequences from patient samples.

Answer: Yes


Question: 2

Evidence: Not mentioned in the text.

Rationale: The text does not mention whether the paper reports in vitro drug susceptibility data.

Answer: No


Question: 15

Evidence: This study included 15 mother-child pairs with confirmed vertical transmission of HIV-1.

Rationale: The text mentions that the study included 15 mother-child pairs with confirmed vertical transmission of HIV-1.

Answer: 30"
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,
40713598,1,Does the paper report HIV sequences from patient samples?,Yes
40713598,2,Does the paper report in vitro drug susceptibility data?,No
40713598,3,Were sequences from the paper made publicly available?,Not reported
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40713598,5,How many individuals had samples obtained for HIV sequencing?,
40713598,6,From which countries were the sequenced samples obtained?,Ghana
40713598,7,From what years were the sequenced samples obtained?,Not Found
40713598,8,Were samples cloned prior to sequencing?,No
40713598,9,Which HIV genes were reported to have been sequenced?,"Protease, Reverse transcriptase"
40713598,10,What method was used for sequencing?,Illumina sequencing
40713598,11,What type of samples were sequenced?,Plasma
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40713598,13,Were the patients in the study in a clinical trial?,No
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI"
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine (ZDV), Lamivudine (3TC), Nevirapine (NVP), Efavirenz (EFV)"
40763144,1,Does the paper report HIV sequences from patient samples?,Yes
40763144,2,Does the paper report in vitro drug susceptibility data?,No
40763144,3,Were sequences from the paper made publicly available?,Not reported
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40763144,5,How many individuals had samples obtained for HIV sequencing?,295
40763144,6,From which countries were the sequenced samples obtained?,Uganda
40763144,7,From what years were the sequenced samples obtained?,2021-2023
40763144,8,Were samples cloned prior to sequencing?,No
40763144,9,Which HIV genes were reported to have been sequenced?,"Protease, Reverse transcriptase, Integrase, Capsid"
40763144,10,What method was used for sequencing?,Sanger sequencing; Next-generation sequencing
40763144,11,What type of samples were sequenced?,Plasma; DBS
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40763144,13,Were the patients in the study in a clinical trial?,No
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1, Lenacapavir (GS-6207)"
40779404,1,Does the paper report HIV sequences from patient samples?,Yes
40779404,2,Does the paper report in vitro drug susceptibility data?,No
40779404,3,Were sequences from the paper made publicly available?,Not reported
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40779404,5,How many individuals had samples obtained for HIV sequencing?,2028
40779404,6,From which countries were the sequenced samples obtained?,Not Found
40779404,7,From what years were the sequenced samples obtained?,Not Found
40779404,8,Were samples cloned prior to sequencing?,No
40779404,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40779404,10,What method was used for sequencing?,Illumina sequencing
40779404,11,What type of samples were sequenced?,Whole Blood
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40779404,13,Were the patients in the study in a clinical trial?,Yes
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI, NNRTI, PI"
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,"Tenofovir (TFV), INSTIs, Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV)"
40839365,1,Does the paper report HIV sequences from patient samples?,
40839365,2,Does the paper report in vitro drug susceptibility data?,No
40839365,3,Were sequences from the paper made publicly available?,Not reported
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40839365,5,How many individuals had samples obtained for HIV sequencing?,
40839365,6,From which countries were the sequenced samples obtained?,Malawi
40839365,7,From what years were the sequenced samples obtained?,2022-2023
40839365,8,Were samples cloned prior to sequencing?,No
40839365,9,Which HIV genes were reported to have been sequenced?,
40839365,10,What method was used for sequencing?,
40839365,11,What type of samples were sequenced?,
40839365,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40839365,13,Were the patients in the study in a clinical trial?,
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,
40857111,1,Does the paper report HIV sequences from patient samples?,Yes
40857111,2,Does the paper report in vitro drug susceptibility data?,No
40857111,3,Were sequences from the paper made publicly available?,Not reported
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40857111,5,How many individuals had samples obtained for HIV sequencing?,
40857111,6,From which countries were the sequenced samples obtained?,Not Found
40857111,7,From what years were the sequenced samples obtained?,Not Found
40857111,8,Were samples cloned prior to sequencing?,No
40857111,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40857111,10,What method was used for sequencing?,Unknown
40857111,11,What type of samples were sequenced?,Unknown
40857111,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40857111,13,Were the patients in the study in a clinical trial?,Yes
40857111,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40857111,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40857111,16,Which drugs were received by individuals in the study before sample sequencing?,"Emtricitabine (FTC), Tenofovir (TFV), Dolutegravir (DTG), Bictegravir (BIC)"
40872801,1,Does the paper report HIV sequences from patient samples?,
40872801,2,Does the paper report in vitro drug susceptibility data?,
40872801,3,Were sequences from the paper made publicly available?,
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40872801,5,How many individuals had samples obtained for HIV sequencing?,
40872801,6,From which countries were the sequenced samples obtained?,
40872801,7,From what years were the sequenced samples obtained?,
40872801,8,Were samples cloned prior to sequencing?,
40872801,9,Which HIV genes were reported to have been sequenced?,
40872801,10,What method was used for sequencing?,
40872801,11,What type of samples were sequenced?,
40872801,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
40872801,13,Were the patients in the study in a clinical trial?,
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,
40872801,16,Which drugs were received by individuals in the study before sample sequencing?,
40938120,1,Does the paper report HIV sequences from patient samples?,
40938120,2,Does the paper report in vitro drug susceptibility data?,
40938120,3,Were sequences from the paper made publicly available?,
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40938120,5,How many individuals had samples obtained for HIV sequencing?,
40938120,6,From which countries were the sequenced samples obtained?,
40938120,7,From what years were the sequenced samples obtained?,
40938120,8,Were samples cloned prior to sequencing?,Sanger sequencing
40938120,9,Which HIV genes were reported to have been sequenced?,
40938120,10,What method was used for sequencing?,
40938120,11,What type of samples were sequenced?,
40938120,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
40938120,13,Were the patients in the study in a clinical trial?,
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,
40938996,1,Does the paper report HIV sequences from patient samples?,
40938996,2,Does the paper report in vitro drug susceptibility data?,Yes
40938996,3,Were sequences from the paper made publicly available?,Not reported
40938996,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40938996,5,How many individuals had samples obtained for HIV sequencing?,
40938996,6,From which countries were the sequenced samples obtained?,Not Found
40938996,7,From what years were the sequenced samples obtained?,Not Found
40938996,8,Were samples cloned prior to sequencing?,
40938996,9,Which HIV genes were reported to have been sequenced?,
40938996,10,What method was used for sequencing?,
40938996,11,What type of samples were sequenced?,
40938996,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40938996,13,Were the patients in the study in a clinical trial?,
40938996,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Unknown
40938996,15,Which drug classes were received by individuals in the study before sample sequencing?,INSTI
40938996,16,Which drugs were received by individuals in the study before sample sequencing?,
40965168,1,Does the paper report HIV sequences from patient samples?,Yes
40965168,2,Does the paper report in vitro drug susceptibility data?,Yes
40965168,3,Were sequences from the paper made publicly available?,Not reported
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40965168,5,How many individuals had samples obtained for HIV sequencing?,24
40965168,6,From which countries were the sequenced samples obtained?,Not Found
40965168,7,From what years were the sequenced samples obtained?,Not Found
40965168,8,Were samples cloned prior to sequencing?,Yes
40965168,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Capsid, CA"
40965168,10,What method was used for sequencing?,Sanger sequencing
40965168,11,What type of samples were sequenced?,Plasma
40965168,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40965168,13,Were the patients in the study in a clinical trial?,Yes
40965168,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40965168,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40965168,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Nelfinavir (NFV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB)"
40974886,1,Does the paper report HIV sequences from patient samples?,Yes
40974886,2,Does the paper report in vitro drug susceptibility data?,No
40974886,3,Were sequences from the paper made publicly available?,Not reported
40974886,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40974886,5,How many individuals had samples obtained for HIV sequencing?,
40974886,6,From which countries were the sequenced samples obtained?,Not Found
40974886,7,From what years were the sequenced samples obtained?,1997-2019
40974886,8,Were samples cloned prior to sequencing?,No
40974886,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40974886,10,What method was used for sequencing?,Sanger sequencing
40974886,11,What type of samples were sequenced?,Whole Blood
40974886,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40974886,13,Were the patients in the study in a clinical trial?,Yes
40974886,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40974886,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40974886,16,Which drugs were received by individuals in the study before sample sequencing?,"Bictegravir (BIC), Emtricitabine (FTC), Tenofovir (TFV)"
41004608,1,Does the paper report HIV sequences from patient samples?,Yes
41004608,2,Does the paper report in vitro drug susceptibility data?,No
41004608,3,Were sequences from the paper made publicly available?,Not reported
41004608,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41004608,5,How many individuals had samples obtained for HIV sequencing?,1182
41004608,6,From which countries were the sequenced samples obtained?,UK
41004608,7,From what years were the sequenced samples obtained?,2015-2021
41004608,8,Were samples cloned prior to sequencing?,No
41004608,9,Which HIV genes were reported to have been sequenced?,"Integrase, IN"
41004608,10,What method was used for sequencing?,Illumina sequencing
41004608,11,What type of samples were sequenced?,Plasma
41004608,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41004608,13,Were the patients in the study in a clinical trial?,No
41004608,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41004608,15,Which drug classes were received by individuals in the study before sample sequencing?,INSTI
41004608,16,Which drugs were received by individuals in the study before sample sequencing?,"Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN)"
41012586,1,Does the paper report HIV sequences from patient samples?,Yes
41012586,2,Does the paper report in vitro drug susceptibility data?,No
41012586,3,Were sequences from the paper made publicly available?,Not reported
41012586,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41012586,5,How many individuals had samples obtained for HIV sequencing?,249
41012586,6,From which countries were the sequenced samples obtained?,Not Found
41012586,7,From what years were the sequenced samples obtained?,Not Found
41012586,8,Were samples cloned prior to sequencing?,No
41012586,9,Which HIV genes were reported to have been sequenced?,Not Found
41012586,10,What method was used for sequencing?,Unknown
41012586,11,What type of samples were sequenced?,Unknown
41012586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
41012586,13,Were the patients in the study in a clinical trial?,No
41012586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41012586,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41012586,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Nelfinavir (NFV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN)"
41023944,1,Does the paper report HIV sequences from patient samples?,
41023944,2,Does the paper report in vitro drug susceptibility data?,
41023944,3,Were sequences from the paper made publicly available?,
41023944,4,What were the GenBank accession numbers for sequenced HIV isolates?,
41023944,5,How many individuals had samples obtained for HIV sequencing?,
41023944,6,From which countries were the sequenced samples obtained?,
