PMID,QID,Question,Evidence,Rationale,Answer
40400229,5,How many individuals had samples obtained for HIV sequencing?,The paper reports that 33 of the 43 participants who seroconverted during the trial started antiretroviral treatment.,The paper provides information about the treatment regimens started by the participants who seroconverted.,"NRTIs, NNRTIs, INSTIs, PIs"
40400229,6,From which countries were the sequenced samples obtained?,The paper does not provide any information about the countries where the samples were collected.,The paper does not mention the countries where the samples were collected.,Not reported
40400229,7,From what years were the sequenced samples obtained?,"The paper mentions that the trial was conducted between October 13, 2017, and July 12, 2020.",The paper provides the start and end dates of the trial.,2017-2020
40400229,8,Were samples cloned prior to sequencing?,The paper mentions that genotypic typing was performed using the Stanford algorithm.,The paper does not provide specific information about the HIV genes that were sequenced.,Not reported
40400229,9,Which HIV genes were reported to have been sequenced?,"The paper reports that 54 participants were newly diagnosed with HIV, and 43 of them seroconverted during the trial.",The paper provides the number of participants who were newly diagnosed with HIV and the number of participants who seroconverted during the trial.,43
40400229,10,What method was used for sequencing?,The paper mentions that genotypic typing was performed using the Stanford algorithm.,The paper does not provide specific information about the sequencing method.,Not reported
40400229,11,What type of samples were sequenced?,The paper does not provide any information about the type of samples that were sequenced.,The paper does not mention the type of samples that were sequenced.,Not reported
40400229,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper reports that 33 of the 43 participants who seroconverted during the trial started antiretroviral treatment.,The paper provides information about the treatment regimens started by the participants who seroconverted.,Yes
40400229,13,Were the patients in the study in a clinical trial?,The paper reports that 33 of the 43 participants who seroconverted during the trial started antiretroviral treatment.,The paper provides information about the treatment regimens started by the participants who seroconverted.,Yes
40400229,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper reports that 33 of the 43 participants who seroconverted during the trial started antiretroviral treatment.,The paper provides information about the treatment regimens started by the participants who seroconverted.,"TDF/TAF, FTC/3TC, bictegravir, boosted darunavir, dolutegravir, raltegravir, ABC/3TC, DTG, rilpivirine"
40400229,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40400229,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40431710,1,Does the paper report HIV sequences from patient samples?,,,
40431710,2,Does the paper report in vitro drug susceptibility data?,,,
40431710,3,Were sequences from the paper made publicly available?,,,
40431710,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,
40431710,5,How many individuals had samples obtained for HIV sequencing?,,,
40431710,6,From which countries were the sequenced samples obtained?,,,
40431710,7,From what years were the sequenced samples obtained?,,,
40431710,8,Were samples cloned prior to sequencing?,,,
40431710,9,Which HIV genes were reported to have been sequenced?,,,
40431710,10,What method was used for sequencing?,,,
40431710,11,What type of samples were sequenced?,,,
40431710,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,
40431710,13,Were the patients in the study in a clinical trial?,,,
40431710,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,
40431710,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40431742,1,Does the paper report HIV sequences from patient samples?,"The study was a retrospective cross-sectional, non-interventional study, conducted over the period 2017-09/2021. The study was conducted using only structured secondary data. Samples from ART-naive PLWHA were retrospectively analyzed for RAMS associated with resistance to DOR and other drugs at a reference laboratory (Laboratorio Dr. Stamboulian). Plasma samples were processed and stored for the determination of drug resistance mutations at the Laboratorio Dr. Stamboulian molecular biology division in Buenos Aires, Argentina, according to standardized procedures.",The paper reports that samples from ART-naive PLWHA were retrospectively analyzed for RAMS associated with resistance to DOR and other drugs at a reference laboratory. This indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV ART-naive.,Yes
40431742,2,Does the paper report in vitro drug susceptibility data?,"Analysis using the Stanford algorithm showed susceptibility rates to DOR, RPV, efavirenz, and nevirapine of 97.9%, 92%, 91.4%, and 90.4%, respectively. The ANRS criteria yielded similar but slightly higher susceptibility rates: 98.3% for DOR, 93.3% for RPV, 92.3% for efavirenz, and 90.8% for nevirapine.","The paper reports susceptibility rates to DOR, RPV, efavirenz, and nevirapine using the Stanford and ANRS algorithms, which indicates that the study quantified HIV in vitro susceptibility to ARV drugs.",Yes
40431742,3,Were sequences from the paper made publicly available?,,,
40431742,4,What were the GenBank accession numbers for sequenced HIV isolates?,The datasets generated and/or analyzed during the current study are available from the corresponding author(s) on reasonable request.,"The paper states that the datasets generated and/or analyzed during the current study are available from the corresponding author(s) on reasonable request, which indicates that the sequences were made publicly available.",Yes
40431742,5,How many individuals had samples obtained for HIV sequencing?,The study was conducted on ART-naive PLWHA.,"The paper reports that the study was conducted on ART-naive PLWHA, which indicates that the individuals in the study had not received any ARV drugs before sample sequencing.",None
40431742,6,From which countries were the sequenced samples obtained?,"The study was conducted in Buenos Aires, Argentina.","The paper states that the study was conducted in Buenos Aires, Argentina, which indicates that the samples were obtained from Argentina.",Argentina
40431742,7,From what years were the sequenced samples obtained?,The study was conducted over the period 2017-09/2021.,"The paper reports that the study was conducted over the period 2017-09/2021, which indicates that the samples were obtained between 2017 and 2021.",2017-2021
40431742,8,Were samples cloned prior to sequencing?,"The study analyzed genotype results gathered from plasma samples drawn as part of routine clinical practice from naïve adult PLWHA from two reference HIV-clinics in Buenos Aires, Argentina, ensuring systematic testing of all collected samples. Both institutions follow the guidelines from the Argentine Infectious Diseases Society (SADI) regarding care of PLWHA and ART.","The paper reports that the study analyzed genotype results gathered from plasma samples drawn as part of routine clinical practice from naïve adult PLWHA, which indicates that the study sequenced the HIV pol gene.",Pol
40431742,9,Which HIV genes were reported to have been sequenced?,A total of 1677 genotypes from PLWHA classified as ART-naive were recorded.,"The paper reports that a total of 1677 genotypes from PLWHA classified as ART-naive were recorded, which indicates that the study sequenced samples from 1677 individuals.",1677
40431742,10,What method was used for sequencing?,"The sequencing products were analyzed on an Applied Biosystems/Hitachi 3500 Genetic Analyzer (Waltham, MA, USA).","The paper describes the sequencing process, which indicates that the study used Sanger sequencing.",Sanger sequencing
40431742,11,What type of samples were sequenced?,"Plasma samples were processed and stored for the determination of drug resistance mutations at the Laboratorio Dr. Stamboulian molecular biology division in Buenos Aires, Argentina, according to standardized procedures.","The paper reports that plasma samples were used for sequencing, which indicates that the study sequenced plasma samples.",Plasma
40431742,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study was conducted on ART-naive PLWHA.,"The paper reports that the study was conducted on ART-naive PLWHA, which indicates that the study did not obtain sequences from individuals with virological failure on a treatment regimen.",No
40431742,13,Were the patients in the study in a clinical trial?,The study was conducted on ART-naive PLWHA.,"The paper reports that the study was conducted on ART-naive PLWHA, which indicates that the study did not report HIV sequences from individuals who had previously received ARV drugs.",No
40431742,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study was conducted on ART-naive PLWHA.,"The paper reports that the study was conducted on ART-naive PLWHA, which indicates that the individuals in the study had not received any ARV drugs before sample sequencing.",None
40431742,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40431742,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40490983,1,Does the paper report HIV sequences from patient samples?,"We conducted a retrospective cohort study of people living with HIV (PLWH) ≥ 3 years old with second-line viral failure (VF, ≥ 1000 copies/ml) at the Academic Model Providing Access to Healthcare from 2011 to 2021. We assessed resistance prevalence and patterns at second-line VF, stratified by PI (atazanavir/ritonavir or lopinavir/ritonavir), and examined correlations of resistance and treatment strategies with VF at 6-18 months post-genotype.",The paper mentions that Sanger sequencing of plasma HIV-1 RNA was performed by the Kisumu Kenya Medical Research Institute and Nairobi National HIV Reference Laboratories.,Yes
40490983,2,Does the paper report in vitro drug susceptibility data?,"We used Stanford tools to interpret resistance, with antiretroviral (ARV) activity defined by summing penalty scores for each mutation: 0-9 susceptible; 10-14 potential low-level; 15-29 low-level; 30-59 intermediate; and ≥ 60 high-level resistance.","The paper does not explicitly mention in vitro drug susceptibility data, but it does mention the use of Stanford tools to interpret resistance.",No
40490983,3,Were sequences from the paper made publicly available?,The data that support the findings of this study are available from the corresponding author upon reasonable request.,"The paper mentions that the data are available from the corresponding author, but it does not provide any GenBank accession numbers.",No
40490983,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,
40490983,5,How many individuals had samples obtained for HIV sequencing?,,,
40490983,6,From which countries were the sequenced samples obtained?,The study was conducted at the Academic Model Providing Access to Healthcare in western Kenya.,The paper mentions that the study was conducted in western Kenya.,Kenya
40490983,7,From what years were the sequenced samples obtained?,"We conducted a retrospective cohort study of people living with HIV (PLWH) ≥ 3 years old with second-line viral failure (VF, ≥ 1000 copies/ml) at the Academic Model Providing Access to Healthcare from 2011 to 2021.",The paper mentions that the study was conducted from 2011 to 2021.,2011-2021
40490983,8,Were samples cloned prior to sequencing?,,,
40490983,9,Which HIV genes were reported to have been sequenced?,"We used Stanford tools to interpret resistance, with antiretroviral (ARV) activity defined by summing penalty scores for each mutation: 0-9 susceptible; 10-14 potential low-level; 15-29 low-level; 30-59 intermediate; and ≥ 60 high-level resistance.","The paper mentions that the sequences were used to interpret resistance, which typically involves sequencing the protease and reverse transcriptase genes.","PR, RT"
40490983,10,What method was used for sequencing?,Sanger sequencing of plasma HIV-1 RNA was performed by the Kisumu Kenya Medical Research Institute and Nairobi National HIV Reference Laboratories.,"The paper mentions Sanger sequencing, which is a type of sequencing that uses dideoxy terminators.",Sanger sequencing
40490983,11,What type of samples were sequenced?,Sanger sequencing of plasma HIV-1 RNA was performed by the Kisumu Kenya Medical Research Institute and Nairobi National HIV Reference Laboratories.,The paper mentions that the sequencing was performed on plasma HIV-1 RNA.,Plasma
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"We conducted a retrospective cohort study of people living with HIV (PLWH) ≥ 3 years old with second-line viral failure (VF, ≥ 1000 copies/ml) at the Academic Model Providing Access to Healthcare from 2011 to 2021.",The paper mentions that the study included individuals with second-line viral failure.,Yes
40490983,13,Were the patients in the study in a clinical trial?,,,
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,"The study included individuals with second-line viral failure, which typically involves individuals who have previously received ARV drugs.","The paper mentions that the study included individuals with second-line viral failure, which typically involves individuals who have previously received ARV drugs.","NRTIs, NNRTIs, PIs"
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,"The study included individuals with second-line viral failure, which typically involves individuals who have previously received ARV drugs.","The paper mentions that the study included individuals with second-line viral failure, which typically involves individuals who have previously received ARV drugs.","TDF/3TC/ATV/r, TDF/3TC/LPV/r, AZT/3TC/LPV/r, ABC/3TC/LPV/r, etc."
40573423,1,Does the paper report HIV sequences from patient samples?,"The study included 487 PWH: 99 from 2021, 143 from 2022, 148 from 2023, and 97 from 2024. Viral RNA was extracted from 140 μL of plasma or serum using the QIAcube extraction system (QIAGEN, Hilden, Germany), according to the manufacturer's instructions.","The paper mentions that viral RNA was extracted from plasma or serum, which indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.",Yes
40573423,2,Does the paper report in vitro drug susceptibility data?,"The study analyzed drug resistance regions, specifically protease, reverse transcriptase, or integrase, using the Stanford drug resistance database, following the criteria outlined in the analysis guide provided by the World Health Organization (WHO). The Stanford HIVdb drug resistance algorithm version 9.7 was utilized to evaluate the impact of TDRMs on therapeutic responses.","The paper mentions that the study analyzed drug resistance regions and used the Stanford HIVdb drug resistance algorithm to evaluate the impact of TDRMs on therapeutic responses, which indicates that the study quantified HIV in vitro susceptibility to ARV drugs.",Yes
40573423,3,Were sequences from the paper made publicly available?,,,
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,The data used to support this study are available from the corresponding author upon request.,"The paper mentions that the data used to support the study are available from the corresponding author upon request, which indicates that the sequences generated in the study may have been deposited in public repositories.",Yes
40573423,5,How many individuals had samples obtained for HIV sequencing?,Not reported in the paper.,The paper does not provide any information about which drug classes were received by individuals in the study before sample sequencing.,Not reported
40573423,6,From which countries were the sequenced samples obtained?,The study was conducted in South Korea.,"The paper mentions that the study was conducted in South Korea, which indicates that the sequenced samples were obtained from South Korea.",South Korea
40573423,7,From what years were the sequenced samples obtained?,The study included samples from 2021 to 2024.,"The paper mentions that the study included samples from 2021 to 2024, which indicates that the sequenced samples were obtained from 2021 to 2024.",2021-2024
40573423,8,Were samples cloned prior to sequencing?,"The study analyzed the env, gag, and pol regions.","The paper mentions that the study analyzed the env, gag, and pol regions, which indicates that the study sequenced the env, gag, and pol genes.","env, gag, pol"
40573423,9,Which HIV genes were reported to have been sequenced?,"The study included 487 PWH: 99 from 2021, 143 from 2022, 148 from 2023, and 97 from 2024.","The paper mentions that the study included 487 PWH, which indicates that the number of individuals who had samples obtained for HIV sequencing is 487.",487
40573423,10,What method was used for sequencing?,Sanger sequencing was performed using in-house sequencing primers (Table 1).,"The paper mentions that Sanger sequencing was performed using in-house sequencing primers, which indicates that the study used Sanger sequencing.",Sanger sequencing
40573423,11,What type of samples were sequenced?,Viral RNA was extracted from 140 μL of plasma or serum.,"The paper mentions that viral RNA was extracted from plasma or serum, which indicates that the study sequenced plasma or serum samples.","Plasma, serum"
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study included treatment-naive individuals.,"The paper mentions that the study included treatment-naive individuals, which indicates that the study did not include individuals with virological failure on a treatment regimen.",No
40573423,13,Were the patients in the study in a clinical trial?,The study included treatment-naive individuals.,"The paper mentions that the study included treatment-naive individuals, which indicates that the study did not report HIV sequences from individuals who had previously received ARV drugs.",No
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported in the paper.,The paper does not provide any information about which drugs were received by individuals in the study before sample sequencing.,Not reported
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40596906,1,Does the paper report HIV sequences from patient samples?,,,
40596906,2,Does the paper report in vitro drug susceptibility data?,,,
40596906,3,Were sequences from the paper made publicly available?,,,
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,
40596906,5,How many individuals had samples obtained for HIV sequencing?,,,
40596906,6,From which countries were the sequenced samples obtained?,,,
40596906,7,From what years were the sequenced samples obtained?,,,
40596906,8,Were samples cloned prior to sequencing?,,,
40596906,9,Which HIV genes were reported to have been sequenced?,,,
40596906,10,What method was used for sequencing?,,,
40596906,11,What type of samples were sequenced?,,,
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,
40596906,13,Were the patients in the study in a clinical trial?,,,
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40713598,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Genotypic drug resistance testing of stored samples from the 96 individuals with HIV-1 RNA  \(>1,000\)  copies/ml was attempted."" Additionally, it mentions that ""RNA extraction was performed using the Qiagen EZ1 Advanced XL and DSP Virus Kit. HIV-1 pol was amplified using two-round PCR, and next-generation sequencing (NGS) was conducted on the Illumina MiSeq platform following previously published protocols.""","The paper explicitly mentions that genotypic drug resistance testing was performed on stored samples from individuals with HIV-1 RNA  \(>1,000\)  copies/ml, which indicates that HIV sequences were obtained from patient samples. The use of PCR and NGS also supports this conclusion.",Yes
40713598,2,Does the paper report in vitro drug susceptibility data?,"The paper does not explicitly mention in vitro drug susceptibility data. However, it does mention that ""Drug resistance analysis utilized the Stanford University Drug Resistance Database (version 9.5.1) for interpretation"" and that ""Predicted resistance was considered clinically relevant at Stanford intermediate-level resistance or higher.""","While the paper does mention drug resistance analysis, it does not provide any information on in vitro drug susceptibility data, such as IC₅₀ or EC₅₀ values.",No
40713598,3,Were sequences from the paper made publicly available?,,,
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper states that ""No datasets were generated or analysed during the current study.""","The paper explicitly mentions that no datasets were generated or analyzed during the current study, which implies that the sequences obtained in the study were not made publicly available.",No
40713598,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""All participants had at least one NNRTI resistance mutation"" and that ""15  \((75\%)\)  had nucleoside reverse transcriptase inhibitor (NRTI) resistance mutations.""","The paper explicitly mentions that all participants had resistance mutations to NNRTIs and NRTIs, which implies that they received these drug classes before sample sequencing.","NRTIs, NNRTIs"
40713598,6,From which countries were the sequenced samples obtained?,The paper does not provide any information on the country of origin for the sequenced samples.,"The paper does not mention the country of origin for the sequenced samples, which suggests that this information is not available.",Not reported
40713598,7,From what years were the sequenced samples obtained?,The paper does not provide any information on the year of sample collection.,"The paper does not mention the year of sample collection, which suggests that this information is not available.",Not reported
40713598,8,Were samples cloned prior to sequencing?,"The paper states that ""The HIV-1 pol gene, which was amplified and sequenced in this study, encompasses the protease (PR) and reverse transcriptase (RT) regions.""","The paper explicitly mentions that the HIV-1 pol gene was sequenced, which includes the protease (PR) and reverse transcriptase (RT) regions.","PR, RT"
40713598,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Twenty samples were successfully amplified and sequenced"" and that ""Of the 96 individuals with HIV-1 RNA  \(>1,000\)  copies/ml, genotypic drug resistance testing of stored samples was attempted.""","The paper explicitly mentions that 20 samples were successfully amplified and sequenced, which implies that 20 individuals had samples obtained for HIV sequencing.",20
40713598,10,What method was used for sequencing?,"The paper states that ""HIV-1 pol was amplified using two-round PCR, and next-generation sequencing (NGS) was conducted on the Illumina MiSeq platform following previously published protocols.""","The paper explicitly mentions that NGS was used for sequencing, which implies that the Illumina MiSeq platform was used.",NGS
40713598,11,What type of samples were sequenced?,"The paper states that ""RNA extraction was performed using the Qiagen EZ1 Advanced XL and DSP Virus Kit"" and that ""Frozen plasma samples were shipped on dry ice to the Virology Quality Assurance-approved laboratory.""","The paper explicitly mentions that frozen plasma samples were used for sequencing, which implies that plasma was the type of sample sequenced.",Plasma
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""Twenty samples were successfully amplified and sequenced"" and that ""Of the 96 individuals with HIV-1 RNA  \(>1,000\)  copies/ml, genotypic drug resistance testing of stored samples was attempted.""","The paper explicitly mentions that genotypic drug resistance testing was performed on stored samples from individuals with HIV-1 RNA  \(>1,000\)  copies/ml, which implies that sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
40713598,13,Were the patients in the study in a clinical trial?,"The paper states that ""All participants had at least one NNRTI resistance mutation"" and that ""15  \((75\%)\)  had nucleoside reverse transcriptase inhibitor (NRTI) resistance mutations.""","The paper explicitly mentions that all participants had resistance mutations to NNRTIs and NRTIs, which implies that they had previously received ARV drugs.",Yes
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""The ART regimen at the time of failure is shown in Table S1"" and that ""The minimum period on DTG-based ART was 12 months.""","The paper explicitly mentions that the ART regimen at the time of failure included drugs such as ABC, 3TC, NVP, ZDV, and EFV, which implies that these drugs were received by individuals in the study before sample sequencing.","ABC, 3TC, NVP, ZDV, EFV"
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40763144,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""RNA extraction is done using commercial kits followed by reverse transcription and Polymerase Chain Reaction (PCR) amplification. Sequencing, where individual mutations are identified using either Sanger sequencing or Next generation sequencing is then carried out.""","The paper describes the process of extracting RNA from plasma or dried blood spots, followed by PCR amplification and sequencing. This indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.",Yes
40763144,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data or phenotypic susceptibility testing.,"The paper focuses on the prevalence of HIV drug resistance and its correlates, but does not report any in vitro drug susceptibility data.",No
40763144,3,Were sequences from the paper made publicly available?,,,
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper states that ""The data used in this study is available on the Ugandan Ministry of Health HIV Drug Resistance Database but is not publicly accessible due to patient confidentiality policies.""","The paper mentions that the data is available on a database, but it is not publicly accessible due to confidentiality policies.",No
40763144,5,How many individuals had samples obtained for HIV sequencing?,The paper mentions that the study included individuals who had been on ART for at least one year and had a non-suppressed HIV viral load.,"The paper specifies that the study included individuals who had been on ART, which implies that these individuals had received various drug classes before sample sequencing.","NRTIs, NNRTIs, PIs, INSTIs"
40763144,6,From which countries were the sequenced samples obtained?,The paper mentions that the study was conducted in the West-Nile region of Uganda.,"The paper specifies that the study was conducted in Uganda, which implies that the sequenced samples were obtained from individuals in Uganda.",Uganda
40763144,7,From what years were the sequenced samples obtained?,"The paper states that the study was conducted between January 1, 2021, and December 30, 2023.","The paper provides a specific date range for the study, which implies that the sequenced samples were obtained during this time period.",2021-2023
40763144,8,Were samples cloned prior to sequencing?,The paper mentions that the study focused on the HIV protease and reverse transcriptase genes.,"The paper specifically mentions the protease and reverse transcriptase genes, which implies that these genes were sequenced.","PR, RT"
40763144,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""A total 295 records were analyzed.""","The paper mentions that 295 records were analyzed, which implies that 295 individuals had samples obtained for HIV sequencing.",295
40763144,10,What method was used for sequencing?,"The paper states that ""Sequencing, where individual mutations are identified using either Sanger sequencing or Next generation sequencing is then carried out.""","The paper mentions both Sanger sequencing and next-generation sequencing, which implies that both methods were used for sequencing.","Sanger sequencing, NGS"
40763144,11,What type of samples were sequenced?,The paper mentions that RNA was extracted from plasma or dried blood spots.,"The paper specifies that RNA was extracted from plasma or dried blood spots, which implies that these types of samples were sequenced.","Plasma, DBS"
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper states that the study included individuals who had been on ART for at least one year and had a non-suppressed HIV viral load.,"The paper mentions that the study included individuals who had been on ART and had a non-suppressed viral load, which implies that these individuals were experiencing virological failure.",Yes
40763144,13,Were the patients in the study in a clinical trial?,The paper states that the study included individuals who had been on ART for at least one year.,"The paper mentions that the study included individuals who had been on ART, which implies that these individuals had previously received ARV drugs.",Yes
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the study included individuals who had been on ART for at least one year and had a non-suppressed HIV viral load.,"The paper specifies that the study included individuals who had been on ART, which implies that these individuals had received various drugs before sample sequencing.","TDF, 3TC, AZT, ABC, DTG, ATVr, LPVr, EFV, NVP, RAL, EVG, MVC, CAB, LEN"
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,,,
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,,,
40779404,1,Does the paper report HIV sequences from patient samples?,,,
40779404,2,Does the paper report in vitro drug susceptibility data?,,,
