PMID,QID,question,evidence,rationale,AI Answer
19104010,2,Does the paper report in vitro drug susceptibility data?,GS-9160 has potent and selective antiviral activity in primary human T lymphocytes producing a 50% effective concentration (EC ~50~ ) of ∼2 nM. The antiviral activity of GS-9160 was evaluated in HIV-1-infected MT-2 and MT-4 cell lines as well as in primary human T lymphocytes.,"The paper provides detailed information on the antiviral activity of GS-9160, including its effective concentrations in various cell lines, indicating that it does report in vitro drug susceptibility data.",Yes
19104010,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences, as it does not report on patient samples or their sequences.",No
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,,The paper does not provide any GenBank accession numbers for sequenced HIV isolates. It focuses on the characterization of the integrase inhibitor GS-9160 without reporting specific sequences.,No
19104010,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not report on any individuals from whom samples were obtained for HIV sequencing, as it does not involve patient samples.",0
19104010,6,From which countries were the sequenced samples obtained?,,"The paper does not provide information regarding the countries from which any sequenced samples were obtained, as it does not report on patient samples.",No
19104010,7,From what years were the sequenced samples obtained?,,"The paper does not mention any sequenced samples or the years they were obtained, as it focuses on laboratory evaluations of the drug GS-9160.",No
19104010,8,Were samples cloned prior to sequencing?,,"The paper does not mention any cloning of samples prior to sequencing, as it does not report on sequencing of HIV samples.",No
19104010,9,Which HIV genes were reported to have been sequenced?,,The paper does not mention any specific HIV genes that were sequenced. It primarily discusses the resistance mutations associated with the integrase inhibitor GS-9160.,No
19104010,10,What method was used for sequencing?,,"The paper does not specify any sequencing method used, as it does not report on sequencing of HIV samples.",No
19104010,11,What type of samples were sequenced?,,"The paper does not report on any sequenced samples, focusing instead on the evaluation of the integrase inhibitor GS-9160.",No
19104010,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not report on patient samples.",No
19104010,13,Were the patients in the study in a clinical trial?,,"The paper does not mention any clinical trials involving patients, as it focuses on laboratory studies of GS-9160.",No
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had previously received ARV drugs, as it does not report on patient samples.",No
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not report on any individuals or drug classes received prior to sequencing, as it does not involve patient samples.",No
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not mention any drugs received by individuals, as it does not report on patient samples.",No
21115794,1,Does the paper report HIV sequences from patient samples?,,The paper does not mention any patient samples or sequences derived from patients. It primarily focuses on the in vitro properties of the drug S/GSK1349572 and its effects on HIV replication and resistance.,No
21115794,2,Does the paper report in vitro drug susceptibility data?,"S/GSK1349572 inhibited HIV-1 integrase-catalyzed strand transfer with a 50% inhibitory concentration (IC ~50~ ) of 2.7 nM. The EC ~50~ against HIV-1 was 0.51 nM in PBMCs, 0.71 nM in MT-4 cells, and 2.2 nM in the PHIV assay, which uses a pseudotyped self-inactivating virus.","The paper provides detailed information on the in vitro susceptibility of S/GSK1349572 against various HIV strains, including its IC50 and EC50 values in different cell types.",Yes
21115794,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences, as it does not report on patient-derived sequences.",No
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates, as it does not report on any patient-derived sequences.",No
21115794,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not provide any information regarding the number of individuals from whom samples were obtained, as it does not report on patient samples.",0
21115794,6,From which countries were the sequenced samples obtained?,,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on patient samples.",No
21115794,7,From what years were the sequenced samples obtained?,,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not report on patient samples.",No
21115794,8,Were samples cloned prior to sequencing?,,"The paper does not discuss any cloning of samples prior to sequencing, as it does not report on patient-derived sequences.",No
21115794,9,Which HIV genes were reported to have been sequenced?,,"The paper does not mention any specific HIV genes that were sequenced, as it focuses on the drug's properties rather than on sequencing data.",No
21115794,10,What method was used for sequencing?,,"The paper does not mention any sequencing methods, as it does not report on any patient-derived sequences or sequencing data.",No
21115794,11,What type of samples were sequenced?,,"The paper does not mention any specific types of samples that were sequenced, as it does not report on patient samples.",No
21115794,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not report on patient samples.",No
21115794,13,Were the patients in the study in a clinical trial?,,"The paper does not mention any clinical trials involving patients, as it does not report on patient samples.",No
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had previously received ARV drugs, as it does not report on patient samples.",No
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not provide any information regarding drug classes received by individuals, as it does not report on patient samples.",No
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not mention any specific drugs received by individuals, as it does not report on patient samples.",No
23749954,1,Does the paper report HIV sequences from patient samples?,,The paper primarily discusses laboratory experiments involving cell culture and does not mention any patient samples or sequences derived from patients. The focus is on the selection of mutations in specific HIV-1 strains under drug pressure in vitro.,No
23749954,2,Does the paper report in vitro drug susceptibility data?,"The use of nucleoside/nucleotide reverse transcriptase inhibitors (N(t)RTIs) as single drugs or in combination confirmed the more frequent selection of K65R by multiple N(t)RTIs in a subtype B virus. These single drug selections demonstrate that silent TAM nucleotide polymorphisms may be able to shift the resistance mutation selection pattern away from NL4-3 (64/65), which favours K65R.","The paper describes experiments conducted in cell culture to assess the susceptibility of different HIV-1 strains to various N(t)RTIs, indicating that in vitro drug susceptibility data is indeed reported.",Yes
23749954,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences or provide accession numbers, indicating that the sequences are not available.",No
23749954,4,What were the GenBank accession numbers for sequenced HIV isolates?,,The paper does not provide any GenBank accession numbers for sequenced HIV isolates. It focuses on laboratory-generated viruses and their mutations rather than patient-derived sequences.,No
23749954,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not report on any individuals or the number of samples obtained for HIV sequencing, as it does not involve patient data.",0
23749954,6,From which countries were the sequenced samples obtained?,,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on patient samples or clinical data.",No
23749954,7,From what years were the sequenced samples obtained?,,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not involve patient samples.",No
23749954,8,Were samples cloned prior to sequencing?,,"The paper does not mention any cloning of samples prior to sequencing, as it does not report on sequencing of patient samples or any specific cloning procedures.",No
23749954,9,Which HIV genes were reported to have been sequenced?,,"The paper does not specify any sequenced HIV genes, as it primarily discusses the selection of mutations in laboratory-generated viruses rather than detailing specific gene sequences.",No
23749954,10,What method was used for sequencing?,,"The paper does not specify the sequencing method used, as it focuses on in vitro experiments with laboratory-generated viruses rather than detailing sequencing techniques.",No
23749954,11,What type of samples were sequenced?,,"The paper does not report on any specific type of samples being sequenced, as it focuses on laboratory-generated viruses and their mutations.",No
23749954,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not involve patient samples or clinical data.",No
23749954,13,Were the patients in the study in a clinical trial?,,"The paper does not discuss any patients or clinical trials, as it focuses on laboratory experiments with HIV-1 strains.",No
23749954,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had previously received ARV drugs, as it does not involve patient samples.",No
23749954,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not report on any individuals or the drug classes they received, as it focuses on laboratory experiments rather than patient data.",No
23749954,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not provide information on any specific drugs received by individuals, as it does not involve patient samples or treatment histories.",No
24227862,1,Does the paper report HIV sequences from patient samples?,,The paper does not mention any patient samples or sequences derived from patients. It primarily discusses laboratory experiments and mutations in HIV-1 reverse transcriptase.,No
24227862,2,Does the paper report in vitro drug susceptibility data?,"The paper discusses the impact of mutations on drug resistance and provides data on the susceptibility of HIV-1 variants to various NNRTIs, including Etravirine (ETR) and Rilpivirine (RPV).","The results section details the phenotypic susceptibility analyses of RT inhibitors, indicating that in vitro drug susceptibility data was collected and analyzed.",Yes
24227862,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences or provide accession numbers, indicating that such data was not reported.",No
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,,"The paper does not provide any specific GenBank accession numbers for sequenced HIV isolates, indicating that such data was not reported.",No
24227862,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not provide any information regarding the number of individuals from whom samples were obtained, as it does not report on patient samples.",0
24227862,6,From which countries were the sequenced samples obtained?,,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on patient samples.",No
24227862,7,From what years were the sequenced samples obtained?,,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not report on patient samples.",No
24227862,8,Were samples cloned prior to sequencing?,,"The paper does not discuss any cloning of samples prior to sequencing, as it does not report on patient samples or sequencing data.",No
24227862,9,Which HIV genes were reported to have been sequenced?,,"The paper does not specify any sequenced HIV genes, focusing instead on mutations in reverse transcriptase and their effects on drug resistance.",No
24227862,10,What method was used for sequencing?,,"The paper does not mention any sequencing methods, as it does not report on patient samples or sequencing data.",No
24227862,11,What type of samples were sequenced?,,"The paper does not specify any type of samples that were sequenced, as it does not report on patient samples.",No
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not report on patient samples.",No
24227862,13,Were the patients in the study in a clinical trial?,,"The paper does not mention any clinical trials involving patients, as it does not report on patient samples.",No
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had previously received ARV drugs, as it does not report on patient samples.",No
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not provide any information regarding drug classes received by individuals, as it does not report on patient samples.",No
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not mention any specific drugs received by individuals, as it does not report on patient samples.",No
25637519,1,Does the paper report HIV sequences from patient samples?,Not reported.,"The paper does not provide any information regarding the sequencing of HIV samples from patients, nor does it mention any patient-derived sequences.",No
25637519,2,Does the paper report in vitro drug susceptibility data?,"The susceptibility of the mutant viruses to NNRTIs (nevirapine, efavirenz, etravirine and rilpivirine) and NRTIs (zidovudine, abacavir sulphate, lamivudine, emtricitabine and tenofovir disoproxil fumarate) was measured in a single-cycle cell-culture-based phenotypic assay. Results showed that the mutation D404N conferred low-level resistance to nevirapine, efavirenz, rilpivirine and zidovudine.","The paper explicitly describes the methods used to assess the drug susceptibility of various HIV mutants, indicating that in vitro drug susceptibility data was collected and analyzed.",Yes
25637519,3,Were sequences from the paper made publicly available?,Not reported.,"The paper does not indicate whether the sequences were made publicly available, nor does it provide any accession numbers or references to public databases.",No
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,"The paper does not mention any specific GenBank accession numbers for sequenced HIV isolates, nor does it provide any details about the sequences.",No
25637519,5,How many individuals had samples obtained for HIV sequencing?,Not reported.,The paper does not specify the number of individuals from whom samples were obtained for HIV sequencing.,0
25637519,6,From which countries were the sequenced samples obtained?,Not Found.,"The paper does not mention any countries from which sequenced samples were obtained, nor does it provide any geographical context for the samples.",No
25637519,7,From what years were the sequenced samples obtained?,Not Found.,The paper does not provide any information regarding the years from which sequenced samples were obtained.,No
25637519,8,Were samples cloned prior to sequencing?,Not reported.,"The paper does not mention whether samples were cloned prior to sequencing, nor does it provide any information regarding the sequencing process.",No
25637519,9,Which HIV genes were reported to have been sequenced?,Not reported.,"The paper does not specify any particular HIV genes that were sequenced, nor does it provide any information regarding the sequencing of genes.",No
25637519,10,What method was used for sequencing?,Not reported.,"The paper does not specify the sequencing method used, nor does it provide any details about the sequencing techniques employed.",No
25637519,11,What type of samples were sequenced?,Not reported.,"The paper does not specify the type of samples that were sequenced, nor does it provide any details about the nature of the samples.",No
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported.,The paper does not mention whether any sequences were obtained from individuals experiencing virological failure on a treatment regimen.,No
25637519,13,Were the patients in the study in a clinical trial?,Not reported.,The paper does not provide any information regarding whether the patients were part of a clinical trial.,No
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported.,The paper does not mention whether the sequences were obtained from individuals who had previously received antiretroviral drugs.,No
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported.,The paper does not provide any information regarding the drug classes received by individuals prior to sample sequencing.,No
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported.,The paper does not mention any specific drugs that were received by individuals before sample sequencing.,No
26246578,1,Does the paper report HIV sequences from patient samples?,,The paper does not mention any patient samples or sequences derived from patients. It focuses on laboratory studies involving recombinant HIV-1 vectors and does not provide any information about patient-derived sequences.,No
26246578,2,Does the paper report in vitro drug susceptibility data?,"The study assessed the viral infectivity of equivalent NL4.3 viruses in the presence or absence of RAL, EVG, and DTG. The susceptibilities to DTG, RAL, and EVG were measured by the infection of TZM-bl cells using serial dilutions of drugs.","The paper describes experiments that measure the susceptibility of HIV-1 to various integrase inhibitors, indicating that in vitro drug susceptibility data is indeed reported.",Yes
26246578,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences, as it does not report on any patient samples or sequences derived from patients.",No
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates, as it does not report on any patient samples or sequences derived from patients.",No
26246578,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not provide any information regarding the number of individuals from whom samples were obtained, as it does not report on any patient samples or sequences derived from patients.",0
26246578,6,From which countries were the sequenced samples obtained?,,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on any patient samples or sequences derived from patients.",No
26246578,7,From what years were the sequenced samples obtained?,,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not report on any patient samples or sequences derived from patients.",No
26246578,8,Were samples cloned prior to sequencing?,,"The paper does not mention any cloning of samples prior to sequencing, as it does not report on any patient samples or sequences derived from patients.",No
26246578,9,Which HIV genes were reported to have been sequenced?,,"The paper does not mention any specific HIV genes that were sequenced, as it focuses on the effects of mutations on integrase function and does not provide details on sequencing of specific genes.",No
26246578,10,What method was used for sequencing?,,"The paper does not specify any sequencing method, as it does not report on any patient samples or sequences derived from patients.",No
26246578,11,What type of samples were sequenced?,,"The paper does not mention any specific type of samples that were sequenced, as it does not report on any patient samples or sequences derived from patients.",No
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not report on any patient samples or sequences derived from patients.",No
26246578,13,Were the patients in the study in a clinical trial?,,"The paper does not mention any clinical trials involving patients, as it does not report on any patient samples or sequences derived from patients.",No
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had previously received ARV drugs, as it does not report on any patient samples or sequences derived from patients.",No
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not mention any drug classes received by individuals, as it does not report on any patient samples or sequences derived from patients.",No
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not mention any specific drugs received by individuals, as it does not report on any patient samples or sequences derived from patients.",No
26311878,1,Does the paper report HIV sequences from patient samples?,Not reported.,The paper does not mention any specific patient samples or sequences derived from patients. It primarily discusses laboratory-generated viruses and their resistance mutations.,No
26311878,2,Does the paper report in vitro drug susceptibility data?,"Viral infectivity, replicative capacity, and resistance against INSTIs were measured in cell-based assays. The addition of the E138K substitution partially compensated for these deficits and resulted in high levels of resistance against EVG but not against DTG or RAL.","The paper describes experiments that assess the susceptibility of various HIV-1 strains to different integrase inhibitors, indicating that in vitro drug susceptibility data is indeed reported.",Yes
26311878,3,Were sequences from the paper made publicly available?,Not reported.,"The paper does not mention any publicly available sequences, as it focuses on laboratory-generated viruses and their resistance mutations.",No
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates, as it focuses on laboratory-generated viruses rather than patient-derived sequences.",No
26311878,5,How many individuals had samples obtained for HIV sequencing?,Not reported.,"The paper does not mention any individuals or samples obtained for sequencing, as it does not involve patient samples.",0
26311878,6,From which countries were the sequenced samples obtained?,Not Found.,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on patient samples.",No
26311878,7,From what years were the sequenced samples obtained?,Not Found.,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not involve patient samples.",No
26311878,8,Were samples cloned prior to sequencing?,Not reported.,"The paper does not discuss any cloning of samples prior to sequencing, as it does not involve patient samples or sequencing.",No
26311878,9,Which HIV genes were reported to have been sequenced?,Not reported.,"The paper does not specify any sequenced HIV genes, as it primarily discusses mutations in the integrase gene and their effects on drug resistance without detailing sequencing of specific genes.",No
26311878,10,What method was used for sequencing?,Not reported.,"The paper does not mention any sequencing methods, as it focuses on laboratory-generated viruses and their resistance mutations rather than sequencing patient samples.",No
26311878,11,What type of samples were sequenced?,Not reported.,"The paper does not specify any type of samples that were sequenced, as it primarily discusses laboratory-generated viruses.",No
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported.,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not involve patient samples.",No
26311878,13,Were the patients in the study in a clinical trial?,Not reported.,"The paper does not provide any information regarding patients or clinical trials, as it focuses on laboratory studies.",No
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported.,"The paper does not mention any sequences from individuals who had received ARV drugs, as it does not involve patient samples.",No
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported.,"The paper does not provide any information regarding drug classes received by individuals, as it does not involve patient samples.",No
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported.,"The paper does not mention any specific drugs received by individuals, as it does not involve patient samples.",No
26559830,1,Does the paper report HIV sequences from patient samples?,,The paper does not mention any patient samples or sequences derived from patients. It focuses on the construction of HIV-2 molecular clones and their susceptibility to protease inhibitors.,No
26559830,2,Does the paper report in vitro drug susceptibility data?,The paper compares the phenotypic sensitivities of mutant and wild-type viruses to nine FDA-approved protease inhibitors. Clone PRΔ4 showed PI susceptibility equivalent to or greater than that of HIV-1 for all PI.,"The results section discusses the susceptibility of various HIV-2 clones to protease inhibitors, indicating that in vitro drug susceptibility data was collected and analyzed.",Yes
26559830,3,Were sequences from the paper made publicly available?,,"The paper does not mention any publicly available sequences or provide accession numbers, as it does not report on patient-derived sequences.",No
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates, as it does not report on any patient-derived sequences.",No
26559830,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not report on any individuals from whom samples were obtained for sequencing, as it does not involve patient samples.",0
26559830,6,From which countries were the sequenced samples obtained?,,"The paper does not mention any countries from which sequenced samples were obtained, as it does not report on patient samples.",No
26559830,7,From what years were the sequenced samples obtained?,,"The paper does not provide any information regarding the years from which sequenced samples were obtained, as it does not report on patient samples.",No
26559830,8,Were samples cloned prior to sequencing?,,The paper discusses the construction of HIV-2 molecular clones but does not mention any sequencing of patient samples.,No
26559830,9,Which HIV genes were reported to have been sequenced?,,"The paper does not mention any specific HIV genes that were sequenced, as it primarily discusses the protease mutations in constructed molecular clones rather than sequenced patient samples.",No
26559830,10,What method was used for sequencing?,,"The paper does not specify any sequencing method, as it does not report on sequenced patient samples.",No
26559830,11,What type of samples were sequenced?,,"The paper does not report on any specific type of samples that were sequenced, as it does not involve patient samples.",No
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,"The paper does not mention any sequences obtained from individuals with virological failure, as it does not report on patient samples.",No
26559830,13,Were the patients in the study in a clinical trial?,,"The paper does not mention any clinical trials or patient involvement, as it focuses on laboratory studies with molecular clones.",No
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,"The paper does not mention any sequences from individuals who had received ARV drugs, as it does not report on patient samples.",No
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,,"The paper does not report on any drug classes received by individuals, as it does not involve patient samples.",No
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,,"The paper does not mention any specific drugs received by individuals, as it does not involve patient samples.",No
27009474,1,Does the paper report HIV sequences from patient samples?,Q148N was present in viruses from three raltegravir-experienced individuals and is the only other mutation at this position detected in GenBank sequences. The patient's response to therapy may reflect the relatively low-level reduction in elvitegravir susceptibility associated with Q148N and the relatively low plasma HIV-1 RNA level at the time of diagnosis.,"The evidence indicates that the paper discusses HIV sequences obtained from individuals, specifically mentioning ""three raltegravir-experienced individuals."" This confirms that the paper reports on HIV sequences from patient samples.",Yes
27009474,2,Does the paper report in vitro drug susceptibility data?,Infectious molecular HIV-1 clones containing Q148N alone and in combination with G140S demonstrated ∼2.4--4.5 reduced elvitegravir susceptibility depending on the virus's genetic context but retained susceptibility to raltegravir and dolutegravir.,"The evidence describes the results of experiments conducted with HIV-1 clones, specifically detailing the susceptibility of these clones to various drugs, which constitutes in vitro drug susceptibility data.",Yes
27009474,3,Were sequences from the paper made publicly available?,The sequence of the clinical clone has been submitted to the GenBank under the accession number KU761565.,"The evidence indicates that the sequence has been submitted to GenBank, which means it is publicly available.",Yes
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,The sequence of the clinical clone has been submitted to the GenBank under the accession number KU761565.,"The evidence provides a specific accession number (KU761565) for the sequenced HIV isolates, indicating that this is the relevant GenBank accession number mentioned in the paper.",KU761565
27009474,5,How many individuals had samples obtained for HIV sequencing?,,The paper mentions an individual with transmitted four-class drug resistance but does not specify the total number of individuals from whom samples were obtained.,1
27009474,6,From which countries were the sequenced samples obtained?,,The paper does not provide any information regarding the countries from which the sequenced samples were obtained.,No
27009474,7,From what years were the sequenced samples obtained?,,The paper does not specify any years related to the sequenced samples.,No
27009474,8,Were samples cloned prior to sequencing?,,The paper does not provide information regarding whether samples were cloned prior to sequencing.,No
27009474,9,Which HIV genes were reported to have been sequenced?,Q148N was present in viruses from three raltegravir-experienced individuals and is the only other mutation at this position detected in GenBank sequences. Q148 is conserved in all lentiviruses and plays an essential role in integrase strand transfer activity.,"The evidence discusses the Q148 mutation, which is associated with the integrase gene, indicating that the integrase gene was sequenced. However, the paper does not specify other genes sequenced.","Integrase, IN"
27009474,10,What method was used for sequencing?,,The paper does not mention the specific method used for sequencing.,No
27009474,11,What type of samples were sequenced?,,The paper does not specify the type of samples that were sequenced.,No
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,The paper does not mention whether any sequences were obtained from individuals with virological failure.,No
27009474,13,Were the patients in the study in a clinical trial?,,The paper does not provide any information indicating that the patients were part of a clinical trial.,No
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The patient’s response to therapy may reflect the relatively low-level reduction in elvitegravir susceptibility associated with Q148N and the relatively low plasma HIV-1 RNA level at the time of diagnosis.,"The evidence indicates that the individual had transmitted four-class drug resistance, suggesting prior exposure to antiretroviral drugs.",Yes
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,The infected individual responded to an initial treatment regimen containing tenofovir/emtricitabine/elvitegravir/cobicistat.,"The evidence lists the components of the treatment regimen, which includes drugs from the NRTI and INSTI classes.","NRTI, INSTI"
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,The infected individual responded to an initial treatment regimen containing tenofovir/emtricitabine/elvitegravir/cobicistat.,"The evidence specifies the drugs included in the treatment regimen, indicating that these were the drugs received by the individual before sample sequencing.","Tenofovir, Emtricitabine, Elvitegravir, Cobicistat"
27124362,1,Does the paper report HIV sequences from patient samples?,,The paper does not mention any patient samples or sequences derived from patients. It focuses on the antiviral activities of Rilpivirine and Doravirine against HIV-1 mutants in vitro.,No
27124362,2,Does the paper report in vitro drug susceptibility data?,"DOR potently inhibited the replication of the WT HIV-1 vector in the single-cycle assay (0.67 ± 0.14 nM) and L100I mutant (1.14 ± 0.2 nM). We initially investigated the L100I, K103N, Y181C, Y188L, H221Y, and K103N/Y181C RT mutants.","The paper describes the use of a single-round HIV-1 infection assay to measure the antiviral activity of RPV and DOR against various HIV-1 mutants, indicating that in vitro drug susceptibility data is indeed reported.",Yes
27124362,3,Were sequences from the paper made publicly available?,,"The paper does not mention any public availability of sequences, as it does not report on any patient samples or sequencing.",No
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates, as it does not report on any sequencing of patient samples.",No
27124362,5,How many individuals had samples obtained for HIV sequencing?,,"The paper does not provide any information regarding the number of individuals from whom samples were obtained, as it does not report on any patient samples or sequencing.",0
