PMID,QID,question,Evidence,Rationale,AI Answer
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
19104010,5,How many individuals had samples obtained for HIV sequencing?,Not reported,The paper does not provide information on the number of individuals with samples obtained for HIV sequencing.,0
19104010,6,From which countries were the sequenced samples obtained?,Not reported,The paper does not provide information on the countries from which the sequenced samples were obtained.,No
19104010,7,From what years were the sequenced samples obtained?,Not reported,The paper does not provide information on the years from which the sequenced samples were obtained.,No
19104010,8,Were samples cloned prior to sequencing?,The paper describes the clonal sequencing of viral passages selected with GS-9160.,The paper reports the clonal sequencing of the IN gene from viral passages selected with GS-9160.,Yes
19104010,9,Which HIV genes were reported to have been sequenced?,The paper reports the sequencing of the IN gene.,The paper describes the clonal sequencing of the IN gene from viral passages selected with GS-9160.,Integrase (IN)
19104010,10,What method was used for sequencing?,The paper does not specify the sequencing method used.,The paper does not provide information on the sequencing method used.,No
19104010,11,What type of samples were sequenced?,The paper reports the sequencing of viral DNA.,The paper describes the clonal sequencing of the IN gene from viral passages selected with GS-9160.,Viral DNA
19104010,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported,The paper does not provide information on the sequences obtained from individuals with virological failure on a treatment regimen.,No
19104010,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information on the clinical trial status of the patients.,No
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported,The paper does not provide information on the sequences obtained from individuals who had previously received ARV drugs.,No
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper reports the treatment of cells with various antiviral compounds, including NRTIs, NNRTIs, and PIs.","The paper describes the antiviral activity of GS-9160 and other compounds against HIV-1, including their EC50 values and synergy/antagonism volumes.","NRTI, NNRTI, PI"
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper reports the treatment of cells with various antiviral compounds, including NRTIs, NNRTIs, and PIs.","The paper describes the antiviral activity of GS-9160 and other compounds against HIV-1, including their EC50 values and synergy/antagonism volumes.","NRTI (Nucleoside Reverse Transcriptase Inhibitor), including Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV); NNRTI (Non-Nucleosid Reverse Transcriptase Inhibitor), including Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR); PI (Protease Inhibitor), including Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV)"
21115794,1,Does the paper report HIV sequences from patient samples?,Not reported.,"The paper does not mention sequencing patient samples, but rather discusses the properties of a new integrase inhibitor, S/GSK1349572.",No
21115794,2,Does the paper report in vitro drug susceptibility data?,"The paper reports in vitro drug susceptibility data for S/GSK1349572 against various HIV strains, including those resistant to other classes of anti-HIV agents.","The paper presents data on the antiviral activity of S/GSK1349572 against HIV-1 in PBMCs, MT-4 cells, and the PHIV assay, as well as its activity against clinically relevant IN mutant viruses.",Yes
21115794,3,Were sequences from the paper made publicly available?,Not reported.,The paper does not mention making sequences publicly available.,No
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
21115794,5,How many individuals had samples obtained for HIV sequencing?,Not reported.,The paper does not mention the number of individuals who had samples obtained for HIV sequencing.,0
21115794,6,From which countries were the sequenced samples obtained?,Not reported.,The paper does not mention the countries from which the sequenced samples were obtained.,No
21115794,7,From what years were the sequenced samples obtained?,Not reported.,The paper does not mention the years from which the sequenced samples were obtained.,No
21115794,8,Were samples cloned prior to sequencing?,Not reported.,The paper does not mention cloning samples prior to sequencing.,No
21115794,9,Which HIV genes were reported to have been sequenced?,Not reported.,The paper does not mention sequencing any HIV genes.,No
21115794,10,What method was used for sequencing?,Not reported.,The paper does not mention the sequencing method used.,No
21115794,11,What type of samples were sequenced?,Not reported.,The paper does not mention the type of samples that were sequenced.,No
21115794,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported.,The paper does not mention obtaining sequences from individuals with virological failure on a treatment regimen.,No
21115794,13,Were the patients in the study in a clinical trial?,Not reported.,The paper does not mention the patients being in a clinical trial.,No
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported.,The paper does not mention sequencing individuals who had previously received ARV drugs.,No
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported.,The paper does not mention the drug classes received by individuals in the study before sample sequencing.,No
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported.,The paper does not mention the drugs received by individuals in the study before sample sequencing.,No
23749954,1,Does the paper report HIV sequences from patient samples?,"The paper does not report HIV sequences from patient samples. Instead, it discusses the results of cell culture drug selections with various drugs in MT2 cells.","The paper focuses on the mechanisms of HIV drug resistance and the impact of silent nucleotide polymorphisms on the selection of resistance mutations. The results are based on in vitro experiments with cloned viruses, not patient samples.",No
23749954,2,Does the paper report in vitro drug susceptibility data?,"The paper reports the results of cell culture drug selections with various drugs in MT2 cells, which provide in vitro drug susceptibility data.","The paper presents the outcomes of drug selections with different antiretroviral drugs, including tenofovir, didanosine, stavudine, apricitabine, and abacavir, which demonstrate the susceptibility of HIV-1 to these drugs in vitro.",Yes
23749954,3,Were sequences from the paper made publicly available?,Not reported,The paper does not mention the public availability of the sequences.,No
23749954,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
23749954,5,How many individuals had samples obtained for HIV sequencing?,Not reported,The paper does not provide information about the number of individuals with samples obtained for HIV sequencing.,0
23749954,6,From which countries were the sequenced samples obtained?,Not reported,The paper does not provide information about the countries from which the sequenced samples were obtained.,No
23749954,7,From what years were the sequenced samples obtained?,Not reported,The paper does not provide information about the years from which the sequenced samples were obtained.,No
23749954,8,Were samples cloned prior to sequencing?,The paper describes the generation of HIV-1 NL4-3 clones containing single nucleotide mutations at positions 64 and 65 to create viruses behaving as if they were subtype C.,"The cloning of viruses prior to sequencing is a crucial step in the study, as it allows researchers to investigate the impact of silent nucleotide polymorphisms on the selection of resistance mutations.",Yes
23749954,9,Which HIV genes were reported to have been sequenced?,Not reported,The paper does not mention the sequencing of specific HIV genes.,No
23749954,10,What method was used for sequencing?,Not reported,The paper does not mention the sequencing method used.,No
23749954,11,What type of samples were sequenced?,Not reported,The paper does not provide information about the type of samples sequenced.,No
23749954,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported,The paper does not mention the sequencing of samples from individuals with virological failure on a treatment regimen.,No
23749954,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information about the study design or whether the patients were part of a clinical trial.,No
23749954,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper discusses the impact of silent nucleotide polymorphisms on the selection of resistance mutations in the context of antiretroviral therapy.,"The study investigates the effects of antiretroviral drugs on the selection of resistance mutations in cloned viruses, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
23749954,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions the use of N(t)RTIs, including tenofovir, didanosine, stavudine, apricitabine, and abacavir, which are NRTI drugs.","The study focuses on the effects of NRTI drugs on the selection of resistance mutations, indicating that the individuals in the study received NRTI drugs before sample sequencing.",NRTI
23749954,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions the use of tenofovir, didanosine, stavudine, apricitabine, and abacavir, which are NRTI drugs.","The study focuses on the effects of these NRTI drugs on the selection of resistance mutations, indicating that the individuals in the study received these drugs before sample sequencing.","Tenofovir, Didanosine, Stavudine, Apricitabine, Abacavir"
24227862,1,Does the paper report HIV sequences from patient samples?,"The paper does not report HIV sequences from patient samples. Instead, it reports the results of experiments using recombinant HIV-1 clones and cord blood mononuclear cells (CBMCs) under drug selection pressure.",The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility. It does not involve the analysis of patient samples.,No
24227862,2,Does the paper report in vitro drug susceptibility data?,"The paper reports the results of experiments using recombinant HIV-1 clones and cord blood mononuclear cells (CBMCs) under drug selection pressure, which provide in vitro drug susceptibility data.","The paper presents the effects of specific mutations on viral replication capacity and drug susceptibility, which is a key aspect of in vitro drug susceptibility data.",Yes
24227862,3,Were sequences from the paper made publicly available?,The paper does not report whether sequences from the paper were made publicly available.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the public availability of the sequences.",No
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not report GenBank accession numbers for sequenced HIV isolates.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing of HIV isolates.",No
24227862,5,How many individuals had samples obtained for HIV sequencing?,The paper does not report the number of individuals who had samples obtained for HIV sequencing.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the number of individuals sequenced.",0
24227862,6,From which countries were the sequenced samples obtained?,The paper does not report the countries from which the sequenced samples were obtained.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the geographical origin of the samples.",No
24227862,7,From what years were the sequenced samples obtained?,The paper does not report the years from which the sequenced samples were obtained.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the temporal origin of the samples.",No
24227862,8,Were samples cloned prior to sequencing?,The paper does not report whether samples were cloned prior to sequencing.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing method used.",No
24227862,9,Which HIV genes were reported to have been sequenced?,The paper does not report the sequencing of HIV genes.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing of HIV genes.",No
24227862,10,What method was used for sequencing?,The paper does not report the sequencing method used.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing method used.",No
24227862,11,What type of samples were sequenced?,The paper does not report the type of samples sequenced.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the type of samples sequenced.",No
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not report the sequencing of samples from individuals with virological failure on a treatment regimen.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing of samples from individuals with virological failure.",No
24227862,13,Were the patients in the study in a clinical trial?,The paper does not report whether the patients in the study were in a clinical trial.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the clinical trial status of the patients.",No
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not report HIV sequences from individuals who had previously received ARV drugs.,"The paper focuses on the mechanisms of HIV drug resistance and the effects of specific mutations on viral replication capacity and drug susceptibility, rather than the sequencing of samples from individuals who had previously received ARV drugs.",No
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper reports that the individuals in the study received NNRTI drugs before sample sequencing.,"The paper presents the effects of specific mutations on viral replication capacity and drug susceptibility, which is a key aspect of the study.",NNRTI
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,The paper reports that the individuals in the study received Etravirine (ETR) and Rilpivirine (RPV) before sample sequencing.,"The paper presents the effects of specific mutations on viral replication capacity and drug susceptibility, which is a key aspect of the study.","Etravirine (ETR), Rilpivirine (RPV)"
25637519,1,Does the paper report HIV sequences from patient samples?,"The paper reports the characterization of a novel NNRTI-associated mutation, D404N, in the connection subdomain in the RT of HIV-1 subtype CRF08_BC. This is important because it is very possible for the mutation D404N to emerge in subtype CRF08_BC because it has been found in patients infected with HIV-1 subtype C and the connection subdomains of these two subtypes are very similar.","The paper does not explicitly state that it reports HIV sequences from patient samples, but it does mention that the mutation D404N has been found in patients infected with HIV-1 subtype C.",No
25637519,2,Does the paper report in vitro drug susceptibility data?,"The paper reports the results of drug susceptibility assays to further confirm the influence of double (D404N/H221Y, Y181C/D404N and Y181C/H221Y) and triple (Y181C/D404N/H221Y) mutations.","The paper provides detailed information on the methods used to assess drug susceptibility, including the use of a single-cycle cell-culture-based assay.",Yes
25637519,3,Were sequences from the paper made publicly available?,Not reported,The paper does not provide information on whether sequences from the study were made publicly available.,No
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
25637519,5,How many individuals had samples obtained for HIV sequencing?,Not reported,The paper does not provide information on the number of individuals who had samples obtained for HIV sequencing.,0
25637519,6,From which countries were the sequenced samples obtained?,Not Found,The paper does not provide information on the countries from which the sequenced samples were obtained.,No
25637519,7,From what years were the sequenced samples obtained?,Not Found,The paper does not provide information on the years from which the sequenced samples were obtained.,No
25637519,8,Were samples cloned prior to sequencing?,Not reported,The paper does not provide information on whether samples were cloned prior to sequencing.,No
25637519,9,Which HIV genes were reported to have been sequenced?,"The Gag gene contains Capsid gene. The pol gene contains protease, reverse transcriptase, and integrase.","The paper does not explicitly state which HIV genes were sequenced, but it does mention that the Gag and pol genes were analyzed.",Pol gene
25637519,10,What method was used for sequencing?,Not reported,The paper does not provide information on the sequencing method used.,No
25637519,11,What type of samples were sequenced?,Not reported,The paper does not provide information on the type of samples that were sequenced.,No
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported,The paper does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen.,No
25637519,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information on whether the patients in the study were in a clinical trial.,No
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported,The paper does not provide information on whether HIV sequences were obtained from individuals who had previously received ARV drugs.,No
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI","The paper mentions that individuals in the study received NRTI, NNRTI, PI, and INSTI drugs before sample sequencing.","NRTI, NNRTI, PI, INSTI"
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,"NRTI (Abacavir, Zidovudine, Zalcitabine, Didanosine, Lamivudine, Stavudine, Emtricitabine, Tenofovir); NNRTI (Nevirapine, Delavirdine, Efavirenz, Etravirine, Rilpivirine, Doravirine); PI (Amprenavir, Lopinavir, Atazanavir, Derunavir); INSTI (Raltegravir, Elvitegravir, Dolutegravir, Bictegravir, cabotegravir, Lenacapavir)",The paper mentions that individuals in the study received various ARV drugs before sample sequencing.,"NRTI (Abacavir, Zidovudine, Zalcitabine, Didanosine, Lamivudine, Stavudine, Emtricitabine, Tenofovir); NNRTI (Nevirapine, Delavirdine, Efavirenz, Etravirine, Rilpivirine, Doravirine); PI (Amprenavir, Lopinavir, Atazanavir, Derunavir); INSTI (Raltegravir, Elvitegravir, Dolutegravir, Bictegravir, cabotegravir, Lenacapavir)"
26246578,1,Does the paper report HIV sequences from patient samples?,This study aimed to uncover whether accessory mutations that appear after N155H in response to raltegravir/elvitegravir were compatible with N155H and R263K.,"The paper does not report HIV sequences from patient samples. Instead, it focuses on the effects of accessory mutations within integrase (IN) on each of integrase function, HIV-1 infectivity, and levels of drug resistance.",No
26246578,2,Does the paper report in vitro drug susceptibility data?,"HIV susceptibilities to DTG, RAL, and EVG were measured by the infection of 30,000 TZM-bl cells using 100,000 RT units per well of each virus in the presence of 1:10 serial dilutions of drugs.","The paper reports in vitro drug susceptibility data, specifically the effects of accessory mutations on the susceptibility of HIV-1 to dolutegravir (DTG), raltegravir (RAL), and elvitegravir (EVG).",Yes
26246578,3,Were sequences from the paper made publicly available?,Not reported,The paper does not provide information about whether the sequences were made publicly available.,No
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
26246578,5,How many individuals had samples obtained for HIV sequencing?,Not reported,The paper does not provide information about the number of individuals who had samples obtained for HIV sequencing.,0
26246578,6,From which countries were the sequenced samples obtained?,Not Found,The paper does not provide information about the countries from which the sequenced samples were obtained.,No
26246578,7,From what years were the sequenced samples obtained?,Not Found,The paper does not provide information about the years from which the sequenced samples were obtained.,No
26246578,8,Were samples cloned prior to sequencing?,Not reported,The paper does not provide information about whether samples were cloned prior to sequencing.,No
26246578,9,Which HIV genes were reported to have been sequenced?,"The study investigated the effects of adding common INSTI secondary mutations to an N155H/R263K background that we had previously characterized as a relatively fit, DTG-resistant virus.","The paper focuses on the effects of accessory mutations within integrase (IN) on each of integrase function, HIV-1 infectivity, and levels of drug resistance, but it does not report the sequencing of specific HIV genes.",Integrase (IN)
26246578,10,What method was used for sequencing?,Not reported,The paper does not provide information about the sequencing method used.,No
26246578,11,What type of samples were sequenced?,Not reported,The paper does not provide information about the type of samples that were sequenced.,No
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported,The paper does not provide information about whether sequences were obtained from individuals with virological failure on a treatment regimen.,No
26246578,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information about whether the patients in the study were in a clinical trial.,No
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported,The paper does not provide information about whether the sequences were obtained from individuals who had previously received ARV drugs.,No
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,The paper does not provide information about the drug classes received by individuals in the study before sample sequencing.,No
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported,The paper does not provide information about the drugs received by individuals in the study before sample sequencing.,No
26311878,1,Does the paper report HIV sequences from patient samples?,"The paper does not report HIV sequences from patient samples. Instead, it reports the effects of the T66I, E138K, and R263K substitutions, alone and in combination, on viral replicative capacity and resistance to integrase inhibitors.","The paper focuses on the effects of specific mutations on viral replication and resistance to antiretroviral drugs, rather than reporting actual patient samples.",No
26311878,2,Does the paper report in vitro drug susceptibility data?,"The paper reports in vitro drug susceptibility data, including the effects of the T66I, E138K, and R263K substitutions on resistance to integrase inhibitors such as DTG, RAL, and EVG.",The paper describes experiments where viruses containing specific mutations were tested for their susceptibility to different antiretroviral drugs.,Yes
26311878,3,Were sequences from the paper made publicly available?,Not reported,The paper does not mention whether the sequences were made publicly available.,No
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
26311878,5,How many individuals had samples obtained for HIV sequencing?,Not reported,The paper does not provide information on the number of individuals who had samples obtained for HIV sequencing.,0
26311878,6,From which countries were the sequenced samples obtained?,Not reported,The paper does not mention the countries from which the sequenced samples were obtained.,No
26311878,7,From what years were the sequenced samples obtained?,,,No
26311878,8,Were samples cloned prior to sequencing?,Not reported,The paper does not provide information on whether samples were cloned prior to sequencing.,No
26311878,9,Which HIV genes were reported to have been sequenced?,Not reported,The paper does not report the sequencing of specific HIV genes.,No
26311878,10,What method was used for sequencing?,Not reported,The paper does not mention the sequencing method used.,No
26311878,11,What type of samples were sequenced?,Not reported,The paper does not mention the type of samples that were sequenced.,No
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported,The paper does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen.,No
26311878,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not mention whether the patients in the study were in a clinical trial.,No
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported,The paper does not provide information on whether the sequences were obtained from individuals who had previously received ARV drugs.,No
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,The paper does not mention the drug classes received by individuals in the study before sample sequencing.,No
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported,The paper does not provide information on the drugs received by individuals in the study before sample sequencing.,No
26559830,1,Does the paper report HIV sequences from patient samples?,"The paper does not report HIV sequences from patient samples. Instead, it reports the construction of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.",The paper focuses on understanding the mechanisms of intrinsic protease inhibitor resistance in HIV-2 by comparing the protease sequences of HIV-2 and HIV-1.,No
26559830,2,Does the paper report in vitro drug susceptibility data?,The paper reports in vitro drug susceptibility data for HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper uses a single-cycle assay to compare the sensitivities of wild-type and mutant HIV-2 molecular clones to each of nine FDA-approved protease inhibitors.,Yes
26559830,3,Were sequences from the paper made publicly available?,The paper reports the construction of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper does not report the public availability of sequences.,No
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not report GenBank accession numbers for sequenced HIV isolates.,"The paper focuses on constructing HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1, rather than reporting existing sequences.",No
26559830,5,How many individuals had samples obtained for HIV sequencing?,The paper reports the construction of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper does not report the number of individuals with samples obtained for HIV sequencing.,0
26559830,6,From which countries were the sequenced samples obtained?,The paper does not report the countries from which the sequenced samples were obtained.,"The paper focuses on constructing HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1, rather than reporting existing sequences.",No
26559830,7,From what years were the sequenced samples obtained?,The paper does not report the years from which the sequenced samples were obtained.,"The paper focuses on constructing HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1, rather than reporting existing sequences.",No
26559830,8,Were samples cloned prior to sequencing?,The paper reports the construction of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper focuses on understanding the mechanisms of intrinsic protease inhibitor resistance in HIV-2 by comparing the protease sequences of HIV-2 and HIV-1.,Yes
26559830,9,Which HIV genes were reported to have been sequenced?,The paper reports the sequencing of the protease gene of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper focuses on understanding the mechanisms of intrinsic protease inhibitor resistance in HIV-2 by comparing the protease sequences of HIV-2 and HIV-1.,Protease
26559830,10,What method was used for sequencing?,The paper reports the use of site-directed mutagenesis to construct HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper does not report the use of sequencing methods such as Sanger or next-generation sequencing.,No
26559830,11,What type of samples were sequenced?,The paper reports the use of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper does not report the use of patient samples.,Molecular clones
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not report the use of sequences obtained from individuals with virological failure on a treatment regimen.,The paper focuses on constructing HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,No
26559830,13,Were the patients in the study in a clinical trial?,The paper does not report the use of patients in a clinical trial.,The paper focuses on constructing HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,No
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper reports the construction of HIV-2 molecular clones encoding protease substitutions corresponding to the amino acids found in wild-type HIV-1.,The paper does not report the use of sequences obtained from individuals who had previously received ARV drugs.,No
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper reports the use of protease inhibitors in the study.,The paper does not report the use of other drug classes.,PI
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,The paper reports the use of protease inhibitors in the study.,The paper does not report the use of other drugs.,PI
27009474,1,Does the paper report HIV sequences from patient samples?,"A 50-year-old hispanic homosexual man underwent HIV-1 seroconversion in August 2014. His CD4 count at the time of diagnosis was 405 cells/mm3 and his plasma HIV-1 RNA level was 3,980 copies/ml.",The paper reports the sequence of a clinical clone from a patient sample.,Yes
27009474,2,Does the paper report in vitro drug susceptibility data?,Q148N ± G140S was associated with 2.4- to 4.5-fold reduced susceptibility to elvitegravir but not to raltegravir or dolutegravir (Table 1).,The paper reports the results of in vitro drug susceptibility testing using the PhenoSense assay.,Yes
27009474,3,Were sequences from the paper made publicly available?,Yes,The paper reports that the sequence of the clinical clone has been submitted to the GenBank.,Yes
