PMID,QID,question,Evidence,Rationale,AI Answer
26311878,9,Which HIV genes were reported to have been sequenced?,"The paper does not specifically mention which HIV genes were sequenced, but it discusses the effects of certain substitutions on viral infectivity, replicative capacity, and resistance to antiretroviral compounds.",The paper does not provide information on which HIV genes were sequenced.,Integrase
26311878,10,What method was used for sequencing?,Not Found,The paper does not mention the method used for sequencing.,No
26311878,11,What type of samples were sequenced?,"The paper does not specifically mention the type of samples sequenced, but it discusses the use of TZM-bl cells and PM-1 cells in the experiments.",The paper does not provide information on the type of samples sequenced.,Other
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper discusses the effects of certain substitutions on viral infectivity, replicative capacity, and resistance to antiretroviral compounds, but it does not mention virological failure on a treatment regimen.",The paper does not provide information on virological failure on a treatment regimen.,No
26311878,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,The paper does not provide information on a clinical trial.,No
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper discusses the effects of certain substitutions on viral infectivity, replicative capacity, and resistance to antiretroviral compounds, but it does not mention individuals who had previously received ARV drugs.",The paper does not provide information on individuals who had previously received ARV drugs.,No
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper discusses the effects of certain substitutions on viral infectivity, replicative capacity, and resistance to antiretroviral compounds, and it mentions the use of INSTIs, specifically RAL, EVG, and DTG.","The paper provides information on the use of INSTIs, specifically RAL, EVG, and DTG.",INSTI
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper discusses the effects of certain substitutions on viral infectivity, replicative capacity, and resistance to antiretroviral compounds, and it mentions the use of RAL, EVG, and DTG.","The paper provides information on the use of RAL, EVG, and DTG.","RAL, EVG, DTG"
26559830,1,Does the paper report HIV sequences from patient samples?,The paper does not mention obtaining sequences from patient samples.,"The paper discusses the construction of HIV-2 molecular clones and the testing of their susceptibility to protease inhibitors, but it does not mention the use of patient samples.",No
26559830,2,Does the paper report in vitro drug susceptibility data?,The paper reports the results of in vitro drug susceptibility assays using a single-cycle assay.,The paper describes the methods used to test the susceptibility of wild-type and mutant HIV-2 strains to nine FDA-approved protease inhibitors.,Yes
26559830,3,Were sequences from the paper made publicly available?,Not reported,The paper does not provide information on the public availability of the sequences.,No
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,No
26559830,5,How many individuals had samples obtained for HIV sequencing?,Not mentioned,The paper does not provide information on the number of individuals from whom samples were obtained.,0
26559830,6,From which countries were the sequenced samples obtained?,Not Found,The paper does not mention the countries from which the sequenced samples were obtained.,No
26559830,7,From what years were the sequenced samples obtained?,Not Found,The paper does not mention the years from which the sequenced samples were obtained.,No
26559830,8,Were samples cloned prior to sequencing?,Yes,"The paper mentions the construction of molecular clones, which involves cloning.",Yes
26559830,9,Which HIV genes were reported to have been sequenced?,The paper does not specifically mention which HIV genes were sequenced.,"The paper focuses on the protease gene and the construction of molecular clones, but it does not provide information on the sequencing of other HIV genes.",Protease
26559830,10,What method was used for sequencing?,Not mentioned,The paper does not provide information on the sequencing method used.,No
26559830,11,What type of samples were sequenced?,Not mentioned,The paper does not provide information on the type of samples sequenced.,No
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not mentioned,The paper does not provide information on the treatment history of the individuals from whom the sequences were obtained.,No
26559830,13,Were the patients in the study in a clinical trial?,No,The paper does not mention a clinical trial.,No
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not mentioned,The paper does not provide information on the treatment history of the individuals from whom the sequences were obtained.,No
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,PI (Protease Inhibitor),The paper mentions the testing of the susceptibility of HIV-2 strains to protease inhibitors.,PI
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,"Amprenavir (APV), Lopinavir (LPV), Atazanavir (ATV), Darunavir (DRV), Nelfinavir (NFV)",The paper mentions the testing of the susceptibility of HIV-2 strains to these protease inhibitors.,"Amprenavir (APV), Lopinavir (LPV), Atazanavir (ATV), Darunavir (DRV), Nelfinavir (NFV)"
27009474,1,Does the paper report HIV sequences from patient samples?,,,Yes
27009474,2,Does the paper report in vitro drug susceptibility data?,,,Yes
27009474,3,Were sequences from the paper made publicly available?,,,Yes
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,KU761565
27009474,5,How many individuals had samples obtained for HIV sequencing?,,,1
27009474,6,From which countries were the sequenced samples obtained?,,,No
27009474,7,From what years were the sequenced samples obtained?,,,2014
27009474,8,Were samples cloned prior to sequencing?,,,Yes
27009474,9,Which HIV genes were reported to have been sequenced?,,,"Integrase, IN"
27009474,10,What method was used for sequencing?,,,No
27009474,11,What type of samples were sequenced?,,,Plasma
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,No
27009474,13,Were the patients in the study in a clinical trial?,,,No
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,Yes
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,,,"INSTI, NRTI"
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,,,"Tenofovir, Emtricitabine, Elvitegravir, Cobicistat"
27124362,1,Does the paper report HIV sequences from patient samples?,,,No
27124362,2,Does the paper report in vitro drug susceptibility data?,,,Yes
27124362,3,Were sequences from the paper made publicly available?,,,No
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,No
27124362,5,How many individuals had samples obtained for HIV sequencing?,,,0
27124362,6,From which countries were the sequenced samples obtained?,,,No
27124362,7,From what years were the sequenced samples obtained?,,,No
27124362,8,Were samples cloned prior to sequencing?,,,No
27124362,9,Which HIV genes were reported to have been sequenced?,,,No
27124362,10,What method was used for sequencing?,,,No
27124362,11,What type of samples were sequenced?,,,No
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,No
27124362,13,Were the patients in the study in a clinical trial?,,,No
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,No
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,,,NNRTI
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,,,"RPV, DOR"
28559249,1,Does the paper report HIV sequences from patient samples?,,,No
28559249,2,Does the paper report in vitro drug susceptibility data?,,,Yes
28559249,3,Were sequences from the paper made publicly available?,,,No
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,No
28559249,5,How many individuals had samples obtained for HIV sequencing?,,,0
28559249,6,From which countries were the sequenced samples obtained?,,,No
28559249,7,From what years were the sequenced samples obtained?,,,No
28559249,8,Were samples cloned prior to sequencing?,,,No
28559249,9,Which HIV genes were reported to have been sequenced?,,,No
28559249,10,What method was used for sequencing?,,,No
28559249,11,What type of samples were sequenced?,,,No
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,No
28559249,13,Were the patients in the study in a clinical trial?,,,No
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,No
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,,,No
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,,,No
29373677,1,Does the paper report HIV sequences from patient samples?,,,Yes
29373677,2,Does the paper report in vitro drug susceptibility data?,,,Yes
29373677,3,Were sequences from the paper made publicly available?,,,Yes
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,No
29373677,5,How many individuals had samples obtained for HIV sequencing?,,,1
29373677,6,From which countries were the sequenced samples obtained?,,,No
29373677,7,From what years were the sequenced samples obtained?,,,No
29373677,8,Were samples cloned prior to sequencing?,,,No
29373677,9,Which HIV genes were reported to have been sequenced?,,,"Integrase, IN"
29373677,10,What method was used for sequencing?,,,No
29373677,11,What type of samples were sequenced?,,,PBMC
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,Yes
29373677,13,Were the patients in the study in a clinical trial?,,,No
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,Yes
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,,,INSTI
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,,,"Dolutegravir (DTG), Raltegravir (RAL)"
30053052,1,Does the paper report HIV sequences from patient samples?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""","The paper explicitly states that plasma samples were obtained from patients, indicating that HIV sequences were indeed reported from patient samples.",Yes
30053052,2,Does the paper report in vitro drug susceptibility data?,"The paper mentions that ""DSA was performed on three resistant viruses from treatment-failure patients, one G190A-containing strain from a treatment-naive individual, and seven NNRTI-resistant viruses obtained from the NIH AIDS Reagent Program.""","The paper explicitly states that drug susceptibility data was obtained through in vitro experiments, specifically through the drug susceptibility assay (DSA).",Yes
30053052,3,Were sequences from the paper made publicly available?,Not reported,The paper does not provide information on whether the sequences were made publicly available.,No
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,No
30053052,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""",The paper explicitly states that samples were obtained from 51 individuals (42 therapy-naive and 9 with virological treatment failure).,51
30053052,6,From which countries were the sequenced samples obtained?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""",The paper explicitly states that the samples were obtained from Sweden.,Sweden
30053052,7,From what years were the sequenced samples obtained?,Not reported,The paper does not provide information on the specific years when the samples were obtained.,No
30053052,8,Were samples cloned prior to sequencing?,"The paper mentions that ""The gag-pol fragment (HXB2: 0702-5798) was cloned into pNL43 plasmid following digestion with BssHII and SalI (New England Biolabs, USA) and ligation using T4 DNA ligase (New England Biolabs).""",The paper explicitly states that cloning was performed prior to sequencing.,Yes
30053052,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that ""The gag-pol fragment (HXB2: 0702-5798) was cloned into pNL43 plasmid following digestion with BssHII and SalI (New England Biolabs, USA) and ligation using T4 DNA ligase (New England Biolabs).""","The paper explicitly states that the gag-pol fragment was cloned, which contains the Capsid gene.",Capsid
30053052,10,What method was used for sequencing?,Not reported,The paper does not provide information on the sequencing method used.,No
30053052,11,What type of samples were sequenced?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""",The paper explicitly states that plasma samples were sequenced.,Plasma
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""",The paper explicitly states that sequences were obtained from individuals with virological failure on a treatment regimen.,Yes
30053052,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide information on whether the patients were part of a clinical trial.,No
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions that ""Stored plasma samples from patients who were either therapy naive (n = 42) or had a virological treatment failure (n = 9) were randomly selected from the HIV cohort at Karolinska University Hospital, Stockholm, Sweden.""",The paper explicitly states that sequences were obtained from individuals who had previously received ARV drugs (those with virological treatment failure).,Yes
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that ""The following drugs were purchased from Selleckchem, USA: nevirapine, efavirenz, etravirine, rilpivirine and tenofovir alafenamide.""","The paper explicitly states that the individuals received NNRTIs (Nevirapine, Efavirenz, Etravirine, Rilpivirine) and NRTIs (Tenofovir alafenamide) before sample sequencing.","NNRTI, NRTI"
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions that ""The following drugs were purchased from Selleckchem, USA: nevirapine, efavirenz, etravirine, rilpivirine and tenofovir alafenamide.""","The paper explicitly states that the individuals received Nevirapine, Efavirenz, Etravirine, Rilpivirine, and Tenofovir alafenamide before sample sequencing.","Nevirapine, Efavirenz, Etravirine, Rilpivirine, Tenofovir alafenamide"
30803972,1,Does the paper report HIV sequences from patient samples?,,,No
30803972,2,Does the paper report in vitro drug susceptibility data?,,,Yes
30803972,3,Were sequences from the paper made publicly available?,,,No
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,No
30803972,5,How many individuals had samples obtained for HIV sequencing?,,,0
30803972,6,From which countries were the sequenced samples obtained?,,,No
30803972,7,From what years were the sequenced samples obtained?,,,No
30803972,8,Were samples cloned prior to sequencing?,,,No
30803972,9,Which HIV genes were reported to have been sequenced?,,,No
30803972,10,What method was used for sequencing?,,,No
30803972,11,What type of samples were sequenced?,,,No
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,,,No
30803972,13,Were the patients in the study in a clinical trial?,,,No
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,,,No
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,,,INSTI
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,,,Bictegravir
31988104,1,Does the paper report HIV sequences from patient samples?,The paper does not explicitly mention the use of patient samples for HIV sequencing.,"The paper does not provide any information about the source of the HIV sequences, and it does not mention patient samples.",No
31988104,2,Does the paper report in vitro drug susceptibility data?,"The paper reports in vitro drug susceptibility data, including the results of multicycle phenotypic assays and viral breakthrough assays.","The paper presents data on the susceptibility of HIV-1 to various antiretroviral drugs, including TAF, TDF, and others, using in vitro assays.",Yes
31988104,3,Were sequences from the paper made publicly available?,Not reported,The paper does not provide any information about the public availability of the sequences.,No
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide any GenBank accession numbers for sequenced HIV isolates.,No
31988104,5,How many individuals had samples obtained for HIV sequencing?,The paper does not explicitly mention the number of individuals who had samples obtained for HIV sequencing.,The paper does not provide any information about the number of individuals who had samples obtained for HIV sequencing.,0
31988104,6,From which countries were the sequenced samples obtained?,Not reported,The paper does not provide any information about the countries from which the sequenced samples were obtained.,No
31988104,7,From what years were the sequenced samples obtained?,Not reported,The paper does not provide any information about the years from which the sequenced samples were obtained.,No
31988104,8,Were samples cloned prior to sequencing?,The paper does not explicitly mention whether samples were cloned prior to sequencing.,The paper does not provide any information about cloning of samples prior to sequencing.,No
31988104,9,Which HIV genes were reported to have been sequenced?,The paper does not explicitly mention which HIV genes were sequenced.,The paper does not provide any information about the specific HIV genes that were sequenced.,No
31988104,10,What method was used for sequencing?,Not reported,The paper does not provide any information about the sequencing method used.,No
31988104,11,What type of samples were sequenced?,The paper does not explicitly mention the type of samples that were sequenced.,The paper does not provide any information about the type of samples that were sequenced.,No
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not explicitly mention whether sequences were obtained from individuals with virological failure on a treatment regimen.,The paper does not provide any information about virological failure on a treatment regimen.,No
31988104,13,Were the patients in the study in a clinical trial?,The paper does not explicitly mention whether the patients were in a clinical trial.,The paper does not provide any information about a clinical trial.,No
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not explicitly mention whether the individuals had previously received ARV drugs.,The paper does not provide any information about previous ARV drug use.,No
31988104,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that the individuals received NRTI, NNRTI, PI, and INSTI drugs.",The paper provides information about the drug classes that were received by the individuals in the study.,"NRTI, NNRTI, PI, INSTI"
