PMID,QID,Question,Answer,Evidence,EvidenceLocation,Rationale,json_status
37515146,11,What type of samples were sequenced?,Plasma,"""For each participant, 10 mL of venous blood was collected in an EDTA tube."" ""The tubes were centrifuged at a speed of 1800 rpm, separated for plasma collection, plasma aliquoted (1 mL) in cryotubes, stored at −20 °C, and transported to the CIRCB, where biological analyzes were carried out."" ""Viral RNA was extracted from 1 mL of plasma using the QIAGEN kit, following the manufacturer’s instructions.""",main_text,"Sections 2.3 and 2.5 explicitly identify plasma as the specimen used for viral RNA extraction and sequencing, rather than unseparated whole blood.",strict
37515146,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Not included in our study were patients who were re-initiating ART, those whose samples were unsuccessful at sequencing, and those who were co-infected with either viral hepatitis B or C.""",main_text,The study included ART-naïve adults presenting for treatment initiation and excluded people re-initiating ART. It did not sequence a treatment-failure population.,strict
37515146,13,Were the patients in the study in a clinical trial?,No,"""We carried out a cross-sectional and analytical study for five years, from December 2014 to June 2019."" ""The study participants consisted of adult patients initiating ART in the health facilities of regions previously cited.""",main_text,"Section 2.1 describes an observational cross-sectional study, not an interventional clinical trial. The regimen comparisons were genotype-based predictions rather than randomized treatment assignments.",strict
37515146,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Data collection was carried out using a pre-established data abstraction form at each site after obtaining a thorough medical history and clinical examination to minimize recruitment of participants with previous drug exposure.""",main_text,"The sequenced population was defined as ART-naïve, and recruitment procedures screened for previous exposure. No previously ARV-exposed subgroup is reported.",strict
37515146,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Not included in our study were patients who were re-initiating ART, those whose samples were unsuccessful at sequencing, and those who were co-infected with either viral hepatitis B or C.""",main_text,All reported patient sequences were obtained before initial ART. Drug classes discussed for resistance interpretation or national treatment regimens do not represent prior treatment exposure in these participants.,strict
37515146,16,Which drugs were received by individuals in the study before sample sequencing?,None,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Data collection was carried out using a pre-established data abstraction form at each site after obtaining a thorough medical history and clinical examination to minimize recruitment of participants with previous drug exposure.""",main_text,"No prior ARV use was reported among the sequenced participants. Named drugs were discussed as resistance targets or prospective treatment options, not as drugs previously received by this population.",strict
37920909,1,Does the paper report HIV sequences from patient samples?,Yes,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,The methods and results on pages 1–2 explicitly describe newly generated HIV-1 integrase sequences from clinical samples.,strict
37920909,2,Does the paper report in vitro drug susceptibility data?,No,"“We used the Stanford University HIV Drug Resistance Database (HIVDB Algorithm version 9.4.1) to examine mutations.” “Sequences with resistance levels classified as low, intermediate, and high were all regarded as resistant.”",main_text,"Resistance was interpreted computationally from genotypes, not measured using an in vitro susceptibility assay. Table 1 reports predicted resistance categories; susceptibility fold changes discussed on pages 2–3 are attributed to previous studies.",strict
37920909,3,Were sequences from the paper made publicly available?,No,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,"Although sequence generation is reported, the supplied article contains no public-repository accession numbers or sequence-deposition statement. Supplementary Table 1 is linked but its contents are not included in the supplied PDF.",strict
37920909,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,The supplied article reports successful sequencing but provides no GenBank or other sequence-repository accession numbers.,strict
37920909,5,How many individuals had samples obtained for HIV sequencing?,629,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,"The sampling cohort comprised 629 individuals whose pretreatment blood was obtained for resistance testing. Of these, 601 yielded successful integrase sequences; 629 is the number sampled for sequencing rather than the successful-sequence count.",strict
37920909,6,From which countries were the sequenced samples obtained?,China,"“This study evaluated the prevalence of INSTI-associated drug resistance among ART-naïve individuals infected with HIV-1 in Tianjin, China.” “The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.”",main_text,"Participants were recruited and sampled in Tianjin, China.",strict
37920909,7,From what years were the sequenced samples obtained?,2020–2023,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,"Pretreatment sampling corresponded to recruitment during 2020–2023. Table 1 on page 2 also lists mutation-bearing samples from 2020, 2021, 2022, and 2023.",strict
37920909,8,Were samples cloned prior to sequencing?,Not applicable,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “We used the Stanford University HIV Drug Resistance Database (HIVDB Algorithm version 9.4.1) to examine mutations.”",main_text,"The study reports clinical sequencing but no in vitro drug susceptibility testing. Under the specified applicability rule, cloning status is therefore not applicable.",strict
37920909,9,Which HIV genes were reported to have been sequenced?,IN,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,Integrase was the only reported sequencing target.,strict
37920909,10,What method was used for sequencing?,Sanger sequencing,"“After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,The methods explicitly identify standard Sanger sequencing.,strict
37920909,11,What type of samples were sequenced?,Plasma,"“Before initiating ART, 5 mL of blood was collected from the participants.” “After RNA extraction, an in-house genotyping method and standard Sanger sequencing were used to amplify and sequence HIV-1 integrase genes, as described previously.” “Of 629 newly reported cases, the HIV-1 integrase genes of 601 cases were sequenced successfully.”",main_text,Plasma is inferred under the specified rule for samples obtained from newly diagnosed individuals undergoing pretreatment RNA genotyping. The article states that blood was collected but does not explicitly identify the blood fraction used for RNA extraction.,strict
37920909,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,"All participants were ART-naïve and sampled before treatment initiation, not during treatment failure.",strict
37920909,13,Were the patients in the study in a clinical trial?,No,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Baseline clinical and demographic data were obtained from the NFATP database, including sex, age, transmission route, CD4 count, and viral load.”",main_text,"This was an observational pretreatment-resistance study at one hospital. No randomization, intervention assignment, trial phase, or other clinical-trial participation is described.",strict
37920909,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “The criteria for inclusion in the study were as follows: (1) outpatients at Tianjin Second People’s Hospital; (2) HIV-1 seropositive; (3) aged ≥18 years; (4) no prior antiviral treatment; and (5) participants who provided consent and could undergo drug resistance tests.”",main_text,"The cohort was explicitly ART-naïve, and no prior antiviral treatment was an inclusion requirement.",strict
37920909,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,All sequenced samples were collected before ART exposure. Drug classes discussed as regional treatment options or resistance targets do not represent prior treatment of these participants.,strict
37920909,16,Which drugs were received by individuals in the study before sample sequencing?,None,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,Participants had no prior ARV treatment and were sampled before ART initiation. Named drugs in the background and resistance analyses were not reported as drugs previously received by the sequenced participants.,strict
41112839,1,Does the paper report HIV sequences from patient samples?,Yes,"""A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced."" ""The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT.""",main_text,The abstract and sequencing methods on pages 1–2 explicitly report newly generated HIV-1 RT sequences from clinical samples.,strict
41112839,2,Does the paper report in vitro drug susceptibility data?,No,"""Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6]."" ""Importantly, the DRMs identified, particularly K103N among NNRTIs, are not expected to compromise the efficacy of dolutegravir-based regimens.""",main_text,"The study reports genotypic resistance and discusses predicted treatment implications, not measured phenotypic susceptibility. No in vitro susceptibility assay, IC50, EC50, or susceptibility fold-change measurements are reported.",strict
41112839,3,Were sequences from the paper made publicly available?,Yes,"""The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757."" ""A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.""",main_text,The deposition statement on page 3 explicitly identifies GenBank accessions for the newly generated RT sequences.,strict
41112839,4,What were the GenBank accession numbers for sequenced HIV isolates?,PP280627–PP280757,"""The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757."" ""A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.""",main_text,Page 3 provides this accession range for the study sequences; the inclusive range contains 131 accessions.,strict
41112839,5,How many individuals had samples obtained for HIV sequencing?,237,"""A total of 251 of 331 ART-naive patients were recruited, giving a participation rate of 75.8%."" ""After quality control, 237 samples were considered acceptable, giving a conformity rate of 94.4%."" ""A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.""",main_text,"Samples from 237 distinct individuals were accepted and analyzed for genotyping, with successful sequences obtained from 131. This counts individuals whose samples underwent genotyping rather than only successful sequencing; Tables 1 and 2 also report 237 analyzed specimens and 131 successful genotypes.",strict
41112839,6,From which countries were the sequenced samples obtained?,Senegal,"""This study aimed to determine the prevalence of PDR in HIV naive patients before starting ART in Senegal and to analyze the implications of DRM for future therapeutic options."" ""These patients were recruited from 32 sites across the country, including 8 sites from Dakar, the capital city (Figure 1).""",main_text,Participants were recruited at sites throughout Senegal. Figure 1 on page 4 maps these collection sites; affiliations in other countries do not indicate additional sampling countries.,strict
41112839,7,From what years were the sequenced samples obtained?,2017–2018,"""A pretreatment drug resistance survey was carried out in 35 sites throughout the country between 2017 and 2018 using dried blood spots and whole blood samples."" ""One type of sample (dried blood spots [DBS] or venous blood) was used for each consenting patient.""",main_text,"The abstract dates the specimen-based pretreatment resistance survey to 2017–2018, consistent with the surveillance period in the methods.",strict
41112839,8,Were samples cloned prior to sequencing?,Not applicable,"""Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6]."" ""Importantly, the DRMs identified, particularly K103N among NNRTIs, are not expected to compromise the efficacy of dolutegravir-based regimens.""",main_text,"Although the methods describe direct sequencing of PCR products, the required answer is Not applicable because the study does not report in vitro drug susceptibility data.",strict
41112839,9,Which HIV genes were reported to have been sequenced?,RT,"""The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT."" ""Analyzing PR would have provided a more complete picture of HIVDR."" ""Additionally, this study was conducted before the introduction of dolutegravir, so integrase sequencing was not performed, representing another limitation for assessing resistance to current first-line regimens.""",main_text,"The methods on page 2 specify partial RT sequencing. The limitations on page 6 identify the absence of PR and IN sequencing, and Figure 2 also describes a phylogeny derived from partial RT sequences.",strict
41112839,10,What method was used for sequencing?,Sanger sequencing,"""Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6]."" ""The sequences were edited on DNAStar’s Seqman 5.08 software (Lasergene, Konstanz, Germany) and/or Recall (https://recall.bccfe.ca/) to eliminate detection errors.""",main_text,Big Dye Terminator chemistry and the ABI 3100 Avant electrophoresis instrument identify Sanger sequencing.,strict
41112839,11,What type of samples were sequenced?,Plasma; DBS,"""From 200 μl of plasma or two spots of DBS, HIV-1 viral ribonucleic acid (RNA) was extracted on the Nuclisens easyMAG® platform (Biomerieux, France) according to the manufacturer’s recommendations."" ""The amplification success rate was 55% for DBS (121/221) and 58.8% for plasma (10/17).""",main_text,"RNA was extracted from plasma and DBS, with successful sequences from both specimen types. Although venous whole blood was collected, it was processed into plasma or DBS rather than directly extracted as liquid whole blood.",strict
41112839,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,"""The inclusion criteria for patients in the sites were to be HIV-1-positive men or women, aged at least 18, ART-naive (defined as never having received any antiretroviral therapy, including prevention of mother-to-child transmission [PMTCT] regimens), and newly diagnosed based on the patient and the healthcare provider declarations."" ""This study aimed to determine the prevalence of PDR in HIV naive patients before starting ART in Senegal and to analyze the implications of DRM for future therapeutic options.""",main_text,"The sequenced population consisted of newly diagnosed, ART-naive individuals sampled before treatment, not patients experiencing treatment failure.",strict
41112839,13,Were the patients in the study in a clinical trial?,No,"""In order to have a nationally representative sample, recruitment sites were randomly selected among those reporting more than 10 new PLHIV treated per year."" ""The final selection was made using WHO randomization software, which resulted in the selection of 35 sites throughout the country for surveillance of PDR, with a target of 331 patients to be included.""",main_text,"This was an observational resistance surveillance survey. Randomization selected recruitment sites, not participant treatments; no clinical-trial intervention or treatment allocation is described.",strict
41112839,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"""The inclusion criteria for patients in the sites were to be HIV-1-positive men or women, aged at least 18, ART-naive (defined as never having received any antiretroviral therapy, including prevention of mother-to-child transmission [PMTCT] regimens), and newly diagnosed based on the patient and the healthcare provider declarations."" ""A total of 251 of 331 ART-naive patients were recruited, giving a participation rate of 75.8%.""",main_text,"Eligibility explicitly required no previous ART, including PMTCT regimens, and the recruited population is described as ART-naive.",strict
41112839,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"""The inclusion criteria for patients in the sites were to be HIV-1-positive men or women, aged at least 18, ART-naive (defined as never having received any antiretroviral therapy, including prevention of mother-to-child transmission [PMTCT] regimens), and newly diagnosed based on the patient and the healthcare provider declarations."" ""This study aimed to determine the prevalence of PDR in HIV naive patients before starting ART in Senegal and to analyze the implications of DRM for future therapeutic options.""",main_text,All study sequences were from ART-naive individuals. Drug classes discussed as resistance targets or national treatment options do not establish prior exposure among these participants.,strict
41112839,16,Which drugs were received by individuals in the study before sample sequencing?,None,"""The inclusion criteria for patients in the sites were to be HIV-1-positive men or women, aged at least 18, ART-naive (defined as never having received any antiretroviral therapy, including prevention of mother-to-child transmission [PMTCT] regimens), and newly diagnosed based on the patient and the healthcare provider declarations."" ""This study aimed to determine the prevalence of PDR in HIV naive patients before starting ART in Senegal and to analyze the implications of DRM for future therapeutic options.""",main_text,"The sequenced individuals had no reported prior ARV exposure. Named drugs concern resistance interpretation, treatment policy, or possible future regimens, not drugs received before sampling.",strict
37872202,1,Does the paper report HIV sequences from patient samples?,No,"""A detailed structure-function analysis using engineered viruses and soluble trimer variants reveals that the molecular basis of resistance is mediated by crosstalk between His375 and the inner domain layers."" ""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"The abstract and Methods describe engineered Env constructs and sequencing to verify site-directed mutations, not new sequencing directly from clinical samples. Previously characterized patient-derived strains do not constitute newly sequenced patient samples.",strict
37872202,2,Does the paper report in vitro drug susceptibility data?,Yes,"""Cf2Th-CD4/CCR5 cells were infected with single-round luciferase-expressing HIV-1 pseudoparticles."" ""The neutralization half-maximal inhibitory concentration (IC50) represents the amount of temsavir needed to inhibit 50% of the infection of Cf2Th-CD4/CCR5 cells by recombinant luciferase-expressing HIV-1 bearing the indicated Env.""",main_text,"The viral neutralization assay measures temsavir susceptibility using recombinant HIV-1 pseudoviruses, target cells, and a luciferase readout. Figures 1 and 2 report dose-response curves and IC50 values for wild-type and mutant Envs.",strict
37872202,3,Were sequences from the paper made publicly available?,No,"""Cryo-EM reconstructions and atomic models generated during this study are deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103 and EMD-41613."" ""Source data are provided with this paper.""",main_text,"The Data availability section reports structural-model and electron-microscopy deposits, not newly generated HIV sequences or sequencing reads deposited in a sequence repository.",strict
37872202,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,"""Cryo-EM reconstructions and atomic models generated during this study are deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103 and EMD-41613."" ""Source data are provided with this paper.""",main_text,"The reported accession codes identify structural data, not GenBank records or other sequence-repository entries. No accession numbers for newly sequenced HIV isolates are provided.",strict
37872202,5,How many individuals had samples obtained for HIV sequencing?,0,"""To identify Env features conferring resistance to temsavir, we reanalyzed the neutralization sensitivity data previously published by Pancera et al."" ""A detailed structure-function analysis using engineered viruses and soluble trimer variants reveals that the molecular basis of resistance is mediated by crosstalk between His375 and the inner domain layers.""",main_text,No individuals contributed newly obtained clinical samples for sequencing in this study. The previously published 208-strain panel and historical patient-derived Env constructs are not new patient sequencing.,strict
37872202,6,From which countries were the sequenced samples obtained?,Not applicable,"""In order to understand the molecular basis of the observed cooperativity between the Phe43 cavity and the LM residues for temsavir binding, we introduced the LMHS modifications into the previously described CRF01_AE T/F100 SOSIP.664 trimer."" ""This Env was derived from a transmitted/founder CRF01_AE strain isolated from participant 40100 of the RV217 Early Capture HIV Cohort Study conducted in Thailand.""",main_text,"Thailand identifies the historical origin of a previously described Env construct. Because this paper does not generate new HIV sequences from patient samples, the sample-country question is not applicable.",strict
37872202,7,From what years were the sequenced samples obtained?,Not applicable,"""To identify Env features conferring resistance to temsavir, we reanalyzed the neutralization sensitivity data previously published by Pancera et al."" ""A detailed structure-function analysis using engineered viruses and soluble trimer variants reveals that the molecular basis of resistance is mediated by crosstalk between His375 and the inner domain layers.""",main_text,"The study uses existing data and engineered viral constructs rather than newly sequenced clinical samples. Consequently, clinical sample-collection years are not applicable.",strict
37872202,8,Were samples cloned prior to sequencing?,Not applicable,"""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"Although engineered constructs underwent mutagenesis and sequence verification, the paper does not report new HIV sequences from patient samples. The question's applicability rule therefore requires Not applicable.",strict
37872202,9,Which HIV genes were reported to have been sequenced?,Env,"""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"The sequencing described in the Plasmids subsection verifies mutations in Env expression constructs. This establishes Env as the sequenced gene target, although the constructs were not newly obtained clinical sequences.",strict
37872202,10,What method was used for sequencing?,Not reported,"""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"The paper states only automated DNA sequencing. It does not identify the sequencing chemistry, instrument, or platform sufficiently to classify the method as Sanger sequencing or NGS under the specified rules.",strict
37872202,11,What type of samples were sequenced?,Not applicable,"""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"Sequencing was used to verify engineered Env constructs, not HIV sequences obtained directly from plasma, PBMCs, or another clinical specimen. The clinical sample-type question is therefore not applicable.",strict
37872202,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable,"""A detailed structure-function analysis using engineered viruses and soluble trimer variants reveals that the molecular basis of resistance is mediated by crosstalk between His375 and the inner domain layers."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"No new sequences were obtained from individuals with HIV, including individuals experiencing virological failure. Sequencing concerned experimental constructs.",strict
37872202,13,Were the patients in the study in a clinical trial?,No,"""We combined mutagenesis with detailed structure-function analyses to investigate the roles of obstructing/larger residues in the Phe43 cavity for the resistance of HIV-1 strains to temsavir."" ""Cf2Th-CD4/CCR5 cells were infected with single-round luciferase-expressing HIV-1 pseudoparticles.""",main_text,"This is a laboratory structure-function and viral neutralization study, not a clinical trial involving enrolled patients. References to clinical trials elsewhere concern previous studies.",strict
37872202,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"""Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene)."" ""The presence of the desired mutations was determined by automated DNA sequencing.""",main_text,"The paper reports sequence verification of engineered constructs, not new HIV sequences from individuals. Under the specified rule, the answer is No regardless of background discussion of treatment-experienced populations.",strict
37872202,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"""The HIV-1 attachment inhibitor temsavir (BMS-626529) was purchased from APExBIO."" ""Cf2Th-CD4/CCR5 cells were infected with single-round luciferase-expressing HIV-1 pseudoparticles.""",main_text,"Temsavir was evaluated as an experimental attachment inhibitor in vitro, not documented as treatment received by sequenced individuals. Because no new patient-derived HIV sequences are reported, the required answer is None.",strict
37872202,16,Which drugs were received by individuals in the study before sample sequencing?,None,"""The HIV-1 attachment inhibitor temsavir (BMS-626529) was purchased from APExBIO."" ""The compound was dissolved in dimethyl sulfoxide (DMSO) at a stock concentration of 10 mM, aliquoted, and stored at −80 °C until further use.""",main_text,"The named drug was a laboratory reagent, not a reported pre-sequencing exposure in study participants. No new clinical sequences are reported, so the required answer is None.",strict
41130593,1,Does the paper report HIV sequences from patient samples?,Yes,"Upon HIV-1 diagnosis, plasma samples were collected for HIV-1 RNA quantification and resistance analyses. Samples with HIV-1 RNA ≥200 copies/mL were analyzed for genotypic resistance in the HIV-1 CA, protease (PR), reverse transcriptase (RT), and integrase coding regions using the GenoSure® GAG PRO and GenoSure PRIme® assays (Monogram Biosciences, South San Francisco, California), which are validated tests run in a Clinical Laboratory Improvement Amendments–certified laboratory.",main_text,The Methods section on page 3 explicitly describes genotyping clinical plasma samples from PURPOSE trial participants diagnosed with HIV.,strict
