PMID,QID,Question,Answer,Evidence,EvidenceLocation,Rationale,json_status
37920909,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,"The sequenced population was exclusively ART-naïve, and eligibility required no prior antiviral treatment.",strict
37920909,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,All sequenced participants were ART-naïve. Discussion of ARV classes used elsewhere in China or Tianjin does not establish exposure in this study population.,strict
37920909,16,Which drugs were received by individuals in the study before sample sequencing?,None,"“The current study recruited 629 ART-naïve individuals from Tianjin Second People’s Hospital between January 1, 2020, and April 1, 2023.” “Before initiating ART, 5 mL of blood was collected from the participants.”",main_text,Participants had no prior ARV treatment. Drugs named in the background and resistance interpretation are not reported as drugs received by the sequenced participants.,strict
37515146,1,Does the paper report HIV sequences from patient samples?,Yes,"""Genotypic resistance testing was carried out in the pol gene (reverse transcriptase and protease regions) as follows."" ""A total of 391 participants were recruited, with sequencing successfully carried out in 379 individual participant samples, giving a genotyping success rate of 96.9%.""",main_text,Methods section 2.5 and Results section 3.1 describe newly generated HIV sequences from clinical samples of study participants.,strict
37515146,2,Does the paper report in vitro drug susceptibility data?,No,"""The predictive efficacies of each antiretroviral molecule were calculated according to the genotypic drug susceptibility score provided according to HIVdb algorithm (http://www.hivdb.stanford.edu, accessed on 24 May 2023)."" ""Regarding DTG efficacy, during the same study period, we reported a prevalence of 0% resistance to DTG in ART naïve patients, inferring 100% predictive efficacy of DTG [17].""",main_text,"Section 2.6 describes computational predictions based on genotypes and previously reported DTG resistance findings, not experimental phenotypic susceptibility measurements. No in vitro drug susceptibility assay is reported.",strict
37515146,3,Were sequences from the paper made publicly available?,Yes,"""Sequence data are available on GenBank under the accession numbers GenBank MK702015-MK702057, MK867695-MK867757, and MK995397-MK995457."" ""In total, 379 sequences were obtained from participants (62% female, mean age 36 ± 10 years).""",main_text,The Data Availability Statement on page 11 explicitly identifies public GenBank deposits for study sequence data.,strict
37515146,4,What were the GenBank accession numbers for sequenced HIV isolates?,MK702015–MK702057; MK867695–MK867757; MK995397–MK995457,"""Sequence data are available on GenBank under the accession numbers GenBank MK702015-MK702057, MK867695-MK867757, and MK995397-MK995457."" ""In total, 379 sequences were obtained from participants (62% female, mean age 36 ± 10 years).""",main_text,These are all three accession ranges listed in the Data Availability Statement on page 11.,strict
37515146,5,How many individuals had samples obtained for HIV sequencing?,391,"""A total of 391 participants were recruited, with sequencing successfully carried out in 379 individual participant samples, giving a genotyping success rate of 96.9%."" ""For each participant, 10 mL of venous blood was collected in an EDTA tube.""",main_text,"Sections 2.3 and 3.1 indicate that samples were collected from 391 participants for genotyping; 379 yielded successful sequences and 12 were unsuccessful. The count includes all individuals sampled for sequencing, not only successful sequences.",strict
37515146,6,From which countries were the sequenced samples obtained?,Cameroon,"""The enrollment of participants was carried out in health facilities of eight regions of Cameroon: Centre, Littoral, East, West, Northwest, Southwest, North, and Far North."" ""In each region, patients were recruited in both urban and rural sites at the hospitals with the highest patient frequency.""",main_text,Section 2.1 locates all recruitment and sample collection sites in Cameroon; Table 1 on page 3 lists participating health facilities.,strict
37515146,7,From what years were the sequenced samples obtained?,2014–2019,"""We carried out a cross-sectional and analytical study for five years, from December 2014 to June 2019."" ""Patients presenting for ART initiation at the various recruitment sites were encountered by the recruitment clinician."" ""For each participant, 10 mL of venous blood was collected in an EDTA tube.""",main_text,Sections 2.1 and 2.3 describe sampling at enrollment during December 2014–June 2019.,strict
37515146,8,Were samples cloned prior to sequencing?,Not applicable,"""Genotypic resistance testing was carried out in the pol gene (reverse transcriptase and protease regions) as follows."" ""The predictive efficacies of each antiretroviral molecule were calculated according to the genotypic drug susceptibility score provided according to HIVdb algorithm (http://www.hivdb.stanford.edu, accessed on 24 May 2023).""",main_text,"Although patient samples were sequenced, no in vitro susceptibility data were reported. The specified applicability rule therefore requires Not applicable.",strict
37515146,9,Which HIV genes were reported to have been sequenced?,"PR, RT","""Genotypic resistance testing was carried out in the pol gene (reverse transcriptase and protease regions) as follows."" ""Regarding DTG efficacy, during the same study period, we reported a prevalence of 0% resistance to DTG in ART naïve patients, inferring 100% predictive efficacy of DTG [17].""",main_text,"Section 2.5 specifies PR and RT as the sequencing targets. Integrase resistance information was drawn from a separate cited study, not newly generated integrase sequences in this report.",strict
37515146,10,What method was used for sequencing?,Sanger sequencing,"""The products of the sequencing reaction obtained were purified by exclusion chromatography on SEPHADEX G50 resin and then sequenced using a genetic analyzer (ABI 3500®)."" ""Thus, the real prevalence of resistance would be better evaluated if we had a high-throughput sequencing technique (1% detection threshold), a platform unavailable in our context.""",main_text,The ABI 3500 genetic analyzer specified in section 2.5 identifies capillary Sanger sequencing. The Discussion confirms that high-throughput sequencing was not available.,strict
37515146,11,What type of samples were sequenced?,Plasma,"""For each participant, 10 mL of venous blood was collected in an EDTA tube."" ""Viral RNA was extracted from 1 mL of plasma using the QIAGEN kit, following the manufacturer’s instructions.""",main_text,"Blood was collected and processed, but plasma was the specimen used for viral RNA extraction and sequencing in section 2.5.",strict
37515146,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Not included in our study were patients who were re-initiating ART, those whose samples were unsuccessful at sequencing, and those who were co-infected with either viral hepatitis B or C.""",main_text,Section 2.2 restricts the sequenced population to treatment-naïve adults and excludes ART re-initiators. No treatment-failure population was sequenced.,strict
37515146,13,Were the patients in the study in a clinical trial?,No,"""We carried out a cross-sectional and analytical study for five years, from December 2014 to June 2019."" ""The study participants consisted of adult patients initiating ART in the health facilities of regions previously cited.""",main_text,"Section 2.1 explicitly describes a cross-sectional observational study, not a treatment trial. The regimen comparisons were predictive analyses rather than randomized treatment assignments.",strict
37515146,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Data collection was carried out using a pre-established data abstraction form at each site after obtaining a thorough medical history and clinical examination to minimize recruitment of participants with previous drug exposure.""",main_text,Sections 2.2–2.3 describe treatment-naïve participants screened for previous drug exposure. No sequenced participant is reported to have previously received ARVs.,strict
37515146,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Not included in our study were patients who were re-initiating ART, those whose samples were unsuccessful at sequencing, and those who were co-infected with either viral hepatitis B or C.""",main_text,The sequenced population was ART-naïve. Drug classes discussed for resistance interpretation or prospective regimen selection do not establish prior exposure.,strict
37515146,16,Which drugs were received by individuals in the study before sample sequencing?,None,"""Included in our study were HIV-1 infected patients aged above 19 years (adults per WHO definitions) with no prior history of ART treatment."" ""Data collection was carried out using a pre-established data abstraction form at each site after obtaining a thorough medical history and clinical examination to minimize recruitment of participants with previous drug exposure.""",main_text,"No previous ARV use was reported among the sequenced participants. Named drugs were discussed as resistance targets, candidate treatments, or background therapies rather than drugs received before sampling.",strict
40938120,1,Does the paper report HIV sequences from patient samples?,Yes,"“HIV-1 RNA was extracted from plasma samples using the High Pure Viral RNA Kit (Roche, Germany).” “PCR products were confirmed by agarose gel electrophoresis, and positive amplicons were sequenced by Sangon Biotech (Shanghai, China) using the Applied Biosystems 3730XL Genetic Analyzer.”",main_text,The Laboratory testing section (page 12) explicitly describes generating new HIV sequences from participants’ plasma samples.,strict
40938120,2,Does the paper report in vitro drug susceptibility data?,No,"“DRMs and PDR were performed using the Genotypic Resistance Interpretation tool provided by the Stanford University HIV Drug Resistance Database (version 8.9; https://hivdb.stanford.edu).” “Based on the genotypic susceptibility scores, PDR was classified as high-level (score >60), intermediate-level (30–59), or low-level (15–29).”",main_text,"Resistance was inferred computationally from genotypes (page 13), not measured using an in vitro susceptibility assay. The resistance categories in Figure 3 are genotypic predictions, not phenotypic measurements.",strict
40938120,3,Were sequences from the paper made publicly available?,Yes,"“HIV-1 sequence data generated in this study have been deposited in GenBank and are available under accession numbers PX133190–PX134237.” “A total of 1,048 eligible pol sequences were analyzed.”",main_text,"The Data Availability statement (page 14) explicitly confirms public deposition of the newly generated sequences; the accession range corresponds to the 1,048 analyzed sequences.",strict
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,PX133190–PX134237,"“HIV-1 sequence data generated in this study have been deposited in GenBank and are available under accession numbers PX133190–PX134237.” “A total of 1,048 eligible pol sequences were analyzed.”",main_text,The accession range is explicitly provided in the Data Availability statement on page 14.,strict
40938120,5,How many individuals had samples obtained for HIV sequencing?,1260,"“In this study, we enrolled 1,260 newly diagnosed HIV-infected individuals.” “Among them, 1,159 pol gene sequences were successfully amplified.” “Venous blood samples (10 mL) were collected from each participant.”",main_text,"Samples were obtained from all 1,260 enrolled individuals for the sequencing workflow (pages 2 and 12). Of these, 1,159 yielded successfully amplified sequences and 1,048 were included in the final analysis, as also shown in Figure 1 on page 3.",strict
40938120,6,From which countries were the sequenced samples obtained?,China,"“This study assessed the prevalence, associated factors, and transmission networks of PDR among newly diagnosed, ART-naïve individuals in Guangxi, China, from 2019 to 2022.” “A cross-sectional survey using a convenience sampling method was conducted across the nine counties and districts of Nanning City, Guangxi Province, from 1 January 2019 to 31 December 2022.”",main_text,"The abstract and Study setting and population section identify the sample-collection location as Nanning, Guangxi, China.",strict
40938120,7,From what years were the sequenced samples obtained?,2019–2022,"“A cross-sectional survey using a convenience sampling method was conducted across the nine counties and districts of Nanning City, Guangxi Province, from 1 January 2019 to 31 December 2022.” “Venous blood samples (10 mL) were collected from each participant.”",main_text,Samples were collected during the 2019–2022 survey (page 12). Table 1 on page 4 also lists participants’ diagnosis years as 2019 through 2022.,strict
40938120,8,Were samples cloned prior to sequencing?,Not applicable,"“PCR products were confirmed by agarose gel electrophoresis, and positive amplicons were sequenced by Sangon Biotech (Shanghai, China) using the Applied Biosystems 3730XL Genetic Analyzer.” “Based on the genotypic susceptibility scores, PDR was classified as high-level (score >60), intermediate-level (30–59), or low-level (15–29).”",main_text,"Although patient-derived amplicons were sequenced, no in vitro susceptibility data were reported. Under the specified rule, cloning status is therefore not applicable.",strict
40938120,9,Which HIV genes were reported to have been sequenced?,"PR, RT","“An in-house RT nested PCR was used to amplify a 1,061 bp fragment of the pol gene, covering the full-length protease (PR, 99 codons) and the first 299 codons of the RT gene.” “PCR products were confirmed by agarose gel electrophoresis, and positive amplicons were sequenced by Sangon Biotech (Shanghai, China) using the Applied Biosystems 3730XL Genetic Analyzer.”",main_text,The Laboratory testing section on page 12 specifically identifies protease and reverse transcriptase as the sequenced regions of pol.,strict
40938120,10,What method was used for sequencing?,Sanger sequencing,"“PCR products were confirmed by agarose gel electrophoresis, and positive amplicons were sequenced by Sangon Biotech (Shanghai, China) using the Applied Biosystems 3730XL Genetic Analyzer.” “Raw chromatogram data were assembled and cleaned using Sequencher 5.4.6.”",main_text,The Applied Biosystems 3730XL instrument and chromatogram-based sequence processing identify Sanger sequencing (page 12).,strict
40938120,11,What type of samples were sequenced?,Plasma,"“Plasma was separated by centrifugation and stored in aliquots at −80°C for further analysis.” “HIV-1 RNA was extracted from plasma samples using the High Pure Viral RNA Kit (Roche, Germany).”",main_text,"The sequencing template was viral RNA extracted from plasma, rather than nucleic acids extracted directly from whole blood (page 12).",strict
40938120,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,"“This study assessed the prevalence, associated factors, and transmission networks of PDR among newly diagnosed, ART-naïve individuals in Guangxi, China, from 2019 to 2022.” “Third, although all participants were newly diagnosed and ART-naïve, we were unable to verify whether any had previously used antiretroviral drugs for non-HIV indications.”",main_text,"All sequenced participants were described as newly diagnosed and ART-naïve; no samples were reported from individuals failing an HIV treatment regimen. Discussion of treatment failure elsewhere concerns background mechanisms, not a sequenced treatment-failure group.",strict
40938120,13,Were the patients in the study in a clinical trial?,No,"“A cross-sectional survey using a convenience sampling method was conducted across the nine counties and districts of Nanning City, Guangxi Province, from 1 January 2019 to 31 December 2022.” “During each survey period, staff at the recruitment sites recruited individuals newly diagnosed with HIV.”",main_text,"This was an observational cross-sectional survey (page 12), with no reported treatment allocation or clinical-trial participation.",strict
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,"“This study assessed the prevalence, associated factors, and transmission networks of PDR among newly diagnosed, ART-naïve individuals in Guangxi, China, from 2019 to 2022.” “Third, although all participants were newly diagnosed and ART-naïve, we were unable to verify whether any had previously used antiretroviral drugs for non-HIV indications.”",main_text,"All participants were reported as ART-naïve. The authors acknowledge that prior use for non-HIV indications could not be verified, but they do not report any confirmed previously ARV-exposed participants.",strict
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"“This study assessed the prevalence, associated factors, and transmission networks of PDR among newly diagnosed, ART-naïve individuals in Guangxi, China, from 2019 to 2022.” “DRMs were classified based on their ability to confer resistance to nucleoside RT inhibitors (NRTIs), NNRTIs, and protease inhibitors (PIs).”",main_text,"The sequenced population was ART-naïve. The NRTI, NNRTI, and PI classes listed in the resistance analysis describe predicted resistance targets, not drugs previously received by participants.",strict
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,None,"“This study assessed the prevalence, associated factors, and transmission networks of PDR among newly diagnosed, ART-naïve individuals in Guangxi, China, from 2019 to 2022.” “Third, although all participants were newly diagnosed and ART-naïve, we were unable to verify whether any had previously used antiretroviral drugs for non-HIV indications.”",main_text,"No confirmed prior ARV treatment is reported for the sequenced participants. Drugs named in the paper are resistance-assessment targets or background treatment examples, not documented pre-sequencing exposures.",strict
37872202,1,Does the paper report HIV sequences from patient samples?,No,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"The sequencing described in Methods, Plasmids (page 11), verifies engineered Env constructs. The study uses previously reported viral sequences and plasmids rather than generating new sequences directly from clinical samples.",strict
37872202,2,Does the paper report in vitro drug susceptibility data?,Yes,“Cf2Th-CD4/CCR5 cells were infected with single-round luciferase-expressing HIV-1 pseudoparticles.” “The neutralization half-maximal inhibitory concentration (IC50) represents the amount of temsavir needed to inhibit 50% of the infection of Cf2Th-CD4/CCR5 cells by recombinant luciferase-expressing HIV-1 bearing the indicated Env.”,main_text,"Methods, Viral neutralization assay (page 11), describes phenotypic testing of recombinant viruses against temsavir. Figures 1 and 2 report concentration-response curves and IC50 values for wild-type and mutant Envs.",strict
37872202,3,Were sequences from the paper made publicly available?,No,"“Cryo-EM reconstructions and atomic models generated during this study are deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103 and EMD-41613.” “Structural data collection, refinement statistics and codes for deposited structures are provided in the Supplementary Information (Table S1) and Source data for Figs. 1, 2 and S1 are provided with this paper.”",main_text,"The Data availability statement (page 12) reports structural model and cryo-EM deposits, not newly generated HIV sequence or sequence-read deposits.",strict
37872202,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,"“Cryo-EM reconstructions and atomic models generated during this study are deposited in the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB) under the following accession codes: PDB: 8DOK, 8G6U, 8CZZ, and 8TTW and EMDB: EMD-27596, EMD-29783, EMD-27103 and EMD-41613.” “Source data are provided with this paper.”",main_text,The accession codes in Data availability (page 12) identify structures and electron-microscopy reconstructions. No GenBank or other nucleotide-sequence accession numbers are reported.,strict
37872202,5,How many individuals had samples obtained for HIV sequencing?,0,"“To identify Env features conferring resistance to temsavir, we reanalyzed the neutralization sensitivity data previously published by Pancera et al.” “The presence of the desired mutations was determined by automated DNA sequencing.”",main_text,The study reanalyzes published data (page 2) and sequences engineered constructs (page 11). No individuals contributed clinical samples for new HIV sequencing in this study.,strict
37872202,6,From which countries were the sequenced samples obtained?,Not applicable,"“In order to understand the molecular basis of the observed cooperativity between the Phe43 cavity and the LM residues for temsavir binding, we introduced the LMHS modifications into the previously described CRF01_AE T/F100 SOSIP.664 trimer.” “This Env was derived from a transmitted/founder CRF01_AE strain isolated from participant 40100 of the RV217 Early Capture HIV Cohort Study conducted in Thailand.”",main_text,"Thailand describes the historical origin of a previously reported Env construct (page 2), not a clinical sample newly sequenced in this study. No qualifying patient-sample sequencing is reported.",strict
37872202,7,From what years were the sequenced samples obtained?,Not applicable,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"Sequencing concerns engineered plasmids (page 11), not newly collected clinical samples; sample-collection years are therefore not applicable.",strict
37872202,8,Were samples cloned prior to sequencing?,Not applicable,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"Although laboratory constructs underwent mutagenesis and sequencing (page 11), the paper does not report new HIV sequences from patient samples. The question's applicability rule therefore requires Not applicable.",strict
37872202,9,Which HIV genes were reported to have been sequenced?,Env,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"Methods, Plasmids (page 11), identifies Env constructs as the targets of sequence verification. This is laboratory-construct sequencing, not patient-sample sequencing.",strict
37872202,10,What method was used for sequencing?,Not reported,“The presence of the desired mutations was determined by automated DNA sequencing.” “A list of primer sequences used for site-directed mutagenesis is provided in Supplementary Table S3.”,main_text,"Methods, Plasmids (page 11), states only automated DNA sequencing. It does not specify Sanger chemistry, a sequencing instrument, or NGS, so the method cannot be classified under the supplied criteria.",strict
37872202,11,What type of samples were sequenced?,Not applicable,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"The sequenced material consists of engineered Env constructs (page 11), not clinical specimens obtained from individuals with HIV.",strict
37872202,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,"The study sequences laboratory constructs (page 11), not samples from treated individuals or individuals experiencing virological failure.",strict
37872202,13,Were the patients in the study in a clinical trial?,No,“We combined mutagenesis with detailed structure-function analyses to investigate the roles of obstructing/larger residues in the Phe43 cavity for the resistance of HIV-1 strains to temsavir.” “Cf2Th-CD4/CCR5 cells were infected with single-round luciferase-expressing HIV-1 pseudoparticles.”,main_text,"This is a laboratory structure-function and viral susceptibility study (pages 2 and 11), not a clinical trial involving patients. References to trials elsewhere concern previous studies.",strict
37872202,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No,“Mutations were introduced individually or in combination into the different Env expressors using the QuikChange II XL site-directed mutagenesis protocol (Stratagene).” “The presence of the desired mutations was determined by automated DNA sequencing.”,main_text,No new sequences from individuals with HIV are reported; the sequencing verifies engineered Env constructs (page 11).,strict
37872202,15,Which drug classes were received by individuals in the study before sample sequencing?,None,"“The HIV-1 attachment inhibitor temsavir (BMS-626529) was purchased from APExBIO.” “The compound was dissolved in dimethyl sulfoxide (DMSO) at a stock concentration of 10 mM, aliquoted, and stored at −80 °C until further use.”",main_text,"Temsavir was used as a laboratory reagent (page 11), not administered to sequenced participants. Because no patient-sample sequences are reported, the required answer is None.",strict
37872202,16,Which drugs were received by individuals in the study before sample sequencing?,None,"“The HIV-1 attachment inhibitor temsavir (BMS-626529) was purchased from APExBIO.” “The compound was dissolved in dimethyl sulfoxide (DMSO) at a stock concentration of 10 mM, aliquoted, and stored at −80 °C until further use.”",main_text,The study tests temsavir in vitro (page 11) and does not generate HIV sequences from clinical samples. Laboratory drug exposure is not an individual treatment history.,strict
41112839,1,Does the paper report HIV sequences from patient samples?,Yes,"“A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.” “The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT.”",main_text,The abstract and sequencing methods (pages 1–2) describe newly generated HIV-1 RT sequences from clinical samples.,strict
41112839,2,Does the paper report in vitro drug susceptibility data?,No,"“The analysis of resistance mutations was carried out using the Calibrated Population Resistance v8.1 program (https://hivdb.stanford.edu/cpr/, accessed December 2023) in search of specific mutations monitored in pretreatment.” “The proportion of DRM was evaluated globally, and after grouping sites by geographical areas (Dakar, North, Midwest, South-West, and South-East), as shown in Table 1.”",main_text,"Resistance assessment was genotypic (page 2). No phenotypic susceptibility assay, drug titration, IC50, EC50, or susceptibility fold-change measurements are reported.",strict
41112839,3,Were sequences from the paper made publicly available?,Yes,"“The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757.” “A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.”",main_text,The deposition statement on page 3 explicitly identifies GenBank accessions for the newly generated RT sequences.,strict
41112839,4,What were the GenBank accession numbers for sequenced HIV isolates?,PP280627–PP280757,"“The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757.” “A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.”",main_text,"Page 3 provides this accession range, which encompasses 131 sequences.",strict
41112839,5,How many individuals had samples obtained for HIV sequencing?,237,"“A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.” “A total of 251 of 331 ART-naive patients were recruited, giving a participation rate of 75.8%.” “After quality control, 237 samples were considered acceptable, giving a conformity rate of 94.4%.”",main_text,"Samples from 237 distinct patients underwent sequencing analysis, with successful sequences obtained for 131. The larger recruited group included 14 samples excluded before analysis (pages 1 and 3).",strict
41112839,6,From which countries were the sequenced samples obtained?,Senegal,"“This study aimed to document the prevalence of PDR in ART-naive patients in Senegal, describe the DRMs observed, evaluate their potential impact on future therapeutic options, and gain insights into the genetic diversity of HIV strains circulating in the country.” “These patients were recruited from 32 sites across the country, including 8 sites from Dakar, the capital city (Figure 1).”",main_text,The population and recruitment descriptions on pages 2–3 identify Senegal as the sample-collection country.,strict
41112839,7,From what years were the sequenced samples obtained?,2017–2018,“A pretreatment drug resistance survey was carried out in 35 sites throughout the country between 2017 and 2018 using dried blood spots and whole blood samples.” “One type of sample (dried blood spots [DBS] or venous blood) was used for each consenting patient.”,main_text,The abstract dates the sample-based surveillance survey to 2017–2018; the collection methods on page 2 describe specimens obtained from participating patients.,strict
41112839,8,Were samples cloned prior to sequencing?,Not applicable,"“Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6].” “The analysis of resistance mutations was carried out using the Calibrated Population Resistance v8.1 program (https://hivdb.stanford.edu/cpr/, accessed December 2023) in search of specific mutations monitored in pretreatment.”",main_text,"Although the methods describe direct sequencing of PCR products, the required answer is Not applicable because no in vitro susceptibility data are reported.",strict
