PMID,QID,Question,Answer
41129268,1,Does the paper report HIV sequences from patient samples?,Yes
41129268,2,Does the paper report in vitro drug susceptibility data?,No
41129268,3,Were sequences from the paper made publicly available?,Not reported
41129268,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41129268,5,How many individuals had samples obtained for HIV sequencing?,333
41129268,6,From which countries were the sequenced samples obtained?,Uganda
41129268,7,From what years were the sequenced samples obtained?,2021
41129268,8,Were samples cloned prior to sequencing?,No
41129268,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
41129268,10,What method was used for sequencing?,Sanger sequencing
41129268,11,What type of samples were sequenced?,Plasma
41129268,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
41129268,13,Were the patients in the study in a clinical trial?,No
41129268,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41129268,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41129268,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1"
40490983,1,Does the paper report HIV sequences from patient samples?,Yes
40490983,2,Does the paper report in vitro drug susceptibility data?,No
40490983,3,Were sequences from the paper made publicly available?,Yes
40490983,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40490983,5,How many individuals had samples obtained for HIV sequencing?,187
40490983,6,From which countries were the sequenced samples obtained?,Kenya
40490983,7,From what years were the sequenced samples obtained?,2011-2021
40490983,8,Were samples cloned prior to sequencing?,No
40490983,9,Which HIV genes were reported to have been sequenced?,"Protease, RT"
40490983,10,What method was used for sequencing?,Sanger sequencing
40490983,11,What type of samples were sequenced?,Plasma
40490983,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40490983,13,Were the patients in the study in a clinical trial?,No
40490983,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40490983,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI, CAI"
40490983,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1"
40974886,1,Does the paper report HIV sequences from patient samples?,Yes
40974886,2,Does the paper report in vitro drug susceptibility data?,No
40974886,3,Were sequences from the paper made publicly available?,Not reported
40974886,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40974886,5,How many individuals had samples obtained for HIV sequencing?,241
40974886,6,From which countries were the sequenced samples obtained?,Not Found
40974886,7,From what years were the sequenced samples obtained?,1997-2019
40974886,8,Were samples cloned prior to sequencing?,No
40974886,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40974886,10,What method was used for sequencing?,Unknown
40974886,11,What type of samples were sequenced?,Whole Blood
40974886,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40974886,13,Were the patients in the study in a clinical trial?,Yes
40974886,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40974886,15,Which drug classes were received by individuals in the study before sample sequencing?,"INSTI, NRTI"
40974886,16,Which drugs were received by individuals in the study before sample sequencing?,"Bictegravir (BIC), Emtricitabine (FTC), Tenofovir alafenamide (TAF)"
41091504,1,Does the paper report HIV sequences from patient samples?,Yes
41091504,2,Does the paper report in vitro drug susceptibility data?,Yes
41091504,3,Were sequences from the paper made publicly available?,Not reported
41091504,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41091504,5,How many individuals had samples obtained for HIV sequencing?,28
41091504,6,From which countries were the sequenced samples obtained?,Not Found
41091504,7,From what years were the sequenced samples obtained?,Not Found
41091504,8,Were samples cloned prior to sequencing?,No
41091504,9,Which HIV genes were reported to have been sequenced?,"Protease, PR"
41091504,10,What method was used for sequencing?,Unknown
41091504,11,What type of samples were sequenced?,Unknown
41091504,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41091504,13,Were the patients in the study in a clinical trial?,No
41091504,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Unknown
41091504,15,Which drug classes were received by individuals in the study before sample sequencing?,PI
41091504,16,Which drugs were received by individuals in the study before sample sequencing?,Derunavir (DRV)
40763144,1,Does the paper report HIV sequences from patient samples?,Yes
40763144,2,Does the paper report in vitro drug susceptibility data?,No
40763144,3,Were sequences from the paper made publicly available?,Not reported
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40763144,5,How many individuals had samples obtained for HIV sequencing?,295
40763144,6,From which countries were the sequenced samples obtained?,Uganda
40763144,7,From what years were the sequenced samples obtained?,2021-2023
40763144,8,Were samples cloned prior to sequencing?,No
40763144,9,Which HIV genes were reported to have been sequenced?,"Reverse transcriptase, RT; Integrase, IN; Protease, PR"
40763144,10,What method was used for sequencing?,Sanger sequencing; Next-generation sequencing
40763144,11,What type of samples were sequenced?,Plasma; DBS
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40763144,13,Were the patients in the study in a clinical trial?,No
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Lamivudine (3TC), Tenofovir (TFV), Nevirapine (NVP), Efavirenz (EFV), Etravirine (ETR), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG)"
41004608,1,Does the paper report HIV sequences from patient samples?,Yes
41004608,2,Does the paper report in vitro drug susceptibility data?,No
41004608,3,Were sequences from the paper made publicly available?,Not reported
41004608,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41004608,5,How many individuals had samples obtained for HIV sequencing?,1182
41004608,6,From which countries were the sequenced samples obtained?,United Kingdom
41004608,7,From what years were the sequenced samples obtained?,2015-2021
41004608,8,Were samples cloned prior to sequencing?,No
41004608,9,Which HIV genes were reported to have been sequenced?,Full genome
41004608,10,What method was used for sequencing?,Illumina sequencing
41004608,11,What type of samples were sequenced?,2015-2021
41004608,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41004608,13,Were the patients in the study in a clinical trial?,No
41004608,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Unknown
41004608,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41004608,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Nelfinavir (NFV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1, Lenacapavir (GS-6207)"
40965168,1,Does the paper report HIV sequences from patient samples?,Yes
40965168,2,Does the paper report in vitro drug susceptibility data?,Yes
40965168,3,Were sequences from the paper made publicly available?,Not reported
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40965168,5,How many individuals had samples obtained for HIV sequencing?,24
40965168,6,From which countries were the sequenced samples obtained?,Not Found
40965168,7,From what years were the sequenced samples obtained?,Not Found
40965168,8,Were samples cloned prior to sequencing?,Yes
40965168,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Gag"
40965168,10,What method was used for sequencing?,Unknown
40965168,11,What type of samples were sequenced?,Plasma
40965168,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40965168,13,Were the patients in the study in a clinical trial?,Yes
40965168,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40965168,15,Which drug classes were received by individuals in the study before sample sequencing?,"INSTI, PI, NRTI, NNRTI"
40965168,16,Which drugs were received by individuals in the study before sample sequencing?,"Dolutegravir (DTG), Darunavir (DRV), Tenofovir alafenamide (TAF), Efavirenz (EFV)"
41130593,1,Does the paper report HIV sequences from patient samples?,Yes
41130593,2,Does the paper report in vitro drug susceptibility data?,No
41130593,3,Were sequences from the paper made publicly available?,Not reported
41130593,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41130593,5,How many individuals had samples obtained for HIV sequencing?,66
41130593,6,From which countries were the sequenced samples obtained?,Not Found
41130593,7,From what years were the sequenced samples obtained?,Not Found
41130593,8,Were samples cloned prior to sequencing?,No
41130593,9,Which HIV genes were reported to have been sequenced?,"Protease, Reverse transcriptase, Integrase, Capsid"
41130593,10,What method was used for sequencing?,Illumina sequencing
41130593,11,What type of samples were sequenced?,Plasma
41130593,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41130593,13,Were the patients in the study in a clinical trial?,Yes
41130593,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41130593,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI, CAI"
41130593,16,Which drugs were received by individuals in the study before sample sequencing?,"Emtricitabine (FTC), Tenofovir (TFV), Lamivudine (3TC), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN), GS-CA1"
41056006,1,Does the paper report HIV sequences from patient samples?,Yes
41056006,2,Does the paper report in vitro drug susceptibility data?,Yes
41056006,3,Were sequences from the paper made publicly available?,Not reported
41056006,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41056006,5,How many individuals had samples obtained for HIV sequencing?,Not Found
41056006,6,From which countries were the sequenced samples obtained?,"USA, Dominican Republic"
41056006,7,From what years were the sequenced samples obtained?,2019-2020
41056006,8,Were samples cloned prior to sequencing?,No
41056006,9,Which HIV genes were reported to have been sequenced?,"Capsid, CA"
41056006,10,What method was used for sequencing?,Unknown
41056006,11,What type of samples were sequenced?,Plasma
41056006,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
41056006,13,Were the patients in the study in a clinical trial?,Yes
41056006,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
41056006,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI, CAI"
41056006,16,Which drugs were received by individuals in the study before sample sequencing?,"Emtricitabine/tenofovir alafenamide (F/TAF), TAF, bicegravir, LEN"
41057785,1,Does the paper report HIV sequences from patient samples?,Yes
41057785,2,Does the paper report in vitro drug susceptibility data?,No
41057785,3,Were sequences from the paper made publicly available?,Not reported
41057785,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41057785,5,How many individuals had samples obtained for HIV sequencing?,235
41057785,6,From which countries were the sequenced samples obtained?,Uganda
41057785,7,From what years were the sequenced samples obtained?,2018-2023
41057785,8,Were samples cloned prior to sequencing?,No
41057785,9,Which HIV genes were reported to have been sequenced?,Unknown
41057785,10,What method was used for sequencing?,Unknown
41057785,11,What type of samples were sequenced?,Unknown
41057785,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
41057785,13,Were the patients in the study in a clinical trial?,No
41057785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41057785,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41057785,16,Which drugs were received by individuals in the study before sample sequencing?,"AZT, D4T, TDF, ABC"
41112839,1,Does the paper report HIV sequences from patient samples?,Yes
41112839,2,Does the paper report in vitro drug susceptibility data?,No
41112839,3,Were sequences from the paper made publicly available?,Yes
41112839,4,What were the GenBank accession numbers for sequenced HIV isolates?,PP280627 to PP280757
41112839,5,How many individuals had samples obtained for HIV sequencing?,237
41112839,6,From which countries were the sequenced samples obtained?,Senegal
41112839,7,From what years were the sequenced samples obtained?,2017-2018
41112839,8,Were samples cloned prior to sequencing?,No
41112839,9,Which HIV genes were reported to have been sequenced?,"Reverse transcriptase, RT"
41112839,10,What method was used for sequencing?,Sanger sequencing
41112839,11,What type of samples were sequenced?,DBS; Whole Blood
41112839,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41112839,13,Were the patients in the study in a clinical trial?,No
41112839,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
41112839,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI"
41112839,16,Which drugs were received by individuals in the study before sample sequencing?,"Lamivudine (3TC), Nevirapine (NVP), Efavirenz (EFV), Zidovudine (AZT), Stavudine (D4T), Tenofovir (TFV)"
41093949,1,Does the paper report HIV sequences from patient samples?,Yes
41093949,2,Does the paper report in vitro drug susceptibility data?,Yes
41093949,3,Were sequences from the paper made publicly available?,Yes
41093949,4,What were the GenBank accession numbers for sequenced HIV isolates?,PQ735970-PQ735985
41093949,5,How many individuals had samples obtained for HIV sequencing?,"8654, 10551"
41093949,6,From which countries were the sequenced samples obtained?,"China, United States"
41093949,7,From what years were the sequenced samples obtained?,1978-2023
41093949,8,Were samples cloned prior to sequencing?,No
41093949,9,Which HIV genes were reported to have been sequenced?,"Reverse transcriptase, RT; Protease, PR"
41093949,10,What method was used for sequencing?,Sanger sequencing
41093949,11,What type of samples were sequenced?,Plasma
41093949,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41093949,13,Were the patients in the study in a clinical trial?,No
41093949,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41093949,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI"
41093949,16,Which drugs were received by individuals in the study before sample sequencing?,"AZT, 3TC, TDF, FNC, ABC, FTC, NVP, ETR, EFV"
41029850,1,Does the paper report HIV sequences from patient samples?,Yes
41029850,2,Does the paper report in vitro drug susceptibility data?,No
41029850,3,Were sequences from the paper made publicly available?,Yes
41029850,4,What were the GenBank accession numbers for sequenced HIV isolates?,"PQ893197, PQ893192, OQ985810, OR259747, PQ893191"
41029850,5,How many individuals had samples obtained for HIV sequencing?,203
41029850,6,From which countries were the sequenced samples obtained?,Cameroon
41029850,7,From what years were the sequenced samples obtained?,2022-2023
41029850,8,Were samples cloned prior to sequencing?,No
41029850,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT"
41029850,10,What method was used for sequencing?,Sanger sequencing
41029850,11,What type of samples were sequenced?,Plasma
41029850,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
41029850,13,Were the patients in the study in a clinical trial?,No
41029850,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41029850,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41029850,16,Which drugs were received by individuals in the study before sample sequencing?,"ABC, AZT, 3TC, DTG, NVP, EFV, ATV, DRV, LPV"
41140464,1,Does the paper report HIV sequences from patient samples?,Yes
41140464,2,Does the paper report in vitro drug susceptibility data?,No
41140464,3,Were sequences from the paper made publicly available?,Not reported
41140464,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
41140464,5,How many individuals had samples obtained for HIV sequencing?,Not Found
41140464,6,From which countries were the sequenced samples obtained?,"Kenya, Uganda, Tanzania, Ethiopia"
41140464,7,From what years were the sequenced samples obtained?,2015-2025
41140464,8,Were samples cloned prior to sequencing?,No
41140464,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
41140464,10,What method was used for sequencing?,Unknown
41140464,11,What type of samples were sequenced?,Unknown
41140464,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41140464,13,Were the patients in the study in a clinical trial?,No
41140464,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
41140464,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
41140464,16,Which drugs were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40431742,1,Does the paper report HIV sequences from patient samples?,Yes
40431742,2,Does the paper report in vitro drug susceptibility data?,No
40431742,3,Were sequences from the paper made publicly available?,Not reported
40431742,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40431742,5,How many individuals had samples obtained for HIV sequencing?,1677
40431742,6,From which countries were the sequenced samples obtained?,Argentina
40431742,7,From what years were the sequenced samples obtained?,2017-2021
40431742,8,Were samples cloned prior to sequencing?,No
40431742,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT"
40431742,10,What method was used for sequencing?,Sanger sequencing
40431742,11,What type of samples were sequenced?,Plasma
40431742,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40431742,13,Were the patients in the study in a clinical trial?,No
40431742,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
40431742,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI"
40431742,16,Which drugs were received by individuals in the study before sample sequencing?,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV)"
40779404,1,Does the paper report HIV sequences from patient samples?,Yes
40779404,2,Does the paper report in vitro drug susceptibility data?,No
40779404,3,Were sequences from the paper made publicly available?,Not reported
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40779404,5,How many individuals had samples obtained for HIV sequencing?,20
40779404,6,From which countries were the sequenced samples obtained?,Not Found
40779404,7,From what years were the sequenced samples obtained?,Not Found
40779404,8,Were samples cloned prior to sequencing?,No
40779404,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN"
40779404,10,What method was used for sequencing?,Illumina sequencing
40779404,11,What type of samples were sequenced?,Whole Blood
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40779404,13,Were the patients in the study in a clinical trial?,Yes
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI, NNRTI, PI"
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,"Tenofovir (TFV), INSTIs, Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV)"
40573423,1,Does the paper report HIV sequences from patient samples?,Yes
40573423,2,Does the paper report in vitro drug susceptibility data?,No
40573423,3,Were sequences from the paper made publicly available?,Not reported
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40573423,5,How many individuals had samples obtained for HIV sequencing?,487
40573423,6,From which countries were the sequenced samples obtained?,South Korea
40573423,7,From what years were the sequenced samples obtained?,2021-2024
40573423,8,Were samples cloned prior to sequencing?,No
40573423,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT; Integrase, IN; Envelope"
40573423,10,What method was used for sequencing?,Sanger sequencing
40573423,11,What type of samples were sequenced?,Plasma; Serum
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40573423,13,Were the patients in the study in a clinical trial?,No
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Unknown
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,"ATV/r, NFV, D4T, NVP, RAL"
41088231,1,Does the paper report HIV sequences from patient samples?,Yes
41088231,2,Does the paper report in vitro drug susceptibility data?,No
41088231,3,Were sequences from the paper made publicly available?,Yes
41088231,4,What were the GenBank accession numbers for sequenced HIV isolates?,PV187006
41088231,5,How many individuals had samples obtained for HIV sequencing?,1
41088231,6,From which countries were the sequenced samples obtained?,China
41088231,7,From what years were the sequenced samples obtained?,2023
41088231,8,Were samples cloned prior to sequencing?,No
41088231,9,Which HIV genes were reported to have been sequenced?,Near full length genome
41088231,10,What method was used for sequencing?,Sanger sequencing
41088231,11,What type of samples were sequenced?,Plasma; Whole Blood
41088231,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
41088231,13,Were the patients in the study in a clinical trial?,No
41088231,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
41088231,15,Which drug classes were received by individuals in the study before sample sequencing?,"INSTI, NRTI"
41088231,16,Which drugs were received by individuals in the study before sample sequencing?,"BIC, FTC, TAF"
40596906,1,Does the paper report HIV sequences from patient samples?,Yes
40596906,2,Does the paper report in vitro drug susceptibility data?,No
40596906,3,Were sequences from the paper made publicly available?,Yes
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,PV526713-PV526742
40596906,5,How many individuals had samples obtained for HIV sequencing?,30
40596906,6,From which countries were the sequenced samples obtained?,Brazil
40596906,7,From what years were the sequenced samples obtained?,2007-2022
40596906,8,Were samples cloned prior to sequencing?,No
40596906,9,Which HIV genes were reported to have been sequenced?,"Protease, PR; Reverse transcriptase, RT"
40596906,10,What method was used for sequencing?,Sanger sequencing
40596906,11,What type of samples were sequenced?,Whole Blood
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40596906,13,Were the patients in the study in a clinical trial?,No
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI"
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,"Zidovudine (ZDV), Lamivudine (3TC), Nevirapine (NVP), Lopinavir/ritonavir, Efavirenz (EFV)"
40839365,1,Does the paper report HIV sequences from patient samples?,Yes
40839365,2,Does the paper report in vitro drug susceptibility data?,No
40839365,3,Were sequences from the paper made publicly available?,Not reported
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40839365,5,How many individuals had samples obtained for HIV sequencing?,1035
40839365,6,From which countries were the sequenced samples obtained?,Malawi
40839365,7,From what years were the sequenced samples obtained?,2022-2023
40839365,8,Were samples cloned prior to sequencing?,No
