PMID,QID,Question,Answer
24227862,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
24227862,5,How many individuals had samples obtained for HIV sequencing?,Not reported
24227862,6,From which countries were the sequenced samples obtained?,Not reported
24227862,7,From what years were the sequenced samples obtained?,Not reported
24227862,8,Were samples cloned prior to sequencing?,Not reported
24227862,9,Which HIV genes were reported to have been sequenced?,RT
24227862,10,What method was used for sequencing?,Not reported
24227862,11,What type of samples were sequenced?,Viral RNA
24227862,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
24227862,13,Were the patients in the study in a clinical trial?,No
24227862,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
24227862,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTIs, NNRTIs"
24227862,16,Which drugs were received by individuals in the study before sample sequencing?,"ETR, RPV, NVP, EFV"
25637519,1,Does the paper report HIV sequences from patient samples?,Yes
25637519,2,Does the paper report in vitro drug susceptibility data?,Yes
25637519,3,Were sequences from the paper made publicly available?,Yes
25637519,4,What were the GenBank accession numbers for sequenced HIV isolates?,FJ800379ÐFJ800386; GQ477441ÐGQ477451; KP170487
25637519,5,How many individuals had samples obtained for HIV sequencing?,0
25637519,6,From which countries were the sequenced samples obtained?,Not applicable
25637519,7,From what years were the sequenced samples obtained?,Not applicable
25637519,8,Were samples cloned prior to sequencing?,Not applicable
25637519,9,Which HIV genes were reported to have been sequenced?,Not applicable
25637519,10,What method was used for sequencing?,Not applicable
25637519,11,What type of samples were sequenced?,Not applicable
25637519,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable
25637519,13,Were the patients in the study in a clinical trial?,Not applicable
25637519,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable
25637519,15,Which drug classes were received by individuals in the study before sample sequencing?,None
25637519,16,Which drugs were received by individuals in the study before sample sequencing?,None
26246578,1,Does the paper report HIV sequences from patient samples?,Yes
26246578,2,Does the paper report in vitro drug susceptibility data?,Yes
26246578,3,Were sequences from the paper made publicly available?,Yes
26246578,4,What were the GenBank accession numbers for sequenced HIV isolates?,FJ800379ÐFJ800386; GQ477441ÐGQ477451; KP170487
26246578,5,How many individuals had samples obtained for HIV sequencing?,0
26246578,6,From which countries were the sequenced samples obtained?,Not applicable
26246578,7,From what years were the sequenced samples obtained?,Not applicable
26246578,8,Were samples cloned prior to sequencing?,Not applicable
26246578,9,Which HIV genes were reported to have been sequenced?,Not applicable
26246578,10,What method was used for sequencing?,Not applicable
26246578,11,What type of samples were sequenced?,Not applicable
26246578,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable
26246578,13,Were the patients in the study in a clinical trial?,Not applicable
26246578,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable
26246578,15,Which drug classes were received by individuals in the study before sample sequencing?,None
26246578,16,Which drugs were received by individuals in the study before sample sequencing?,None
26311878,1,Does the paper report HIV sequences from patient samples?,Yes
26311878,2,Does the paper report in vitro drug susceptibility data?,Yes
26311878,3,Were sequences from the paper made publicly available?,Yes
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
26311878,5,How many individuals had samples obtained for HIV sequencing?,Not reported
26311878,6,From which countries were the sequenced samples obtained?,Not reported
26311878,7,From what years were the sequenced samples obtained?,Not reported
26311878,8,Were samples cloned prior to sequencing?,Not reported
26311878,9,Which HIV genes were reported to have been sequenced?,Not reported
26311878,10,What method was used for sequencing?,Not reported
26311878,11,What type of samples were sequenced?,Not reported
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
26311878,13,Were the patients in the study in a clinical trial?,Not reported
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
26559830,1,Does the paper report HIV sequences from patient samples?,Not reported
26559830,2,Does the paper report in vitro drug susceptibility data?,Not reported
26559830,3,Were sequences from the paper made publicly available?,Not reported
26559830,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
26559830,4,How many individuals had samples obtained for HIV sequencing?,Not reported
26559830,6,From which countries were the sequenced samples obtained?,Not reported
26559830,7,From what years were the sequenced samples obtained?,Not reported
26559830,8,Were samples cloned prior to sequencing?,Not reported
26559830,9,Which HIV genes were reported to have been sequenced?,Not reported
26559830,10,What method was used for sequencing?,Not reported
26559830,11,What type of samples were sequenced?,Not reported
26559830,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
26559830,13,Were the patients in the study in a clinical trial?,Not reported
26559830,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
26559830,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
26559830,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
27009474,1,Does the paper report HIV sequences from patient samples?,Yes
27009474,2,Does the paper report in vitro drug susceptibility data?,Yes
27009474,3,Were sequences from the paper made publicly available?,Yes
27009474,4,What were the GenBank accession numbers for sequenced HIV isolates?,KU761565
27009474,5,How many individuals had samples obtained for HIV sequencing?,1
27009474,6,From which countries were the sequenced samples obtained?,Not reported
27009474,7,From what years were the sequenced samples obtained?,Not reported
27009474,8,Were samples cloned prior to sequencing?,Not reported
27009474,9,Which HIV genes were reported to have been sequenced?,Not reported
27009474,10,What method was used for sequencing?,Not reported
27009474,11,What type of samples were sequenced?,Not reported
27009474,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable
27009474,13,Were the patients in the study in a clinical trial?,Not applicable
27009474,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable
27009474,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
27009474,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
27124362,1,Does the paper report HIV sequences from patient samples?,Yes
27124362,2,Does the paper report in vitro drug susceptibility data?,Yes
27124362,3,Were sequences from the paper made publicly available?,No
27124362,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
27124362,5,How many individuals had samples obtained for HIV sequencing?,0
27124362,6,From which countries were the sequenced samples obtained?,Not reported
27124362,7,From what years were the sequenced samples obtained?,Not reported
27124362,8,Were samples cloned prior to sequencing?,No
27124362,9,Which HIV genes were reported to have been sequenced?,Not reported
27124362,10,What method was used for sequencing?,Not reported
27124362,11,What type of samples were sequenced?,Not reported
27124362,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
27124362,13,Were the patients in the study in a clinical trial?,No
27124362,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
27124362,15,Which drug classes were received by individuals in the study before sample sequencing?,None
27124362,16,Which drugs were received by individuals in the study before sample sequencing?,None
28559249,1,Does the paper report HIV sequences from patient samples?,Yes
28559249,2,Does the paper report in vitro drug susceptibility data?,Yes
28559249,3,Were sequences from the paper made publicly available?,Yes
28559249,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
28559249,5,How many individuals had samples obtained for HIV sequencing?,0
28559249,6,From which countries were the sequenced samples obtained?,Not applicable
28559249,7,From what years were the sequenced samples obtained?,Not applicable
28559249,8,Were samples cloned prior to sequencing?,Not applicable
28559249,9,Which HIV genes were reported to have been sequenced?,Not applicable
28559249,10,What method was used for sequencing?,Not applicable
28559249,11,What type of samples were sequenced?,Not applicable
28559249,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable
28559249,13,Were the patients in the study in a clinical trial?,Not applicable
28559249,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable
28559249,15,Which drug classes were received by individuals in the study before sample sequencing?,Not applicable
28559249,16,Which drugs were received by individuals in the study before sample sequencing?,Not applicable
29373677,1,Does the paper report HIV sequences from patient samples?,Not reported
29373677,2,Does the paper report in vitro drug susceptibility data?,Not reported
29373677,3,Were sequences from the paper made publicly available?,Not reported
29373677,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
29373677,5,How many individuals had samples obtained for HIV sequencing?,Not reported
29373677,6,From which countries were the sequenced samples obtained?,Not reported
29373677,7,From what years were the sequenced samples obtained?,Not reported
29373677,8,Were samples cloned prior to sequencing?,Not reported
29373677,9,Which HIV genes were reported to have been sequenced?,Not reported
29373677,10,What method was used for sequencing?,Not reported
29373677,11,What type of samples were sequenced?,Not reported
29373677,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
29373677,13,Were the patients in the study in a clinical trial?,Not reported
29373677,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
29373677,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
29373677,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
30053052,1,Does the paper report HIV sequences from patient samples?,Yes
30053052,2,Does the paper report in vitro drug susceptibility data?,Yes
30053052,3,Were sequences from the paper made publicly available?,Yes
30053052,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
30053052,5,How many individuals had samples obtained for HIV sequencing?,24
30053052,6,From which countries were the sequenced samples obtained?,Sweden
30053052,7,From what years were the sequenced samples obtained?,Not reported
30053052,8,Were samples cloned prior to sequencing?,Yes
30053052,9,Which HIV genes were reported to have been sequenced?,Pol
30053052,10,What method was used for sequencing?,Sanger sequencing
30053052,11,What type of samples were sequenced?,Plasma
30053052,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
30053052,13,Were the patients in the study in a clinical trial?,No
30053052,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
30053052,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
30053052,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
30803972,1,Does the paper report HIV sequences from patient samples?,Not reported
30803972,2,Does the paper report in vitro drug susceptibility data?,Not reported
30803972,3,Were sequences from the paper made publicly available?,Not reported
30803972,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
30803972,5,How many individuals had samples obtained for HIV sequencing?,Not reported
30803972,6,From which countries were the sequenced samples obtained?,Not reported
30803972,7,From what years were the sequenced samples obtained?,Not reported
30803972,8,Were samples cloned prior to sequencing?,Not reported
30803972,9,Which HIV genes were reported to have been sequenced?,Not reported
30803972,10,What method was used for sequencing?,Not reported
30803972,11,What type of samples were sequenced?,Not reported
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
30803972,13,Were the patients in the study in a clinical trial?,Not reported
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
31988104,1,Does the paper report HIV sequences from patient samples?,Yes
31988104,2,Does the paper report in vitro drug susceptibility data?,Yes
31988104,3,Were sequences from the paper made publicly available?,Yes
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,FJ800379-FJ800386; GQ477441-GQ477451; KP170487
31988104,5,How many individuals had samples obtained for HIV sequencing?,Not reported
31988104,6,From which countries were the sequenced samples obtained?,Not reported
31988104,7,From what years were the sequenced samples obtained?,Not reported
31988104,8,Were samples cloned prior to sequencing?,Not reported
31988104,9,Which HIV genes were reported to have been sequenced?,Not reported
31988104,10,What method was used for sequencing?,Not reported
31988104,11,What type of samples were sequenced?,Not reported
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
31988104,13,Were the patients in the study in a clinical trial?,Not reported
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
31988104,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
31988104,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
32601157,1,Does the paper report HIV sequences from patient samples?,No
32601157,2,Does the paper report in vitro drug susceptibility data?,Yes
32601157,3,Were sequences from the paper made publicly available?,No
32601157,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
32601157,5,How many individuals had samples obtained for HIV sequencing?,0
32601157,6,From which countries were the sequenced samples obtained?,Not applicable
32601157,7,From what years were the sequenced samples obtained?,Not applicable
32601157,8,Were samples cloned prior to sequencing?,Not applicable
32601157,9,Which HIV genes were reported to have been sequenced?,Not reported
32601157,10,What method was used for sequencing?,Not reported
32601157,11,What type of samples were sequenced?,Not reported
32601157,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not applicable
32601157,13,Were the patients in the study in a clinical trial?,Not applicable
32601157,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not applicable
32601157,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
32601157,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
33855437,1,Does the paper report HIV sequences from patient samples?,Yes
33855437,2,Does the paper report in vitro drug susceptibility data?,Yes
33855437,3,Were sequences from the paper made publicly available?,Yes
