PMID,QID,Question,Answer
30803972,7,From what years were the sequenced samples obtained?,
30803972,8,Were samples cloned prior to sequencing?,
30803972,9,Which HIV genes were reported to have been sequenced?,
30803972,10,What method was used for sequencing?,
30803972,11,What type of samples were sequenced?,
30803972,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
30803972,13,Were the patients in the study in a clinical trial?,
30803972,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
30803972,15,Which drug classes were received by individuals in the study before sample sequencing?,
30803972,16,Which drugs were received by individuals in the study before sample sequencing?,
31988104,1,Does the paper report HIV sequences from patient samples?,No
31988104,2,Does the paper report in vitro drug susceptibility data?,Yes
31988104,3,Were sequences from the paper made publicly available?,No
31988104,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
31988104,5,How many individuals had samples obtained for HIV sequencing?,0
31988104,6,From which countries were the sequenced samples obtained?,Not reported
31988104,7,From what years were the sequenced samples obtained?,Not reported
31988104,8,Were samples cloned prior to sequencing?,No
31988104,9,Which HIV genes were reported to have been sequenced?,RT
31988104,10,What method was used for sequencing?,Not reported
31988104,11,What type of samples were sequenced?,Not reported
31988104,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
31988104,13,Were the patients in the study in a clinical trial?,No
31988104,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
31988104,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
31988104,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
32601157,1,Does the paper report HIV sequences from patient samples?,No
32601157,2,Does the paper report in vitro drug susceptibility data?,
32601157,3,Were sequences from the paper made publicly available?,
32601157,4,What were the GenBank accession numbers for sequenced HIV isolates?,
32601157,5,How many individuals had samples obtained for HIV sequencing?,
32601157,6,From which countries were the sequenced samples obtained?,
32601157,7,From what years were the sequenced samples obtained?,
32601157,8,Were samples cloned prior to sequencing?,
32601157,9,Which HIV genes were reported to have been sequenced?,
32601157,10,What method was used for sequencing?,
32601157,11,What type of samples were sequenced?,
32601157,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
32601157,13,Were the patients in the study in a clinical trial?,
32601157,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
32601157,15,Which drug classes were received by individuals in the study before sample sequencing?,
32601157,16,Which drugs were received by individuals in the study before sample sequencing?,
33855437,1,Does the paper report HIV sequences from patient samples?,Yes
33855437,2,Does the paper report in vitro drug susceptibility data?,Yes
33855437,3,Were sequences from the paper made publicly available?,Yes
33855437,4,What were the GenBank accession numbers for sequenced HIV isolates?,"MW484894, MW484895, MW484893, DQ380549, AF492618"
33855437,5,How many individuals had samples obtained for HIV sequencing?,6
33855437,6,From which countries were the sequenced samples obtained?,"Canada, Ethiopia"
33855437,7,From what years were the sequenced samples obtained?,Not reported
33855437,8,Were samples cloned prior to sequencing?,No
33855437,9,Which HIV genes were reported to have been sequenced?,RT
33855437,10,What method was used for sequencing?,Not reported
33855437,11,What type of samples were sequenced?,PBMC
33855437,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
33855437,13,Were the patients in the study in a clinical trial?,No
33855437,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
33855437,15,Which drug classes were received by individuals in the study before sample sequencing?,None
33855437,16,Which drugs were received by individuals in the study before sample sequencing?,None
34516245,1,Does the paper report HIV sequences from patient samples?,No
34516245,2,Does the paper report in vitro drug susceptibility data?,Yes
34516245,3,Were sequences from the paper made publicly available?,No
34516245,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
34516245,5,How many individuals had samples obtained for HIV sequencing?,0
34516245,6,From which countries were the sequenced samples obtained?,Not reported
34516245,7,From what years were the sequenced samples obtained?,Not reported
34516245,8,Were samples cloned prior to sequencing?,No
34516245,9,Which HIV genes were reported to have been sequenced?,Reverse transcriptase (RT)
34516245,10,What method was used for sequencing?,Not reported
34516245,11,What type of samples were sequenced?,Not reported
34516245,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
34516245,13,Were the patients in the study in a clinical trial?,No
34516245,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
34516245,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
34516245,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
35730213,1,Does the paper report HIV sequences from patient samples?,No
35730213,2,Does the paper report in vitro drug susceptibility data?,No
35730213,3,Were sequences from the paper made publicly available?,No
35730213,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
35730213,5,How many individuals had samples obtained for HIV sequencing?,0
35730213,6,From which countries were the sequenced samples obtained?,Lesotho
35730213,7,From what years were the sequenced samples obtained?,2020
35730213,8,Were samples cloned prior to sequencing?,No
35730213,9,Which HIV genes were reported to have been sequenced?,Not reported
35730213,10,What method was used for sequencing?,Not reported
35730213,11,What type of samples were sequenced?,Not reported
35730213,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
35730213,13,Were the patients in the study in a clinical trial?,No
35730213,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
35730213,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
35730213,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
35945163,1,Does the paper report HIV sequences from patient samples?,No
35945163,2,Does the paper report in vitro drug susceptibility data?,No
35945163,3,Were sequences from the paper made publicly available?,No
35945163,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
35945163,5,How many individuals had samples obtained for HIV sequencing?,35
35945163,6,From which countries were the sequenced samples obtained?,Not reported
35945163,7,From what years were the sequenced samples obtained?,Not reported
35945163,8,Were samples cloned prior to sequencing?,No
35945163,9,Which HIV genes were reported to have been sequenced?,Not reported
35945163,10,What method was used for sequencing?,Not reported
35945163,11,What type of samples were sequenced?,Not reported
35945163,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
35945163,13,Were the patients in the study in a clinical trial?,No
35945163,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
35945163,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
35945163,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
36415058,1,Does the paper report HIV sequences from patient samples?,No
36415058,2,Does the paper report in vitro drug susceptibility data?,No
36415058,3,Were sequences from the paper made publicly available?,No
36415058,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36415058,5,How many individuals had samples obtained for HIV sequencing?,0
36415058,6,From which countries were the sequenced samples obtained?,Not reported
36415058,7,From what years were the sequenced samples obtained?,Not reported
36415058,8,Were samples cloned prior to sequencing?,No
36415058,9,Which HIV genes were reported to have been sequenced?,Not reported
36415058,10,What method was used for sequencing?,Not reported
36415058,11,What type of samples were sequenced?,Not reported
36415058,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36415058,13,Were the patients in the study in a clinical trial?,No
36415058,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
36415058,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
36415058,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
36519389,1,Does the paper report HIV sequences from patient samples?,No
36519389,2,Does the paper report in vitro drug susceptibility data?,No
36519389,3,Were sequences from the paper made publicly available?,No
36519389,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36519389,5,How many individuals had samples obtained for HIV sequencing?,0
36519389,6,From which countries were the sequenced samples obtained?,Not reported
36519389,7,From what years were the sequenced samples obtained?,Not reported
36519389,8,Were samples cloned prior to sequencing?,Not reported
36519389,9,Which HIV genes were reported to have been sequenced?,Not reported
36519389,10,What method was used for sequencing?,Not reported
36519389,11,What type of samples were sequenced?,Not reported
36519389,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36519389,13,Were the patients in the study in a clinical trial?,Yes
36519389,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
36519389,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
36519389,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
36597160,1,Does the paper report HIV sequences from patient samples?,No
36597160,2,Does the paper report in vitro drug susceptibility data?,No
36597160,3,Were sequences from the paper made publicly available?,
36597160,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36597160,5,How many individuals had samples obtained for HIV sequencing?,Not reported
36597160,6,From which countries were the sequenced samples obtained?,Not reported
36597160,7,From what years were the sequenced samples obtained?,Not reported
36597160,8,Were samples cloned prior to sequencing?,No
36597160,9,Which HIV genes were reported to have been sequenced?,Not reported
36597160,10,What method was used for sequencing?,
36597160,11,What type of samples were sequenced?,Not reported
36597160,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36597160,13,Were the patients in the study in a clinical trial?,No
36597160,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
36597160,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
36597160,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
36645792,1,Does the paper report HIV sequences from patient samples?,No
36645792,2,Does the paper report in vitro drug susceptibility data?,No
36645792,3,Were sequences from the paper made publicly available?,No
36645792,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36645792,5,How many individuals had samples obtained for HIV sequencing?,0
36645792,6,From which countries were the sequenced samples obtained?,Not reported
36645792,7,From what years were the sequenced samples obtained?,Not reported
36645792,8,Were samples cloned prior to sequencing?,Not reported
36645792,9,Which HIV genes were reported to have been sequenced?,Not reported
36645792,10,What method was used for sequencing?,Not reported
36645792,11,What type of samples were sequenced?,Not reported
36645792,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36645792,13,Were the patients in the study in a clinical trial?,Yes
36645792,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
36645792,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI"
36645792,16,Which drugs were received by individuals in the study before sample sequencing?,"Tenofovir, Emtricitabine, Efavirenz"
36659824,1,Does the paper report HIV sequences from patient samples?,No
36659824,2,Does the paper report in vitro drug susceptibility data?,No
36659824,3,Were sequences from the paper made publicly available?,No
36659824,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36659824,5,How many individuals had samples obtained for HIV sequencing?,Not reported
36659824,6,From which countries were the sequenced samples obtained?,Not reported
36659824,7,From what years were the sequenced samples obtained?,Not reported
36659824,8,Were samples cloned prior to sequencing?,No
36659824,9,Which HIV genes were reported to have been sequenced?,Not reported
36659824,10,What method was used for sequencing?,Not reported
36659824,11,What type of samples were sequenced?,Not reported
36659824,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36659824,13,Were the patients in the study in a clinical trial?,Yes
36659824,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
36659824,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
36659824,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
36694270,1,Does the paper report HIV sequences from patient samples?,Yes
36694270,2,Does the paper report in vitro drug susceptibility data?,No
36694270,3,Were sequences from the paper made publicly available?,No
36694270,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36694270,5,How many individuals had samples obtained for HIV sequencing?,62
36694270,6,From which countries were the sequenced samples obtained?,China
36694270,7,From what years were the sequenced samples obtained?,2020-2022
36694270,8,Were samples cloned prior to sequencing?,No
36694270,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN"
36694270,10,What method was used for sequencing?,Sanger sequencing
36694270,11,What type of samples were sequenced?,"CSF, Plasma"
36694270,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36694270,13,Were the patients in the study in a clinical trial?,No
36694270,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
36694270,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI"
36694270,16,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, EFV, LPV/r"
36706364,1,Does the paper report HIV sequences from patient samples?,Yes
36706364,2,Does the paper report in vitro drug susceptibility data?,No
36706364,3,Were sequences from the paper made publicly available?,No
36706364,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36706364,5,How many individuals had samples obtained for HIV sequencing?,62
36706364,6,From which countries were the sequenced samples obtained?,South Africa
36706364,7,From what years were the sequenced samples obtained?,2019-2020
36706364,8,Were samples cloned prior to sequencing?,No
36706364,9,Which HIV genes were reported to have been sequenced?,Not reported
36706364,10,What method was used for sequencing?,Not reported
36706364,11,What type of samples were sequenced?,Not reported
36706364,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
36706364,13,Were the patients in the study in a clinical trial?,Yes
36706364,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
36706364,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI"
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,"Tenofovir, Lamivudine, Efavirenz, Nevirapine"
36751650,1,Does the paper report HIV sequences from patient samples?,Yes
36751650,2,Does the paper report in vitro drug susceptibility data?,No
36751650,3,Were sequences from the paper made publicly available?,No
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36751650,5,How many individuals had samples obtained for HIV sequencing?,1653
36751650,6,From which countries were the sequenced samples obtained?,China
36751650,7,From what years were the sequenced samples obtained?,2016-2020
36751650,8,Were samples cloned prior to sequencing?,No
36751650,9,Which HIV genes were reported to have been sequenced?,"PR, RT"
36751650,10,What method was used for sequencing?,Sanger sequencing
36751650,11,What type of samples were sequenced?,Plasma
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
36751650,13,Were the patients in the study in a clinical trial?,No
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,No
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,None
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,None
36779485,1,Does the paper report HIV sequences from patient samples?,Yes
36779485,2,Does the paper report in vitro drug susceptibility data?,No
36779485,3,Were sequences from the paper made publicly available?,No
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
36779485,5,How many individuals had samples obtained for HIV sequencing?,1649
36779485,6,From which countries were the sequenced samples obtained?,South Africa
36779485,7,From what years were the sequenced samples obtained?,Not reported
36779485,8,Were samples cloned prior to sequencing?,Not reported
36779485,9,Which HIV genes were reported to have been sequenced?,Pol
36779485,10,What method was used for sequencing?,Not reported
36779485,11,What type of samples were sequenced?,Not reported
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
36779485,13,Were the patients in the study in a clinical trial?,No
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,NNRTI
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
