PMID,QID,Question,Answer
40573423,1,Does the paper report HIV sequences from patient samples?,Yes
40573423,2,Does the paper report in vitro drug susceptibility data?,Yes
40573423,3,Were sequences from the paper made publicly available?,No
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40573423,5,How many individuals had samples obtained for HIV sequencing?,487
40573423,6,From which countries were the sequenced samples obtained?,"South Korea, Asia, Americas"
40573423,7,From what years were the sequenced samples obtained?,2021-2024
40573423,8,Were samples cloned prior to sequencing?,No
40573423,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN, Pol, Env"
40573423,10,What method was used for sequencing?,Sanger sequencing
40573423,11,What type of samples were sequenced?,"Plasma, Serum"
40573423,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40573423,13,Were the patients in the study in a clinical trial?,No
40573423,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,"Not reported

```"
40596906,1,Does the paper report HIV sequences from patient samples?,
40596906,2,Does the paper report in vitro drug susceptibility data?,
40596906,3,Were sequences from the paper made publicly available?,
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40596906,5,How many individuals had samples obtained for HIV sequencing?,
40596906,6,From which countries were the sequenced samples obtained?,
40596906,7,From what years were the sequenced samples obtained?,
40596906,8,Were samples cloned prior to sequencing?,
40596906,9,Which HIV genes were reported to have been sequenced?,
40596906,10,What method was used for sequencing?,
40596906,11,What type of samples were sequenced?,
40596906,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,
40596906,13,Were the patients in the study in a clinical trial?,
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,
40713598,1,Does the paper report HIV sequences from patient samples?,Yes
40713598,2,Does the paper report in vitro drug susceptibility data?,No
40713598,3,Were sequences from the paper made publicly available?,Yes
40713598,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40713598,5,How many individuals had samples obtained for HIV sequencing?,20
40713598,6,From which countries were the sequenced samples obtained?,Not reported
40713598,7,From what years were the sequenced samples obtained?,Not reported
40713598,8,Were samples cloned prior to sequencing?,Not reported
40713598,9,Which HIV genes were reported to have been sequenced?,"PR, RT"
40713598,10,What method was used for sequencing?,NGS
40713598,11,What type of samples were sequenced?,Plasma
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40713598,13,Were the patients in the study in a clinical trial?,
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,NNRTIs
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
40763144,1,Does the paper report HIV sequences from patient samples?,Yes
40763144,2,Does the paper report in vitro drug susceptibility data?,No
40763144,3,Were sequences from the paper made publicly available?,No
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40763144,5,How many individuals had samples obtained for HIV sequencing?,295
40763144,6,From which countries were the sequenced samples obtained?,Uganda
40763144,7,From what years were the sequenced samples obtained?,2021-2023
40763144,8,Were samples cloned prior to sequencing?,No
40763144,9,Which HIV genes were reported to have been sequenced?,Not reported
40763144,10,What method was used for sequencing?,Not reported
40763144,11,What type of samples were sequenced?,Not reported
40763144,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40763144,13,Were the patients in the study in a clinical trial?,No
40763144,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40763144,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI"
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,"TDF, 3TC, ABC, AZT, DTG, ATVr, LPVr, EFV, NVP, RAL, EVG, BIC, CAB, MVC, LEN, FTV, DOR, RPV, ETR, NFV, IDV, SQV, TPV, FPV"
40779404,1,Does the paper report HIV sequences from patient samples?,Yes
40779404,2,Does the paper report in vitro drug susceptibility data?,Yes
40779404,3,Were sequences from the paper made publicly available?,No
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40779404,5,How many individuals had samples obtained for HIV sequencing?,20
40779404,6,From which countries were the sequenced samples obtained?,Not reported
40779404,7,From what years were the sequenced samples obtained?,Not reported
40779404,8,Were samples cloned prior to sequencing?,Yes
40779404,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN"
40779404,10,What method was used for sequencing?,NGS
40779404,11,What type of samples were sequenced?,Whole blood
40779404,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40779404,13,Were the patients in the study in a clinical trial?,Yes
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI"
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,"Bictegravir, Emtricitabine, Tenofovir alafenamide
```"
40839365,1,Does the paper report HIV sequences from patient samples?,Yes
40839365,2,Does the paper report in vitro drug susceptibility data?,No
40839365,3,Were sequences from the paper made publicly available?,No
40839365,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40839365,5,How many individuals had samples obtained for HIV sequencing?,213
40839365,6,From which countries were the sequenced samples obtained?,Malawi
40839365,7,From what years were the sequenced samples obtained?,Not reported
40839365,8,Were samples cloned prior to sequencing?,No
40839365,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN"
40839365,10,What method was used for sequencing?,Sanger sequencing
40839365,11,What type of samples were sequenced?,Plasma
40839365,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40839365,13,Were the patients in the study in a clinical trial?,No
40839365,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40839365,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI"
40839365,16,Which drugs were received by individuals in the study before sample sequencing?,"DTG, 3TC, FTC, TDF, ABC, D4T, DDI, EFV, NVP, RAL, EVG, BIC, CAB, ATV, LPV/r, SQV, IDV, NFV, TPV, FPV"
40857111,1,Does the paper report HIV sequences from patient samples?,Yes
40857111,2,Does the paper report in vitro drug susceptibility data?,Yes
40857111,3,Were sequences from the paper made publicly available?,Yes
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40857111,5,How many individuals had samples obtained for HIV sequencing?,208
40857111,6,From which countries were the sequenced samples obtained?,Not reported
40857111,7,From what years were the sequenced samples obtained?,Not reported
40857111,8,Were samples cloned prior to sequencing?,Not reported
40857111,9,Which HIV genes were reported to have been sequenced?,Not reported
40857111,10,What method was used for sequencing?,Not reported
40857111,11,What type of samples were sequenced?,Not reported
40857111,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Not reported
40857111,13,Were the patients in the study in a clinical trial?,Not reported
40857111,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Not reported
40857111,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported
40857111,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported
40872801,1,Does the paper report HIV sequences from patient samples?,Yes
40872801,2,Does the paper report in vitro drug susceptibility data?,Yes
40872801,3,Were sequences from the paper made publicly available?,Yes
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40872801,5,How many individuals had samples obtained for HIV sequencing?,9685
40872801,6,From which countries were the sequenced samples obtained?,Tanzania
40872801,7,From what years were the sequenced samples obtained?,2004-2024
40872801,8,Were samples cloned prior to sequencing?,No
40872801,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN, CA, Env"
40872801,10,What method was used for sequencing?,"Sanger sequencing, NGS"
40872801,11,What type of samples were sequenced?,"Plasma, PBMC, Whole blood, DBS"
40872801,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40872801,13,Were the patients in the study in a clinical trial?,Yes
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTIs, NNRTIs, PIs, INSTIs"
